HW,Cin,latency
8,503,0.249
8,508,0.251
8,513,0.274
8,518,0.317
8,523,0.291
8,528,0.306
8,533,0.296
8,538,0.332
8,543,0.318
8,548,0.284
8,553,0.29
8,558,0.322
8,563,0.297
8,568,0.315
8,573,0.31
8,578,0.329
8,583,0.315
8,588,0.326
8,593,0.318
8,598,0.336
8,603,0.305
8,608,0.318
8,613,0.311
8,618,0.34
8,623,0.33
8,628,0.347
8,633,0.333
8,638,0.329
8,643,0.31
8,648,0.351
8,653,0.337
8,658,0.346
8,663,0.339
8,668,0.363
8,673,0.339
8,678,0.341
8,683,0.348
8,688,0.36
8,693,0.361
8,698,0.367
8,703,0.358
8,708,0.334
8,713,0.342
8,718,0.343
8,723,0.349
8,728,0.382
8,733,0.378
8,738,0.346
8,743,0.356
8,748,0.36
8,753,0.354
8,758,0.352
8,763,0.368
8,768,0.354
8,773,0.372
8,778,0.391
8,783,0.367
8,788,0.389
8,793,0.367
8,798,0.383
8,803,0.398
8,808,0.377
8,813,0.413
8,818,0.409
8,823,0.394
8,828,0.393
8,833,0.398
8,838,0.398
8,843,0.407
8,848,0.415
8,853,0.425
8,858,0.407
8,863,0.399
8,868,0.398
8,873,0.412
8,878,0.426
8,883,0.398
8,888,0.392
8,893,0.398
8,898,0.404
8,903,0.402
8,908,0.41
8,913,0.407
8,918,0.401
8,923,0.434
8,928,0.408
8,933,0.426
8,938,0.424
8,943,0.405
8,948,0.443
8,953,0.413
8,958,0.412
8,963,0.445
8,968,0.432
8,973,0.431
8,978,0.429
8,983,0.433
8,988,0.42
8,993,0.439
8,998,0.432
8,1003,0.432
8,1008,0.44
8,1013,0.435
8,1018,0.464
8,1023,0.436
7,3,0.056
7,8,0.059
7,13,0.054
7,18,0.062
7,23,0.052
7,28,0.068
7,33,0.074
7,38,0.059
7,43,0.069
7,48,0.068
7,53,0.059
7,58,0.063
7,63,0.075
7,68,0.07
7,73,0.077
7,78,0.08
7,83,0.081
7,88,0.086
7,93,0.067
7,98,0.071
7,103,0.07
7,108,0.065
7,113,0.099
7,118,0.077
7,123,0.088
7,128,0.086
7,133,0.082
7,138,0.085
7,143,0.086
7,148,0.085
7,153,0.094
7,158,0.092
7,163,0.092
7,168,0.095
7,173,0.105
7,178,0.099
7,183,0.101
7,188,0.104
7,193,0.106
7,198,0.108
7,203,0.106
7,208,0.106
7,213,0.115
7,218,0.116
7,223,0.111
7,228,0.113
7,233,0.134
7,238,0.126
7,243,0.125
7,248,0.129
7,253,0.142
7,258,0.134
7,263,0.133
7,268,0.134
7,273,0.14
7,278,0.143
7,283,0.156
7,288,0.151
7,293,0.15
7,298,0.148
7,303,0.162
7,308,0.181
7,313,0.16
7,318,0.167
7,323,0.162
7,328,0.161
7,333,0.17
7,338,0.172
7,343,0.171
7,348,0.187
7,353,0.182
7,358,0.174
7,363,0.19
7,368,0.182
7,373,0.183
7,378,0.191
7,383,0.186
7,388,0.19
7,393,0.198
7,398,0.194
7,403,0.196
7,408,0.199
7,413,0.216
7,418,0.202
7,423,0.21
7,428,0.22
7,433,0.204
7,438,0.212
7,443,0.214
7,448,0.221
7,453,0.237
7,458,0.213
7,463,0.217
7,468,0.223
7,473,0.221
7,478,0.224
7,483,0.226
7,488,0.232
7,493,0.231
7,498,0.232
7,503,0.236
7,508,0.234
7,513,0.235
7,518,0.24
7,523,0.241
7,528,0.248
7,533,0.245
7,538,0.25
7,543,0.252
7,548,0.249
7,553,0.246
7,558,0.256
7,563,0.24
7,568,0.261
7,573,0.262
7,578,0.281
7,583,0.261
7,588,0.275
7,593,0.262
7,598,0.267
7,603,0.273
7,608,0.272
7,613,0.275
7,618,0.277
7,623,0.254
7,628,0.273
7,633,0.288
7,638,0.281
7,643,0.286
7,648,0.281
7,653,0.285
7,658,0.285
7,663,0.295
7,668,0.271
7,673,0.329
7,678,0.339
7,683,0.323
7,688,0.32
7,693,0.348
7,698,0.337
7,703,0.312
7,708,0.356
7,713,0.337
7,718,0.349
7,723,0.351
7,728,0.393
7,733,0.365
7,738,0.342
7,743,0.347
7,748,0.328
7,753,0.36
7,758,0.351
7,763,0.353
7,768,0.372
7,773,0.372
7,778,0.378
7,783,0.355
7,788,0.38
7,793,0.363
7,798,0.376
7,803,0.365
7,808,0.38
7,813,0.36
7,818,0.4
7,823,0.393
7,828,0.385
7,833,0.377
7,838,0.369
7,843,0.402
7,848,0.387
7,853,0.391
7,858,0.397
7,863,0.379
7,868,0.371
7,873,0.384
7,878,0.396
7,883,0.426
7,888,0.387
7,893,0.406
7,898,0.402
7,903,0.396
7,908,0.378
7,913,0.407
7,918,0.394
7,923,0.41
7,928,0.406
7,933,0.394
7,938,0.435
7,943,0.401
7,948,0.384
7,953,0.406
7,958,0.395
7,963,0.392
7,968,0.413
7,973,0.416
7,978,0.406
7,983,0.423
7,988,0.421
7,993,0.455
7,998,0.399
7,1003,0.411
7,1008,0.424
7,1013,0.422
7,1018,0.42
7,1023,0.459
