HW,kernel,stride,Cin,FLOPs,latency
27,7,4,64,659016,1.561
27,7,4,128,2064528,3.067
27,7,4,256,7115040,6.134
27,7,4,512,26174016,12.274
27,7,4,1024,100123776,25.031
27,9,1,3,266616,0.216
27,9,1,6,552276,0.328
27,9,1,8,753296,0.426
27,9,1,16,1642016,0.862
27,9,1,32,3825728,1.633
27,9,1,64,9818240,3.145
27,9,1,128,28303616,6.17
27,9,1,256,91275776,12.244
27,9,1,512,321225728,25.002
27,9,1,1024,1197148160,49.887
27,9,2,3,72576,0.179
27,9,2,6,150336,0.299
27,9,2,8,205056,0.383
27,9,2,16,446976,0.737
27,9,2,32,1041408,1.481
27,9,2,64,2672640,2.909
27,9,2,128,7704576,5.666
27,9,2,256,24846336,11.269
27,9,2,512,87441408,22.461
27,9,2,1024,325877760,45.105
27,9,4,3,21294,0.128
27,9,4,6,44109,0.226
27,9,4,8,60164,0.285
27,9,4,16,131144,0.48
27,9,4,32,305552,0.855
27,9,4,64,784160,1.683
27,9,4,128,2260544,3.286
27,9,4,256,7289984,6.539
27,9,4,512,25655552,13.119
27,9,4,1024,95613440,26.593
14,1,1,3,4704,0.021
14,1,1,6,16464,0.035
14,1,1,8,28224,0.045
14,1,1,16,106624,0.083
14,1,1,32,413952,0.16
14,1,1,64,1630720,0.315
14,1,1,128,6472704,0.622
14,1,1,256,25790464,1.274
14,1,1,512,102961152,2.545
14,1,1,1024,411443200,5.086
14,1,2,3,1350,0.02
14,1,2,6,4725,0.033
14,1,2,8,8100,0.042
14,1,2,16,30600,0.078
14,1,2,32,118800,0.149
14,1,2,64,468000,0.292
14,1,2,128,1857600,0.576
14,1,2,256,7401600,1.207
14,1,2,512,29548800,2.36
14,1,2,1024,118080000,4.71
14,1,4,3,433.5,0.019
14,1,4,6,1517.25,0.033
14,1,4,8,2601,0.042
14,1,4,16,9826,0.077
14,1,4,32,38148,0.149
14,1,4,64,150280,0.291
14,1,4,128,596496,0.574
14,1,4,256,2376736,1.148
14,1,4,512,9488448,2.287
14,1,4,1024,37916800,4.63
14,3,1,3,12168,0.033
14,3,1,6,30420,0.033
14,3,1,8,45968,0.035
14,3,1,16,135200,0.041
14,3,1,32,443456,0.042
14,3,1,64,1579136,0.058
14,3,1,128,5927168,0.09
14,3,1,256,22929920,0.114
14,3,1,512,90162176,0.175
14,3,1,1024,357533696,0.29
14,3,2,3,3528,0.117
14,3,2,6,8820,0.198
14,3,2,8,13328,0.218
14,3,2,16,39200,0.368
14,3,2,32,128576,0.705
14,3,2,64,457856,1.338
14,3,2,128,1718528,2.585
14,3,2,256,6648320,5.103
14,3,2,512,26141696,10.123
14,3,2,1024,103663616,20.206
14,3,4,3,1152,0.115
14,3,4,6,2880,0.215
14,3,4,8,4352,0.204
14,3,4,16,12800,0.36
14,3,4,32,41984,0.666
14,3,4,64,149504,1.32
14,3,4,128,561152,2.614
14,3,4,256,2170880,5.187
14,3,4,512,8536064,10.114
14,3,4,1024,33849344,20.641
14,5,1,3,24192,0.103
14,5,1,6,53568,0.178
14,5,1,8,76032,0.219
14,5,1,16,188928,0.423
14,5,1,32,525312,0.836
14,5,1,64,1640448,1.613
14,5,1,128,5640192,3.177
14,5,1,256,20717568,6.367
14,5,1,512,79183872,12.706
14,5,1,1024,309362688,25.638
14,5,2,3,7098,0.103
14,5,2,6,15717,0.157
14,5,2,8,22308,0.222
14,5,2,16,55432,0.376
14,5,2,32,154128,0.732
14,5,2,64,481312,1.436
14,5,2,128,1654848,2.789
14,5,2,256,6078592,5.682
14,5,2,512,23232768,11.867
14,5,2,1024,90767872,22.681
14,5,4,3,2362.5,0.105
14,5,4,6,5231.25,0.207
14,5,4,8,7425,0.232
14,5,4,16,18450,0.404
14,5,4,32,51300,0.717
14,5,4,64,160200,1.366
14,5,4,128,550800,2.738
14,5,4,256,2023200,5.227
14,5,4,512,7732800,10.474
14,5,4,1024,30211200,20.591
14,7,1,3,37752,0.147
14,7,1,6,79860,0.245
14,7,1,8,110352,0.3
14,7,1,16,251680,0.472
14,7,1,32,627264,0.889
14,7,1,64,1750144,1.79
14,7,1,128,5482752,3.504
14,7,1,256,18895360,6.995
14,7,1,512,69510144,14.091
14,7,1,1024,265897984,27.758
14,7,2,3,11232,0.118
14,7,2,6,23760,0.217
14,7,2,8,32832,0.208
14,7,2,16,74880,0.436
14,7,2,32,186624,0.798
14,7,2,64,520704,1.599
14,7,2,128,1631232,3.12
14,7,2,256,5621760,6.184
14,7,2,512,20680704,12.761
14,7,2,1024,79110144,24.686
14,7,4,3,3822,0.106
14,7,4,6,8085,0.178
14,7,4,8,11172,0.21
14,7,4,16,25480,0.37
14,7,4,32,63504,0.691
14,7,4,64,177184,1.442
14,7,4,128,555072,2.708
14,7,4,256,1912960,5.427
14,7,4,512,7037184,10.854
14,7,4,1024,26919424,22.356
14,9,1,3,50400,0.135
14,9,1,6,104400,0.224
14,9,1,8,142400,0.265
14,9,1,16,310400,0.589
14,9,1,32,723200,1.047
14,9,1,64,1856000,2.15
14,9,1,128,5350400,4.219
14,9,1,256,17254400,8.481
14,9,1,512,60723200,16.842
14,9,1,1024,226304000,34.011
14,9,2,3,15246,0.133
14,9,2,6,31581,0.183
14,9,2,8,43076,0.218
14,9,2,16,93896,0.467
14,9,2,32,218768,0.901
14,9,2,64,561440,1.69
14,9,2,128,1618496,3.309
14,9,2,256,5219456,6.495
14,9,2,512,18368768,12.933
14,9,2,1024,68456960,25.759
14,9,4,3,5323.5,0.099
14,9,4,6,11027.25,0.211
14,9,4,8,15041,0.248
14,9,4,16,32786,0.423
14,9,4,32,76388,0.775
14,9,4,64,196040,1.463
14,9,4,128,565136,2.878
14,9,4,256,1822496,5.674
14,9,4,512,6413888,11.325
14,9,4,1024,23903360,22.66
13,1,1,3,4056,0.02
13,1,1,6,14196,0.035
13,1,1,8,24336,0.045
13,1,1,16,91936,0.084
13,1,1,32,356928,0.161
13,1,1,64,1406080,0.316
13,1,1,128,5581056,0.626
13,1,1,256,22237696,1.266
13,1,1,512,88777728,2.544
13,1,1,1024,354764800,5.101
13,1,2,3,1176,0.019
13,1,2,6,4116,0.033
13,1,2,8,7056,0.042
13,1,2,16,26656,0.077
13,1,2,32,103488,0.149
13,1,2,64,407680,0.292
13,1,2,128,1618176,0.577
13,1,2,256,6447616,1.201
13,1,2,512,25740288,2.352
13,1,2,1024,102860800,4.696
13,1,4,3,384,0.019
13,1,4,6,1344,0.033
13,1,4,8,2304,0.042
13,1,4,16,8704,0.077
13,1,4,32,33792,0.148
13,1,4,64,133120,0.29
13,1,4,128,528384,0.575
13,1,4,256,2105344,1.148
13,1,4,512,8404992,2.281
13,1,4,1024,33587200,4.599
13,3,1,3,10368,0.035
13,3,1,6,25920,0.044
13,3,1,8,39168,0.021
13,3,1,16,115200,0.036
13,3,1,32,377856,0.035
13,3,1,64,1345536,0.061
13,3,1,128,5050368,0.076
13,3,1,256,19537920,0.11
13,3,1,512,76824576,0.158
13,3,1,1024,304644096,0.261
13,3,2,3,3042,0.106
13,3,2,6,7605,0.205
13,3,2,8,11492,0.235
13,3,2,16,33800,0.396
13,3,2,32,110864,0.712
13,3,2,64,394784,1.326
13,3,2,128,1481792,2.576
13,3,2,256,5732480,5.121
13,3,2,512,22540544,10.119
13,3,2,1024,89383424,20.251
13,3,4,3,1012.5,0.106
13,3,4,6,2531.25,0.202
13,3,4,8,3825,0.235
13,3,4,16,11250,0.387
13,3,4,32,36900,0.695
13,3,4,64,131400,1.32
13,3,4,128,493200,2.515
13,3,4,256,1908000,5.04
13,3,4,512,7502400,9.929
13,3,4,1024,29750400,19.787
13,5,1,3,20328,0.118
13,5,1,6,45012,0.212
13,5,1,8,63888,0.268
13,5,1,16,158752,0.466
13,5,1,32,441408,0.841
13,5,1,64,1378432,1.611
13,5,1,128,4739328,3.129
13,5,1,256,17408512,6.214
13,5,1,512,66536448,12.367
13,5,1,1024,259950592,24.735
13,5,2,3,6048,0.116
13,5,2,6,13392,0.204
13,5,2,8,19008,0.239
13,5,2,16,47232,0.419
13,5,2,32,131328,0.761
13,5,2,64,410112,1.487
13,5,2,128,1410048,2.808
13,5,2,256,5179392,5.57
13,5,2,512,19795968,11.094
13,5,2,1024,77340672,22.198
13,5,4,3,2058,0.114
13,5,4,6,4557,0.202
13,5,4,8,6468,0.227
13,5,4,16,16072,0.391
13,5,4,32,44688,0.731
13,5,4,64,139552,1.34
13,5,4,128,479808,2.585
13,5,4,256,1762432,5.103
13,5,4,512,6736128,10.124
13,5,4,1024,26317312,20.308
13,7,1,3,31200,0.146
13,7,1,6,66000,0.232
13,7,1,8,91200,0.282
13,7,1,16,208000,0.512
13,7,1,32,518400,0.903
13,7,1,64,1446400,1.75
13,7,1,128,4531200,3.419
13,7,1,256,15616000,6.734
13,7,1,512,57446400,13.404
13,7,1,1024,219750400,26.821
13,7,2,3,9438,0.116
13,7,2,6,19965,0.216
13,7,2,8,27588,0.279
13,7,2,16,62920,0.447
13,7,2,32,156816,0.827
13,7,2,64,437536,1.58
13,7,2,128,1370688,3.076
13,7,2,256,4723840,6.095
13,7,2,512,17377536,12.135
13,7,2,1024,66474496,24.318
13,7,4,3,3295.5,0.117
13,7,4,6,6971.25,0.199
13,7,4,8,9633,0.233
13,7,4,16,21970,0.391
13,7,4,32,54756,0.724
13,7,4,64,152776,1.393
13,7,4,128,478608,2.737
13,7,4,256,1649440,5.406
13,7,4,512,6067776,10.754
13,7,4,1024,23211136,21.501
13,9,1,3,40824,0.162
13,9,1,6,84564,0.263
13,9,1,8,115344,0.325
13,9,1,16,251424,0.579
13,9,1,32,585792,1.061
13,9,1,64,1503360,2.111
13,9,1,128,4333824,4.125
13,9,1,256,13976064,8.195
13,9,1,512,49185792,16.188
13,9,1,1024,183306240,32.29
13,9,2,3,12600,0.126
13,9,2,6,26100,0.205
13,9,2,8,35600,0.287
13,9,2,16,77600,0.482
13,9,2,32,180800,0.872
13,9,2,64,464000,1.682
13,9,2,128,1337600,3.275
13,9,2,256,4313600,6.495
13,9,2,512,15180800,12.928
13,9,2,1024,56576000,25.771
13,9,4,3,4536,0.121
13,9,4,6,9396,0.214
13,9,4,8,12816,0.245
13,9,4,16,27936,0.423
13,9,4,32,65088,0.762
13,9,4,64,167040,1.473
13,9,4,128,481536,2.887
13,9,4,256,1552896,5.66
13,9,4,512,5465088,11.258
13,9,4,1024,20367360,22.69
8,1,1,3,1536,0.021
8,1,1,6,5376,0.035
8,1,1,8,9216,0.045
8,1,1,16,34816,0.083
8,1,1,32,135168,0.159
8,1,1,64,532480,0.311
8,1,1,128,2113536,0.615
8,1,1,256,8421376,1.249
8,1,1,512,33619968,2.509
8,1,1,1024,134348800,5.003
8,1,2,3,486,0.02
8,1,2,6,1701,0.033
8,1,2,8,2916,0.042
8,1,2,16,11016,0.077
8,1,2,32,42768,0.148
8,1,2,64,168480,0.295
8,1,2,128,668736,0.574
8,1,2,256,2664576,1.145
8,1,2,512,10637568,2.283
8,1,2,1024,42508800,4.623
8,1,4,3,181.5,0.019
8,1,4,6,635.25,0.033
8,1,4,8,1089,0.041
8,1,4,16,4114,0.077
8,1,4,32,15972,0.148
8,1,4,64,62920,0.291
8,1,4,128,249744,0.57
8,1,4,256,995104,1.15
8,1,4,512,3972672,2.296
8,1,4,1024,15875200,4.576
8,3,1,3,3528,0.038
8,3,1,6,8820,0.033
8,3,1,8,13328,0.038
8,3,1,16,39200,0.037
8,3,1,32,128576,0.035
8,3,1,64,457856,0.04
8,3,1,128,1718528,0.045
8,3,1,256,6648320,0.075
8,3,1,512,26141696,0.102
8,3,1,1024,103663616,0.146
8,3,2,3,1152,0.113
8,3,2,6,2880,0.211
8,3,2,8,4352,0.238
8,3,2,16,12800,0.39
8,3,2,32,41984,0.688
8,3,2,64,149504,1.325
8,3,2,128,561152,2.527
8,3,2,256,2170880,5.281
8,3,2,512,8536064,10.397
8,3,2,1024,33849344,20.428
8,3,4,3,450,0.082
8,3,4,6,1125,0.168
8,3,4,8,1700,0.228
8,3,4,16,5000,0.358
8,3,4,32,16400,0.668
8,3,4,64,58400,1.266
8,3,4,128,219200,2.5
8,3,4,256,848000,5.035
8,3,4,512,3334400,10.027
8,3,4,1024,13222400,20.096
8,5,1,3,6048,0.118
8,5,1,6,13392,0.214
8,5,1,8,19008,0.237
8,5,1,16,47232,0.435
8,5,1,32,131328,0.775
8,5,1,64,410112,1.49
8,5,1,128,1410048,2.956
8,5,1,256,5179392,6.004
8,5,1,512,19795968,11.459
8,5,1,1024,77340672,23.135
8,5,2,3,2058,0.089
8,5,2,6,4557,0.16
8,5,2,8,6468,0.22
8,5,2,16,16072,0.366
8,5,2,32,44688,0.725
8,5,2,64,139552,1.364
8,5,2,128,479808,2.927
8,5,2,256,1762432,5.436
8,5,2,512,6736128,10.404
8,5,2,1024,26317312,21.271
8,5,4,3,850.5,0.108
8,5,4,6,1883.25,0.154
8,5,4,8,2673,0.198
8,5,4,16,6642,0.364
8,5,4,32,18468,0.641
8,5,4,64,57672,1.308
8,5,4,128,198288,2.692
8,5,4,256,728352,5.054
8,5,4,512,2783808,10.015
8,5,4,1024,10876032,20.701
8,7,1,3,7800,0.114
8,7,1,6,16500,0.176
8,7,1,8,22800,0.237
8,7,1,16,52000,0.416
8,7,1,32,129600,0.802
8,7,1,64,361600,1.594
8,7,1,128,1132800,3.078
8,7,1,256,3904000,6.247
8,7,1,512,14361600,12.557
8,7,1,1024,54937600,25.28
8,7,2,3,2808,0.098
8,7,2,6,5940,0.152
8,7,2,8,8208,0.217
8,7,2,16,18720,0.378
8,7,2,32,46656,0.72
8,7,2,64,130176,1.438
8,7,2,128,407808,2.797
8,7,2,256,1405440,5.572
8,7,2,512,5170176,10.962
8,7,2,1024,19777536,21.879
8,7,4,3,1248,0.081
8,7,4,6,2640,0.193
8,7,4,8,3648,0.242
8,7,4,16,8320,0.408
8,7,4,32,20736,0.719
8,7,4,64,57856,1.375
8,7,4,128,181248,2.586
8,7,4,256,624640,5.198
8,7,4,512,2297856,10.326
8,7,4,1024,8790016,20.553
7,1,1,3,1176,0.021
7,1,1,6,4116,0.035
7,1,1,8,7056,0.045
7,1,1,16,26656,0.083
7,1,1,32,103488,0.16
7,1,1,64,407680,0.314
7,1,1,128,1618176,0.621
7,1,1,256,6447616,1.243
7,1,1,512,25740288,2.494
7,1,1,1024,102860800,5.236
7,1,2,3,384,0.019
7,1,2,6,1344,0.033
7,1,2,8,2304,0.042
7,1,2,16,8704,0.079
7,1,2,32,33792,0.148
7,1,2,64,133120,0.291
7,1,2,128,528384,0.577
7,1,2,256,2105344,1.153
7,1,2,512,8404992,2.283
7,1,2,1024,33587200,4.613
7,1,4,3,150,0.019
7,1,4,6,525,0.033
7,1,4,8,900,0.042
7,1,4,16,3400,0.08
7,1,4,32,13200,0.149
7,1,4,64,52000,0.291
7,1,4,128,206400,0.579
7,1,4,256,822400,1.165
7,1,4,512,3283200,2.32
7,1,4,1024,13120000,4.615
7,3,1,3,2592,0.038
7,3,1,6,6480,0.032
7,3,1,8,9792,0.034
7,3,1,16,28800,0.035
7,3,1,32,94464,0.041
7,3,1,64,336384,0.037
7,3,1,128,1262592,0.048
7,3,1,256,4884480,0.077
7,3,1,512,19206144,0.099
7,3,1,1024,76161024,0.136
7,3,2,3,882,0.087
7,3,2,6,2205,0.2
7,3,2,8,3332,0.227
7,3,2,16,9800,0.399
7,3,2,32,32144,0.695
7,3,2,64,114464,1.326
7,3,2,128,429632,2.574
7,3,2,256,1662080,5.08
7,3,2,512,6535424,10.244
7,3,2,1024,25915904,20.339
7,3,4,3,364.5,0.119
7,3,4,6,911.25,0.181
7,3,4,8,1377,0.187
7,3,4,16,4050,0.382
7,3,4,32,13284,0.728
7,3,4,64,47304,1.327
7,3,4,128,177552,2.511
7,3,4,256,686880,5.141
7,3,4,512,2700864,10.155
7,3,4,1024,10710144,20.305
7,5,1,3,4200,0.099
7,5,1,6,9300,0.193
7,5,1,8,13200,0.222
7,5,1,16,32800,0.421
7,5,1,32,91200,0.756
7,5,1,64,284800,1.472
7,5,1,128,979200,2.829
7,5,1,256,3596800,5.953
7,5,1,512,13747200,11.557
7,5,1,1024,53708800,22.866
7,5,2,3,1512,0.083
7,5,2,6,3348,0.165
7,5,2,8,4752,0.206
7,5,2,16,11808,0.377
7,5,2,32,32832,0.7
7,5,2,64,102528,1.358
7,5,2,128,352512,2.596
7,5,2,256,1294848,5.13
7,5,2,512,4948992,10.135
7,5,2,1024,19335168,20.784
7,5,4,3,672,0.074
7,5,4,6,1488,0.153
7,5,4,8,2112,0.178
7,5,4,16,5248,0.36
7,5,4,32,14592,0.685
7,5,4,64,45568,1.305
7,5,4,128,156672,2.592
7,5,4,256,575488,5.061
7,5,4,512,2199552,10.141
7,5,4,1024,8593408,20.591
7,7,1,3,4992,0.118
7,7,1,6,10560,0.173
7,7,1,8,14592,0.227
7,7,1,16,33280,0.405
7,7,1,32,82944,0.801
7,7,1,64,231424,1.555
7,7,1,128,724992,3.018
7,7,1,256,2498560,6.112
7,7,1,512,9191424,12.28
7,7,1,1024,35160064,24.935
7,7,2,3,1950,0.103
7,7,2,6,4125,0.158
7,7,2,8,5700,0.235
7,7,2,16,13000,0.346
7,7,2,32,32400,0.727
7,7,2,64,90400,1.352
7,7,2,128,283200,2.772
7,7,2,256,976000,5.392
7,7,2,512,3590400,10.953
7,7,2,1024,13734400,22.112
7,7,4,3,955.5,0.085
7,7,4,6,2021.25,0.155
7,7,4,8,2793,0.218
7,7,4,16,6370,0.383
7,7,4,32,15876,0.689
7,7,4,64,44296,1.315
7,7,4,128,138768,2.608
7,7,4,256,478240,5.26
7,7,4,512,1759296,10.351
7,7,4,1024,6729856,20.652
1,1,1,3,24,0.02
1,1,1,6,84,0.034
1,1,1,8,144,0.043
1,1,1,16,544,0.081
1,1,1,32,2112,0.156
1,1,1,64,8320,0.306
1,1,1,128,33024,0.604
1,1,1,256,131584,1.229
1,1,1,512,525312,2.463
1,1,1,1024,2099200,4.926
