HW,kernel,stride,Cin,latency
28,7,1,353,6.737
28,7,1,403,7.902
28,7,1,453,8.579
28,7,1,503,9.587
28,7,1,553,10.446
28,7,1,603,11.43
28,7,1,653,12.271
28,7,1,703,13.306
28,7,1,753,14.166
28,7,1,803,15.25
28,7,1,853,15.895
28,7,1,903,17.022
28,7,1,953,17.449
28,7,1,1003,18.508
28,7,2,3,0.072
28,7,2,53,0.358
28,7,2,103,0.669
28,7,2,153,0.865
28,7,2,203,1.066
28,7,2,253,1.329
28,7,2,303,1.499
28,7,2,353,1.833
28,7,2,403,2.088
28,7,2,453,2.259
28,7,2,503,2.609
28,7,2,553,2.732
28,7,2,603,3.044
28,7,2,653,3.315
28,7,2,703,3.444
28,7,2,753,3.741
28,7,2,803,3.953
28,7,2,853,4.215
28,7,2,903,4.488
28,7,2,953,4.582
28,7,2,1003,4.982
28,7,4,3,0.05
28,7,4,53,0.127
28,7,4,103,0.216
28,7,4,153,0.269
28,7,4,203,0.375
28,7,4,253,0.496
28,7,4,303,0.488
28,7,4,353,0.606
28,7,4,403,0.646
28,7,4,453,0.715
28,7,4,503,0.866
28,7,4,553,0.934
28,7,4,603,0.982
28,7,4,653,1.064
28,7,4,703,1.176
28,7,4,753,1.149
28,7,4,803,1.218
28,7,4,853,1.263
28,7,4,903,1.417
28,7,4,953,1.436
28,7,4,1003,1.49
28,9,1,3,0.176
28,9,1,53,1.818
28,9,1,103,3.453
28,9,1,153,5.141
28,9,1,203,6.834
28,9,1,253,8.426
28,9,1,303,10.117
28,9,1,353,11.681
28,9,1,403,13.322
28,9,1,453,14.891
28,9,1,503,16.501
28,9,1,553,18.173
28,9,1,603,19.52
28,9,1,653,21.444
28,9,1,703,22.918
28,9,1,753,25.119
28,9,1,803,26.595
28,9,1,853,27.552
28,9,1,903,29.088
28,9,1,953,30.854
28,9,1,1003,32.804
28,9,2,3,0.084
28,9,2,53,0.592
28,9,2,103,0.974
28,9,2,153,1.366
28,9,2,203,1.838
28,9,2,253,2.247
28,9,2,303,2.596
28,9,2,353,3.056
28,9,2,403,3.445
28,9,2,453,3.95
28,9,2,503,4.382
28,9,2,553,4.691
28,9,2,603,5.144
28,9,2,653,5.894
28,9,2,703,6.049
28,9,2,753,6.405
28,9,2,803,6.808
28,9,2,853,7.218
28,9,2,903,7.672
28,9,2,953,8.371
28,9,2,1003,8.482
28,9,4,3,0.046
28,9,4,53,0.183
28,9,4,103,0.287
28,9,4,153,0.433
28,9,4,203,0.616
28,9,4,253,0.654
28,9,4,303,0.804
28,9,4,353,0.861
28,9,4,403,1.025
28,9,4,453,1.182
28,9,4,503,1.28
28,9,4,553,1.405
28,9,4,603,1.567
28,9,4,653,1.564
28,9,4,703,1.776
28,9,4,753,1.834
28,9,4,803,1.943
28,9,4,853,1.936
28,9,4,903,2.16
28,9,4,953,2.281
28,9,4,1003,2.33
27,1,1,3,0.047
27,1,1,53,0.107
27,1,1,103,0.16
27,1,1,153,0.219
27,1,1,203,0.281
27,1,1,253,0.359
27,1,1,303,0.372
27,1,1,353,0.439
27,1,1,403,0.457
27,1,1,453,0.503
27,1,1,503,0.573
27,1,1,553,0.677
27,1,1,603,0.735
27,1,1,653,0.804
27,1,1,703,0.848
27,1,1,753,0.901
27,1,1,803,0.974
27,1,1,853,1.026
27,1,1,903,1.088
27,1,1,953,1.132
27,1,1,1003,1.211
27,1,2,3,0.034
27,1,2,53,0.088
27,1,2,103,0.079
27,1,2,153,0.156
27,1,2,203,0.149
27,1,2,253,0.156
27,1,2,303,0.176
27,1,2,353,0.542
27,1,2,403,0.283
27,1,2,453,0.323
27,1,2,503,0.258
27,1,2,553,0.312
27,1,2,603,0.241
27,1,2,653,0.339
27,1,2,703,0.349
27,1,2,753,0.291
27,1,2,803,0.454
27,1,2,853,0.38
27,1,2,903,0.403
27,1,2,953,0.362
27,1,2,1003,0.385
27,1,4,3,0.041
27,1,4,53,0.041
27,1,4,103,0.09
27,1,4,153,0.079
27,1,4,203,0.151
27,1,4,253,0.144
27,1,4,303,0.165
27,1,4,353,0.197
27,1,4,403,0.154
27,1,4,453,0.197
27,1,4,503,0.173
27,1,4,553,0.294
27,1,4,603,0.255
27,1,4,653,0.293
27,1,4,703,0.29
27,1,4,753,0.381
27,1,4,803,0.251
27,1,4,853,0.231
27,1,4,903,0.378
27,1,4,953,0.288
27,1,4,1003,0.263
27,3,1,3,0.044
27,3,1,53,0.223
27,3,1,103,0.338
27,3,1,153,0.455
27,3,1,203,0.663
27,3,1,253,0.853
27,3,1,303,0.871
27,3,1,353,1.062
27,3,1,403,1.148
27,3,1,453,1.262
27,3,1,503,1.445
27,3,1,553,1.757
27,3,1,603,1.735
27,3,1,653,1.936
27,3,1,703,2.033
27,3,1,753,2.23
27,3,1,803,2.311
27,3,1,853,2.461
27,3,1,903,2.604
27,3,1,953,2.785
27,3,1,1003,2.907
27,3,2,3,0.043
27,3,2,53,0.153
27,3,2,103,0.182
27,3,2,153,0.194
27,3,2,203,0.219
27,3,2,253,0.3
27,3,2,303,0.307
27,3,2,353,0.397
27,3,2,403,0.441
27,3,2,453,0.462
27,3,2,503,0.546
27,3,2,553,0.514
27,3,2,603,0.531
27,3,2,653,0.516
27,3,2,703,0.69
27,3,2,753,0.622
27,3,2,803,0.703
27,3,2,853,0.897
27,3,2,903,0.711
27,3,2,953,0.817
27,3,2,1003,0.861
27,3,4,3,0.041
27,3,4,53,0.064
27,3,4,103,0.086
27,3,4,153,0.11
27,3,4,203,0.162
27,3,4,253,0.203
27,3,4,303,0.188
27,3,4,353,0.192
27,3,4,403,0.233
27,3,4,453,0.24
27,3,4,503,0.251
27,3,4,553,0.375
27,3,4,603,0.371
27,3,4,653,0.374
27,3,4,703,0.375
27,3,4,753,0.304
27,3,4,803,0.378
27,3,4,853,0.384
27,3,4,903,0.428
27,3,4,953,0.393
27,3,4,1003,0.515
27,5,1,3,0.068
27,5,1,53,0.529
27,5,1,103,0.969
27,5,1,153,1.367
27,5,1,203,1.852
27,5,1,253,2.24
27,5,1,303,2.688
27,5,1,353,3.077
27,5,1,403,3.57
27,5,1,453,3.909
27,5,1,503,4.347
27,5,1,553,4.919
27,5,1,603,5.244
27,5,1,653,5.712
27,5,1,703,6.147
27,5,1,753,6.555
27,5,1,803,6.95
27,5,1,853,7.413
27,5,1,903,7.892
27,5,1,953,8.391
27,5,1,1003,8.726
27,5,2,3,0.047
27,5,2,53,0.233
27,5,2,103,0.386
27,5,2,153,0.449
27,5,2,203,0.543
27,5,2,253,0.652
27,5,2,303,0.861
27,5,2,353,0.926
27,5,2,403,1.176
27,5,2,453,1.196
27,5,2,503,1.251
27,5,2,553,1.378
27,5,2,603,1.544
27,5,2,653,1.637
27,5,2,703,1.736
27,5,2,753,1.832
27,5,2,803,1.964
27,5,2,853,2.012
27,5,2,903,2.181
27,5,2,953,2.379
27,5,2,1003,2.417
27,5,4,3,0.05
27,5,4,53,0.086
27,5,4,103,0.143
27,5,4,153,0.186
27,5,4,203,0.229
27,5,4,253,0.311
27,5,4,303,0.286
27,5,4,353,0.372
27,5,4,403,0.382
27,5,4,453,0.402
27,5,4,503,0.507
27,5,4,553,0.54
27,5,4,603,0.583
27,5,4,653,0.569
27,5,4,703,0.625
27,5,4,753,0.689
27,5,4,803,0.717
27,5,4,853,0.693
27,5,4,903,0.71
27,5,4,953,0.798
27,5,4,1003,0.845
27,7,1,3,0.122
27,7,1,53,0.997
27,7,1,103,1.849
27,7,1,153,2.672
27,7,1,203,3.647
27,7,1,253,4.672
27,7,1,303,5.361
27,7,1,353,6.243
27,7,1,403,7.18
27,7,1,453,7.942
27,7,1,503,8.765
27,7,1,553,9.657
27,7,1,603,10.699
27,7,1,653,11.405
27,7,1,703,12.313
27,7,1,753,13.294
27,7,1,803,14.077
27,7,1,853,14.976
27,7,1,903,15.85
27,7,1,953,16.306
27,7,1,1003,16.993
27,7,2,3,0.049
27,7,2,53,0.35
27,7,2,103,0.576
27,7,2,153,0.784
27,7,2,203,1.054
27,7,2,253,1.247
27,7,2,303,1.401
27,7,2,353,1.878
27,7,2,403,1.939
27,7,2,453,2.108
27,7,2,503,2.403
27,7,2,553,2.592
27,7,2,603,2.898
27,7,2,653,2.97
27,7,2,703,3.304
27,7,2,753,3.505
27,7,2,803,3.71
27,7,2,853,3.923
27,7,2,903,4.141
27,7,2,953,4.478
27,7,2,1003,4.68
27,7,4,3,0.046
27,7,4,53,0.123
27,7,4,103,0.201
27,7,4,153,0.278
27,7,4,203,0.389
27,7,4,253,0.455
27,7,4,303,0.534
27,7,4,353,0.55
27,7,4,403,0.646
27,7,4,453,0.663
27,7,4,503,0.787
27,7,4,553,0.855
27,7,4,603,0.936
27,7,4,653,1.005
27,7,4,703,1.043
27,7,4,753,1.139
27,7,4,803,1.171
27,7,4,853,1.233
27,7,4,903,1.294
27,7,4,953,1.438
27,7,4,1003,1.474
27,9,1,3,0.151
27,9,1,53,1.716
27,9,1,103,3.225
27,9,1,153,4.7
27,9,1,203,6.346
27,9,1,253,7.83
27,9,1,303,9.402
27,9,1,353,10.89
27,9,1,403,12.322
27,9,1,453,13.776
27,9,1,503,15.091
27,9,1,553,16.903
27,9,1,603,17.977
27,9,1,653,19.966
27,9,1,703,20.707
27,9,1,753,22.57
27,9,1,803,24.146
27,9,1,853,25.532
27,9,1,903,26.612
27,9,1,953,28.475
27,9,1,1003,30.122
27,9,2,3,0.074
27,9,2,53,0.536
27,9,2,103,0.926
27,9,2,153,1.309
27,9,2,203,1.748
27,9,2,253,2.079
27,9,2,303,2.5
27,9,2,353,2.868
27,9,2,403,3.294
27,9,2,453,3.755
27,9,2,503,4.203
27,9,2,553,4.558
27,9,2,603,4.879
27,9,2,653,5.404
27,9,2,703,5.999
27,9,2,753,6.155
27,9,2,803,6.689
27,9,2,853,7.026
27,9,2,903,7.361
27,9,2,953,7.708
27,9,2,1003,8.152
27,9,4,3,0.059
27,9,4,53,0.177
27,9,4,103,0.291
27,9,4,153,0.397
27,9,4,203,0.549
27,9,4,253,0.657
27,9,4,303,0.818
27,9,4,353,0.818
27,9,4,403,0.95
27,9,4,453,1.091
27,9,4,503,1.189
27,9,4,553,1.363
27,9,4,603,1.438
27,9,4,653,1.575
27,9,4,703,1.631
27,9,4,753,1.736
27,9,4,803,1.947
27,9,4,853,1.894
27,9,4,903,2.063
27,9,4,953,2.209
27,9,4,1003,2.245
14,1,1,3,0.041
14,1,1,53,0.06
14,1,1,103,0.098
14,1,1,153,0.105
14,1,1,203,0.133
14,1,1,253,0.137
14,1,1,303,0.14
14,1,1,353,0.177
14,1,1,403,0.208
14,1,1,453,0.182
14,1,1,503,0.214
14,1,1,553,0.21
14,1,1,603,0.244
14,1,1,653,0.293
14,1,1,703,0.323
14,1,1,753,0.305
14,1,1,803,0.305
14,1,1,853,0.349
14,1,1,903,0.318
14,1,1,953,0.348
14,1,1,1003,0.333
14,1,2,3,0.036
14,1,2,53,0.032
14,1,2,103,0.053
14,1,2,153,0.062
14,1,2,203,0.099
14,1,2,253,0.122
14,1,2,303,0.13
14,1,2,353,0.108
14,1,2,403,0.135
14,1,2,453,0.112
14,1,2,503,0.108
14,1,2,553,0.142
14,1,2,603,0.153
14,1,2,653,0.183
14,1,2,703,0.148
14,1,2,753,0.183
14,1,2,803,0.145
14,1,2,853,0.141
14,1,2,903,0.201
14,1,2,953,0.152
14,1,2,1003,0.173
14,1,4,3,0.036
14,1,4,53,0.025
14,1,4,103,0.044
14,1,4,153,0.046
14,1,4,203,0.043
14,1,4,253,0.05
14,1,4,303,0.089
14,1,4,353,0.069
14,1,4,403,0.078
14,1,4,453,0.07
14,1,4,503,0.08
14,1,4,553,0.142
14,1,4,603,0.111
14,1,4,653,0.114
14,1,4,703,0.127
14,1,4,753,0.144
14,1,4,803,0.154
14,1,4,853,0.131
14,1,4,903,0.17
14,1,4,953,0.126
14,1,4,1003,0.118
14,3,1,3,0.048
14,3,1,53,0.081
14,3,1,103,0.133
14,3,1,153,0.173
14,3,1,203,0.228
14,3,1,253,0.239
14,3,1,303,0.315
14,3,1,353,0.31
14,3,1,403,0.36
14,3,1,453,0.378
14,3,1,503,0.446
14,3,1,553,0.435
14,3,1,603,0.471
14,3,1,653,0.556
14,3,1,703,0.608
14,3,1,753,0.607
14,3,1,803,0.684
14,3,1,853,0.692
14,3,1,903,0.729
14,3,1,953,0.749
14,3,1,1003,0.767
14,3,2,3,0.042
14,3,2,53,0.054
14,3,2,103,0.08
14,3,2,153,0.074
14,3,2,203,0.126
14,3,2,253,0.147
14,3,2,303,0.171
14,3,2,353,0.163
14,3,2,403,0.156
14,3,2,453,0.181
14,3,2,503,0.185
14,3,2,553,0.191
14,3,2,603,0.231
14,3,2,653,0.211
14,3,2,703,0.213
14,3,2,753,0.212
14,3,2,803,0.244
14,3,2,853,0.278
14,3,2,903,0.269
14,3,2,953,0.314
14,3,2,1003,0.274
14,3,4,3,0.042
14,3,4,53,0.053
14,3,4,103,0.036
14,3,4,153,0.07
14,3,4,203,0.063
14,3,4,253,0.066
14,3,4,303,0.095
14,3,4,353,0.095
14,3,4,403,0.103
14,3,4,453,0.148
14,3,4,503,0.107
14,3,4,553,0.128
14,3,4,603,0.209
14,3,4,653,0.15
14,3,4,703,0.215
14,3,4,753,0.204
14,3,4,803,0.179
14,3,4,853,0.178
14,3,4,903,0.177
14,3,4,953,0.195
14,3,4,1003,0.18
14,5,1,3,0.051
14,5,1,53,0.176
14,5,1,103,0.281
14,5,1,153,0.386
14,5,1,203,0.527
14,5,1,253,0.611
14,5,1,303,0.705
14,5,1,353,0.786
14,5,1,403,0.907
14,5,1,453,0.986
14,5,1,503,1.082
14,5,1,553,1.223
14,5,1,603,1.277
14,5,1,653,1.441
14,5,1,703,1.569
14,5,1,753,1.637
14,5,1,803,1.752
14,5,1,853,1.9
14,5,1,903,1.968
14,5,1,953,2.032
14,5,1,1003,2.154
14,5,2,3,0.046
14,5,2,53,0.069
14,5,2,103,0.102
14,5,2,153,0.139
14,5,2,203,0.201
14,5,2,253,0.248
14,5,2,303,0.239
14,5,2,353,0.256
14,5,2,403,0.293
14,5,2,453,0.311
14,5,2,503,0.375
14,5,2,553,0.387
14,5,2,603,0.425
14,5,2,653,0.428
14,5,2,703,0.43
14,5,2,753,0.462
14,5,2,803,0.526
14,5,2,853,0.534
14,5,2,903,0.595
14,5,2,953,0.6
14,5,2,1003,0.633
14,5,4,3,0.039
14,5,4,53,0.043
14,5,4,103,0.053
14,5,4,153,0.073
14,5,4,203,0.09
14,5,4,253,0.097
14,5,4,303,0.124
14,5,4,353,0.152
14,5,4,403,0.138
14,5,4,453,0.173
14,5,4,503,0.161
14,5,4,553,0.179
14,5,4,603,0.184
14,5,4,653,0.245
14,5,4,703,0.208
14,5,4,753,0.258
14,5,4,803,0.292
14,5,4,853,0.262
14,5,4,903,0.235
14,5,4,953,0.255
14,5,4,1003,0.299
14,7,1,3,0.058
14,7,1,53,0.299
14,7,1,103,0.492
14,7,1,153,0.717
14,7,1,203,0.903
14,7,1,253,1.125
14,7,1,303,1.288
14,7,1,353,1.49
14,7,1,403,1.699
14,7,1,453,1.869
14,7,1,503,2.119
14,7,1,553,2.326
14,7,1,603,2.513
14,7,1,653,2.773
14,7,1,703,2.964
14,7,1,753,3.292
14,7,1,803,3.328
14,7,1,853,3.582
14,7,1,903,3.98
14,7,1,953,3.929
14,7,1,1003,4.165
14,7,2,3,0.046
14,7,2,53,0.107
14,7,2,103,0.207
14,7,2,153,0.242
14,7,2,203,0.315
14,7,2,253,0.357
14,7,2,303,0.419
14,7,2,353,0.481
14,7,2,403,0.496
14,7,2,453,0.581
14,7,2,503,0.644
14,7,2,553,0.658
14,7,2,603,0.754
14,7,2,653,0.781
14,7,2,703,0.819
14,7,2,753,0.915
14,7,2,803,0.952
14,7,2,853,1.001
14,7,2,903,1.016
14,7,2,953,1.111
14,7,2,1003,1.089
14,7,4,3,0.044
14,7,4,53,0.067
14,7,4,103,0.102
14,7,4,153,0.098
14,7,4,203,0.117
14,7,4,253,0.138
14,7,4,303,0.169
14,7,4,353,0.186
14,7,4,403,0.216
14,7,4,453,0.259
14,7,4,503,0.257
14,7,4,553,0.303
14,7,4,603,0.33
14,7,4,653,0.356
14,7,4,703,0.365
14,7,4,753,0.393
14,7,4,803,0.376
14,7,4,853,0.375
14,7,4,903,0.396
14,7,4,953,0.449
14,7,4,1003,0.435
14,9,1,3,0.06
14,9,1,53,0.451
14,9,1,103,0.767
14,9,1,153,1.147
14,9,1,203,1.432
14,9,1,253,1.757
14,9,1,303,2.142
14,9,1,353,2.419
14,9,1,403,2.727
14,9,1,453,3.064
14,9,1,503,3.701
14,9,1,553,4.071
14,9,1,603,4.325
14,9,1,653,4.458
14,9,1,703,4.903
14,9,1,753,5.166
14,9,1,803,5.512
14,9,1,853,5.851
14,9,1,903,6.289
14,9,1,953,6.511
14,9,1,1003,6.849
14,9,2,3,0.049
14,9,2,53,0.148
14,9,2,103,0.29
14,9,2,153,0.36
14,9,2,203,0.45
14,9,2,253,0.516
14,9,2,303,0.648
14,9,2,353,0.689
14,9,2,403,0.877
14,9,2,453,0.875
14,9,2,503,0.938
14,9,2,553,1.063
14,9,2,603,1.178
14,9,2,653,1.257
14,9,2,703,1.326
14,9,2,753,1.339
14,9,2,803,1.558
14,9,2,853,1.599
14,9,2,903,1.6
14,9,2,953,1.721
14,9,2,1003,1.863
14,9,4,3,0.041
14,9,4,53,0.08
14,9,4,103,0.103
14,9,4,153,0.148
14,9,4,203,0.173
14,9,4,253,0.199
14,9,4,303,0.236
14,9,4,353,0.254
14,9,4,403,0.287
14,9,4,453,0.318
14,9,4,503,0.353
14,9,4,553,0.401
14,9,4,603,0.44
14,9,4,653,0.496
14,9,4,703,0.531
14,9,4,753,0.569
14,9,4,803,0.543
14,9,4,853,0.596
14,9,4,903,0.597
14,9,4,953,0.598
14,9,4,1003,0.636
13,1,1,3,0.047
13,1,1,53,0.074
13,1,1,103,0.082
13,1,1,153,0.092
13,1,1,203,0.111
13,1,1,253,0.146
13,1,1,303,0.138
13,1,1,353,0.14
13,1,1,403,0.162
13,1,1,453,0.162
13,1,1,503,0.176
13,1,1,553,0.196
13,1,1,603,0.225
13,1,1,653,0.214
13,1,1,703,0.228
13,1,1,753,0.275
13,1,1,803,0.277
13,1,1,853,0.312
13,1,1,903,0.302
13,1,1,953,0.319
13,1,1,1003,0.339
13,1,2,3,0.041
13,1,2,53,0.032
13,1,2,103,0.045
13,1,2,153,0.059
13,1,2,203,0.081
13,1,2,253,0.085
13,1,2,303,0.144
13,1,2,353,0.149
13,1,2,403,0.112
13,1,2,453,0.147
13,1,2,503,0.101
13,1,2,553,0.151
13,1,2,603,0.123
13,1,2,653,0.144
13,1,2,703,0.158
13,1,2,753,0.136
13,1,2,803,0.166
13,1,2,853,0.143
13,1,2,903,0.164
13,1,2,953,0.174
13,1,2,1003,0.179
13,1,4,3,0.044
13,1,4,53,0.024
13,1,4,103,0.031
13,1,4,153,0.045
13,1,4,203,0.043
13,1,4,253,0.051
13,1,4,303,0.069
13,1,4,353,0.061
13,1,4,403,0.087
13,1,4,453,0.092
13,1,4,503,0.088
13,1,4,553,0.125
13,1,4,603,0.083
13,1,4,653,0.116
13,1,4,703,0.137
13,1,4,753,0.141
13,1,4,803,0.132
13,1,4,853,0.147
13,1,4,903,0.13
13,1,4,953,0.118
13,1,4,1003,0.167
13,3,1,3,0.047
13,3,1,53,0.085
13,3,1,103,0.125
13,3,1,153,0.15
13,3,1,203,0.186
13,3,1,253,0.224
13,3,1,303,0.252
13,3,1,353,0.282
13,3,1,403,0.324
13,3,1,453,0.329
13,3,1,503,0.367
13,3,1,553,0.405
13,3,1,603,0.418
13,3,1,653,0.456
13,3,1,703,0.474
13,3,1,753,0.587
13,3,1,803,0.581
13,3,1,853,0.621
13,3,1,903,0.648
13,3,1,953,0.667
13,3,1,1003,0.69
13,3,2,3,0.028
13,3,2,53,0.045
13,3,2,103,0.068
13,3,2,153,0.067
13,3,2,203,0.095
13,3,2,253,0.119
13,3,2,303,0.126
13,3,2,353,0.155
13,3,2,403,0.163
13,3,2,453,0.156
13,3,2,503,0.168
13,3,2,553,0.194
13,3,2,603,0.217
13,3,2,653,0.243
13,3,2,703,0.222
13,3,2,753,0.242
13,3,2,803,0.241
13,3,2,853,0.248
13,3,2,903,0.242
13,3,2,953,0.302
13,3,2,1003,0.262
13,3,4,3,0.041
13,3,4,53,0.043
13,3,4,103,0.053
13,3,4,153,0.048
13,3,4,203,0.057
13,3,4,253,0.055
13,3,4,303,0.088
13,3,4,353,0.105
13,3,4,403,0.074
13,3,4,453,0.105
13,3,4,503,0.101
13,3,4,553,0.134
13,3,4,603,0.162
13,3,4,653,0.156
13,3,4,703,0.164
13,3,4,753,0.168
13,3,4,803,0.166
13,3,4,853,0.192
13,3,4,903,0.147
13,3,4,953,0.152
13,3,4,1003,0.195
13,5,1,3,0.054
13,5,1,53,0.167
13,5,1,103,0.264
13,5,1,153,0.345
13,5,1,203,0.439
13,5,1,253,0.521
13,5,1,303,0.61
13,5,1,353,0.691
13,5,1,403,0.782
13,5,1,453,0.865
13,5,1,503,0.926
13,5,1,553,1.023
13,5,1,603,1.123
13,5,1,653,1.328
13,5,1,703,1.257
13,5,1,753,1.413
13,5,1,803,1.582
13,5,1,853,1.596
13,5,1,903,1.68
13,5,1,953,1.781
13,5,1,1003,1.831
13,5,2,3,0.05
13,5,2,53,0.072
13,5,2,103,0.12
13,5,2,153,0.156
13,5,2,203,0.188
13,5,2,253,0.228
13,5,2,303,0.29
13,5,2,353,0.268
13,5,2,403,0.318
13,5,2,453,0.314
13,5,2,503,0.342
13,5,2,553,0.367
13,5,2,603,0.398
13,5,2,653,0.418
13,5,2,703,0.47
13,5,2,753,0.457
13,5,2,803,0.475
13,5,2,853,0.502
13,5,2,903,0.524
13,5,2,953,0.597
13,5,2,1003,0.601
13,5,4,3,0.042
13,5,4,53,0.049
13,5,4,103,0.055
13,5,4,153,0.067
13,5,4,203,0.074
13,5,4,253,0.083
13,5,4,303,0.11
13,5,4,353,0.123
13,5,4,403,0.132
13,5,4,453,0.155
13,5,4,503,0.15
13,5,4,553,0.17
13,5,4,603,0.203
13,5,4,653,0.194
13,5,4,703,0.2
13,5,4,753,0.242
13,5,4,803,0.22
13,5,4,853,0.221
13,5,4,903,0.283
13,5,4,953,0.252
13,5,4,1003,0.282
13,7,1,3,0.043
13,7,1,53,0.266
13,7,1,103,0.439
13,7,1,153,0.622
13,7,1,203,0.771
13,7,1,253,0.956
13,7,1,303,1.122
13,7,1,353,1.269
13,7,1,403,1.523
13,7,1,453,1.68
13,7,1,503,1.751
13,7,1,553,1.982
13,7,1,603,2.137
13,7,1,653,2.251
13,7,1,703,2.528
13,7,1,753,2.686
13,7,1,803,2.889
13,7,1,853,3.012
13,7,1,903,3.205
13,7,1,953,3.376
13,7,1,1003,3.549
13,7,2,3,0.052
13,7,2,53,0.108
13,7,2,103,0.156
13,7,2,153,0.209
13,7,2,203,0.269
13,7,2,253,0.335
13,7,2,303,0.38
13,7,2,353,0.439
13,7,2,403,0.462
13,7,2,453,0.545
13,7,2,503,0.551
13,7,2,553,0.609
13,7,2,603,0.671
13,7,2,653,0.657
13,7,2,703,0.754
13,7,2,753,0.807
13,7,2,803,0.846
13,7,2,853,0.851
13,7,2,903,0.933
13,7,2,953,1.008
13,7,2,1003,1.017
13,7,4,3,0.028
13,7,4,53,0.063
13,7,4,103,0.077
13,7,4,153,0.099
13,7,4,203,0.108
13,7,4,253,0.13
13,7,4,303,0.164
13,7,4,353,0.197
13,7,4,403,0.196
13,7,4,453,0.209
13,7,4,503,0.222
13,7,4,553,0.246
13,7,4,603,0.277
13,7,4,653,0.288
13,7,4,703,0.289
13,7,4,753,0.31
13,7,4,803,0.338
13,7,4,853,0.361
13,7,4,903,0.378
13,7,4,953,0.369
13,7,4,1003,0.396
13,9,1,3,0.059
13,9,1,53,0.406
13,9,1,103,0.649
13,9,1,153,0.936
13,9,1,203,1.208
13,9,1,253,1.5
13,9,1,303,1.761
13,9,1,353,2.067
13,9,1,403,2.325
13,9,1,453,2.677
13,9,1,503,2.869
13,9,1,553,3.211
13,9,1,603,3.42
13,9,1,653,3.783
13,9,1,703,3.978
13,9,1,753,4.344
13,9,1,803,4.66
13,9,1,853,4.849
13,9,1,903,5.181
13,9,1,953,5.495
13,9,1,1003,5.71
13,9,2,3,0.053
13,9,2,53,0.139
13,9,2,103,0.233
13,9,2,153,0.31
13,9,2,203,0.436
13,9,2,253,0.507
13,9,2,303,0.628
13,9,2,353,0.632
13,9,2,403,0.723
13,9,2,453,0.793
13,9,2,503,0.884
13,9,2,553,0.997
13,9,2,603,1.041
13,9,2,653,1.106
13,9,2,703,1.169
13,9,2,753,1.277
13,9,2,803,1.404
13,9,2,853,1.38
13,9,2,903,1.492
13,9,2,953,1.59
13,9,2,1003,1.64
13,9,4,3,0.046
13,9,4,53,0.071
13,9,4,103,0.103
13,9,4,153,0.136
13,9,4,203,0.166
13,9,4,253,0.191
13,9,4,303,0.23
13,9,4,353,0.256
13,9,4,403,0.279
13,9,4,453,0.295
13,9,4,503,0.325
13,9,4,553,0.355
13,9,4,603,0.394
13,9,4,653,0.496
13,9,4,703,0.505
13,9,4,753,0.532
13,9,4,803,0.601
13,9,4,853,0.509
13,9,4,903,0.545
13,9,4,953,0.585
13,9,4,1003,0.599
8,1,1,3,0.027
8,1,1,53,0.041
8,1,1,103,0.054
8,1,1,153,0.063
8,1,1,203,0.072
8,1,1,253,0.058
8,1,1,303,0.067
8,1,1,353,0.069
8,1,1,403,0.118
8,1,1,453,0.119
8,1,1,503,0.109
8,1,1,553,0.107
8,1,1,603,0.121
8,1,1,653,0.123
8,1,1,703,0.181
8,1,1,753,0.136
8,1,1,803,0.15
8,1,1,853,0.123
8,1,1,903,0.149
8,1,1,953,0.142
8,1,1,1003,0.137
8,1,2,3,0.037
8,1,2,53,0.04
8,1,2,103,0.041
8,1,2,153,0.052
8,1,2,203,0.052
8,1,2,253,0.058
8,1,2,303,0.053
8,1,2,353,0.045
8,1,2,403,0.061
8,1,2,453,0.07
8,1,2,503,0.062
8,1,2,553,0.104
8,1,2,603,0.09
8,1,2,653,0.105
8,1,2,703,0.122
8,1,2,753,0.125
8,1,2,803,0.121
8,1,2,853,0.087
8,1,2,903,0.099
8,1,2,953,0.093
8,1,2,1003,0.117
8,1,4,3,0.04
8,1,4,53,0.039
8,1,4,103,0.033
8,1,4,153,0.035
8,1,4,203,0.049
8,1,4,253,0.038
8,1,4,303,0.036
8,1,4,353,0.042
8,1,4,403,0.047
8,1,4,453,0.039
8,1,4,503,0.043
8,1,4,553,0.038
8,1,4,603,0.042
8,1,4,653,0.046
8,1,4,703,0.041
8,1,4,753,0.048
8,1,4,803,0.047
8,1,4,853,0.046
8,1,4,903,0.051
8,1,4,953,0.047
8,1,4,1003,0.054
8,3,1,3,0.027
8,3,1,53,0.055
8,3,1,103,0.077
8,3,1,153,0.1
8,3,1,203,0.138
8,3,1,253,0.104
8,3,1,303,0.144
8,3,1,353,0.158
8,3,1,403,0.164
8,3,1,453,0.178
8,3,1,503,0.179
8,3,1,553,0.199
8,3,1,603,0.205
8,3,1,653,0.215
8,3,1,703,0.219
8,3,1,753,0.266
8,3,1,803,0.251
8,3,1,853,0.26
8,3,1,903,0.259
8,3,1,953,0.264
8,3,1,1003,0.283
8,3,2,3,0.035
8,3,2,53,0.044
8,3,2,103,0.067
8,3,2,153,0.07
8,3,2,203,0.053
8,3,2,253,0.049
8,3,2,303,0.083
8,3,2,353,0.072
8,3,2,403,0.099
8,3,2,453,0.079
8,3,2,503,0.088
8,3,2,553,0.126
