in_features,out_features,FLOPs,latency
2710,7360,39883840,9.772
2710,7510,40696690,9.839
2710,7660,41509540,9.388
2710,7810,42322390,9.575
2710,7960,43135240,8.32
2710,8110,43948090,8.626
2860,10,57190,0.017
2860,160,915040,0.317
2860,310,1772890,0.341
2860,460,2630740,0.362
2860,610,3488590,0.467
2860,760,4346440,0.616
2860,910,5204290,0.668
2860,1060,6062140,0.882
2860,1210,6919990,1.559
2860,1360,7777840,1.276
2860,1510,8635690,1.197
2860,1660,9493540,2.352
2860,1810,10351390,1.733
2860,1960,11209240,2.36
2860,2110,12067090,2.416
2860,2260,12924940,3.385
2860,2410,13782790,2.604
2860,2560,14640640,3.321
2860,2710,15498490,2.456
2860,2860,16356340,3.041
2860,3010,17214190,3.054
2860,3160,18072040,3.186
2860,3310,18929890,3.365
2860,3460,19787740,3.453
2860,3610,20645590,3.973
2860,3760,21503440,4.005
2860,3910,22361290,4.246
2860,4060,23219140,4.045
2860,4210,24076990,4.089
2860,4360,24934840,4.72
2860,4510,25792690,4.136
2860,4660,26650540,4.117
2860,4810,27508390,4.593
2860,4960,28366240,4.458
2860,5110,29224090,4.698
2860,5260,30081940,5.035
2860,5410,30939790,5.13
2860,5560,31797640,5.19
2860,5710,32655490,5.384
2860,5860,33513340,5.749
2860,6010,34371190,6.116
2860,6160,35229040,5.564
2860,6310,36086890,5.761
2860,6460,36944740,5.941
2860,6610,37802590,5.948
2860,6760,38660440,6.283
2860,6910,39518290,6.376
2860,7060,40376140,6.387
2860,7210,41233990,6.569
2860,7360,42091840,7.049
2860,7510,42949690,6.898
2860,7660,43807540,7.095
2860,7810,44665390,7.325
2860,7960,45523240,7.657
2860,8110,46381090,7.572
3010,10,60190,0.017
3010,160,963040,0.322
3010,310,1865890,0.475
3010,460,2768740,0.314
3010,610,3671590,0.403
3010,760,4574440,1.553
3010,910,5477290,0.681
3010,1060,6380140,0.871
3010,1210,7282990,0.987
3010,1360,8185840,1.305
3010,1510,9088690,1.366
3010,1660,9991540,1.606
3010,1810,10894390,1.847
3010,1960,11797240,2.219
3010,2110,12700090,2.198
3010,2260,13602940,2.555
3010,2410,14505790,3.016
3010,2560,15408640,2.819
3010,2710,16311490,3.185
3010,2860,17214340,3.306
3010,3010,18117190,3.481
3010,3160,19020040,3.71
3010,3310,19922890,3.996
3010,3460,20825740,4.246
3010,3610,21728590,4.42
3010,3760,22631440,4.808
3010,3910,23534290,4.619
3010,4060,24437140,4.831
3010,4210,25339990,4.499
3010,4360,26242840,4.768
3010,4510,27145690,5.006
3010,4660,28048540,5.113
3010,4810,28951390,5.338
3010,4960,29854240,5.353
3010,5110,30757090,6.027
3010,5260,31659940,5.806
3010,5410,32562790,6.709
3010,5560,33465640,6.162
3010,5710,34368490,6.716
3010,5860,35271340,6.422
3010,6010,36174190,6.65
3010,6160,37077040,6.997
3010,6310,37979890,7.257
3010,6460,38882740,7.342
3010,6610,39785590,7.511
3010,6760,40688440,7.773
3010,6910,41591290,7.854
3010,7060,42494140,8.346
3010,7210,43396990,8.419
3010,7360,44299840,8.354
3010,7510,45202690,8.73
3010,7660,46105540,9.105
3010,7810,47008390,9.161
3010,7960,47911240,9.405
3010,8110,48814090,9.734
3160,10,63190,0.018
3160,160,1011040,0.286
3160,310,1958890,0.26
3160,460,2906740,0.371
3160,610,3854590,0.448
3160,760,4802440,0.479
3160,910,5750290,0.872
3160,1060,6698140,0.688
3160,1210,7645990,0.939
3160,1360,8593840,1.031
3160,1510,9541690,1.322
3160,1660,10489540,1.349
3160,1810,11437390,1.535
3160,1960,12385240,1.724
3160,2110,13333090,1.759
3160,2260,14280940,2.07
3160,2410,15228790,2.02
3160,2560,16176640,2.168
3160,2710,17124490,2.434
3160,2860,18072340,2.492
3160,3010,19020190,2.629
3160,3160,19968040,2.852
3160,3310,20915890,3.28
3160,3460,21863740,3.192
3160,3610,22811590,3.216
3160,3760,23759440,3.583
3160,3910,24707290,3.722
3160,4060,25655140,3.808
3160,4210,26602990,3.482
3160,4360,27550840,3.603
3160,4510,28498690,3.731
3160,4660,29446540,4.071
3160,4810,30394390,4.004
3160,4960,31342240,4.094
3160,5110,32290090,4.258
3160,5260,33237940,4.343
3160,5410,34185790,4.554
3160,5560,35133640,4.72
3160,5710,36081490,4.965
3160,5860,37029340,4.854
3160,6010,37977190,5.127
3160,6160,38925040,5.297
3160,6310,39872890,5.539
3160,6460,40820740,5.487
3160,6610,41768590,5.795
3160,6760,42716440,5.789
3160,6910,43664290,5.995
3160,7060,44612140,6.134
3160,7210,45559990,6.31
3160,7360,46507840,6.584
3160,7510,47455690,7.117
3160,7660,48403540,6.825
3160,7810,49351390,7.152
3160,7960,50299240,7.431
3160,8110,51247090,7.507
3310,10,66190,0.018
3310,160,1059040,0.251
3310,310,2051890,0.283
3310,460,3044740,0.383
3310,610,4037590,0.568
3310,760,5030440,0.575
3310,910,6023290,0.719
3310,1060,7016140,0.955
3310,1210,8008990,1.222
3310,1360,9001840,1.359
3310,1510,9994690,1.535
3310,1660,10987540,1.826
3310,1810,11980390,2.043
3310,1960,12973240,2.128
3310,2110,13966090,2.372
3310,2260,14958940,2.59
3310,2410,15951790,2.781
3310,2560,16944640,3.002
3310,2710,17937490,3.314
3310,2860,18930340,3.226
3310,3010,19923190,3.496
3310,3160,20916040,4.473
3310,3310,21908890,3.904
3310,3460,22901740,4.118
3310,3610,23894590,4.38
3310,3760,24887440,4.437
3310,3910,25880290,4.893
3310,4060,26873140,4.917
3310,4210,27865990,4.582
3310,4360,28858840,4.655
3310,4510,29851690,5.036
3310,4660,30844540,5.06
3310,4810,31837390,5.323
3310,4960,32830240,5.647
3310,5110,33823090,5.724
3310,5260,34815940,5.729
3310,5410,35808790,5.782
3310,5560,36801640,6.196
3310,5710,37794490,6.311
3310,5860,38787340,6.467
3310,6010,39780190,6.67
3310,6160,40773040,6.794
3310,6310,41765890,7.13
3310,6460,42758740,7.456
3310,6610,43751590,7.505
3310,6760,44744440,7.514
3310,6910,45737290,8.035
3310,7060,46730140,8.12
3310,7210,47722990,8.404
3310,7360,48715840,8.757
3310,7510,49708690,8.509
3310,7660,50701540,8.872
3310,7810,51694390,9.306
3310,7960,52687240,9.289
3310,8110,53680090,9.528
3460,10,69190,0.019
3460,160,1107040,0.247
3460,310,2144890,0.273
3460,460,3182740,0.354
3460,610,4220590,0.458
3460,760,5258440,0.605
3460,910,6296290,0.813
3460,1060,7334140,1.106
3460,1210,8371990,1.171
3460,1360,9409840,1.694
3460,1510,10447690,1.623
3460,1660,11485540,1.95
3460,1810,12523390,2.066
3460,1960,13561240,2.291
3460,2110,14599090,2.523
3460,2260,15636940,2.608
3460,2410,16674790,2.816
3460,2560,17712640,3.05
3460,2710,18750490,3.423
3460,2860,19788340,4.329
3460,3010,20826190,3.828
3460,3160,21864040,3.943
3460,3310,22901890,4.079
3460,3460,23939740,4.345
3460,3610,24977590,4.54
3460,3760,26015440,4.704
3460,3910,27053290,4.942
3460,4060,28091140,5.077
3460,4210,29128990,4.831
3460,4360,30166840,4.834
3460,4510,31204690,5.051
3460,4660,32242540,5.226
3460,4810,33280390,5.409
3460,4960,34318240,5.567
3460,5110,35356090,5.853
3460,5260,36393940,6.079
3460,5410,37431790,6.191
3460,5560,38469640,6.29
3460,5710,39507490,6.464
3460,5860,40545340,6.969
3460,6010,41583190,6.921
3460,6160,42621040,7.135
3460,6310,43658890,7.389
3460,6460,44696740,7.421
3460,6610,45734590,7.796
3460,6760,46772440,7.895
3460,6910,47810290,8.494
3460,7060,48848140,8.362
3460,7210,49885990,8.812
3460,7360,50923840,8.604
3460,7510,51961690,9.033
3460,7660,52999540,9.1
3460,7810,54037390,9.639
3460,7960,55075240,9.583
3460,8110,56113090,9.736
3610,10,72190,0.02
3610,160,1155040,0.218
3610,310,2237890,0.296
3610,460,3320740,0.385
3610,610,4403590,0.481
3610,760,5486440,0.6
3610,910,6569290,0.829
3610,1060,7652140,0.969
3610,1210,8734990,1.231
3610,1360,9817840,1.659
3610,1510,10900690,1.692
3610,1660,11983540,1.895
3610,1810,13066390,3.619
3610,1960,14149240,2.922
3610,2110,15232090,4.085
3610,2260,16314940,2.885
3610,2410,17397790,4.354
3610,2560,18480640,3.962
3610,2710,19563490,4.792
3610,2860,20646340,4.297
3610,3010,21729190,4.824
3610,3160,22812040,4.6
3610,3310,23894890,4.124
3610,3460,24977740,4.33
3610,3610,26060590,5.138
3610,3760,27143440,6.251
3610,3910,28226290,6.142
3610,4060,29309140,6.842
3610,4210,30391990,5.984
3610,4360,31474840,5.39
3610,4510,32557690,5.193
3610,4660,33640540,6.37
3610,4810,34723390,7.52
3610,4960,35806240,7.084
3610,5110,36889090,7.378
3610,5260,37971940,7.388
3610,5410,39054790,7.642
3610,5560,40137640,6.928
3610,5710,41220490,7.193
3610,5860,42303340,8.838
3610,6010,43386190,7.948
3610,6160,44469040,7.925
3610,6310,45551890,9.118
3610,6460,46634740,7.87
3610,6610,47717590,10.529
3610,6760,48800440,9.126
3610,6910,49883290,10.078
3610,7060,50966140,9.385
3610,7210,52048990,9.095
3610,7360,53131840,8.905
3610,7510,54214690,9.152
3610,7660,55297540,9.967
3610,7810,56380390,11.588
3610,7960,57463240,12.418
3610,8110,58546090,12.729
3760,10,75190,0.02
3760,160,1203040,0.209
3760,310,2330890,0.523
3760,460,3458740,0.638
3760,610,4586590,0.488
3760,760,5714440,0.76
3760,910,6842290,1.199
3760,1060,7970140,0.897
3760,1210,9097990,1.233
3760,1360,10225840,1.417
3760,1510,11353690,1.817
3760,1660,12481540,1.435
3760,1810,13609390,1.685
3760,1960,14737240,1.679
3760,2110,15865090,1.963
3760,2260,16992940,1.986
3760,2410,18120790,2.289
3760,2560,19248640,2.819
3760,2710,20376490,2.67
3760,2860,21504340,3.631
3760,3010,22632190,3.165
3760,3160,23760040,3.908
3760,3310,24887890,3.338
3760,3460,26015740,3.741
3760,3610,27143590,3.5
3760,3760,28271440,3.818
3760,3910,29399290,3.937
3760,4060,30527140,4.15
3760,4210,31654990,4.735
3760,4360,32782840,3.843
3760,4510,33910690,4.684
3760,4660,35038540,5.043
3760,4810,36166390,5.63
3760,4960,37294240,5.32
3760,5110,38422090,5.423
3760,5260,39549940,5.012
3760,5410,40677790,4.66
3760,5560,41805640,4.785
3760,5710,42933490,7.761
3760,5860,44061340,4.948
3760,6010,45189190,5.362
3760,6160,46317040,5.295
3760,6310,47444890,5.397
3760,6460,48572740,5.777
3760,6610,49700590,5.851
3760,6760,50828440,5.955
3760,6910,51956290,7.213
3760,7060,53084140,8.456
3760,7210,54211990,7.155
3760,7360,55339840,7.041
3760,7510,56467690,7.151
3760,7660,57595540,7.222
3760,7810,58723390,8.936
3760,7960,59851240,9.147
3760,8110,60979090,7.939
3910,10,78190,0.021
3910,160,1251040,0.255
3910,310,2423890,0.341
3910,460,3596740,0.413
3910,610,4769590,0.621
3910,760,5942440,0.784
3910,910,7115290,0.869
3910,1060,8288140,1.147
3910,1210,9460990,1.42
3910,1360,10633840,1.66
3910,1510,11806690,2.088
3910,1660,12979540,2.353
3910,1810,14152390,2.441
3910,1960,15325240,2.888
3910,2110,16498090,2.963
3910,2260,17670940,3.569
3910,2410,18843790,3.43
3910,2560,20016640,3.555
3910,2710,21189490,3.801
3910,2860,22362340,4.295
3910,3010,23535190,4.309
3910,3160,24708040,4.575
3910,3310,25880890,4.848
3910,3460,27053740,5.203
3910,3610,28226590,5.435
3910,3760,29399440,5.506
3910,3910,30572290,5.782
3910,4060,31745140,6.114
3910,4210,32917990,5.728
3910,4360,34090840,6.24
3910,4510,35263690,6.092
3910,4660,36436540,6.255
3910,4810,37609390,6.691
3910,4960,38782240,6.691
3910,5110,39955090,6.822
3910,5260,41127940,7.247
3910,5410,42300790,7.288
3910,5560,43473640,7.765
3910,5710,44646490,7.805
3910,5860,45819340,8.168
3910,6010,46992190,8.357
3910,6160,48165040,8.539
3910,6310,49337890,8.831
3910,6460,50510740,9.571
3910,6610,51683590,9.215
3910,6760,52856440,9.639
3910,6910,54029290,10.604
3910,7060,55202140,10.294
3910,7210,56374990,10.271
3910,7360,57547840,10.635
3910,7510,58720690,11.019
3910,7660,59893540,11.259
3910,7810,61066390,11.466
3910,7960,62239240,11.574
3910,8110,63412090,11.735
4060,10,81190,0.022
4060,160,1299040,0.468
4060,310,2516890,0.454
4060,460,3734740,0.397
4060,610,4952590,0.526
4060,760,6170440,0.877
4060,910,7388290,0.871
4060,1060,8606140,1.105
4060,1210,9823990,1.516
4060,1360,11041840,1.68
4060,1510,12259690,1.937
4060,1660,13477540,2.108
4060,1810,14695390,2.48
4060,1960,15913240,2.645
4060,2110,17131090,2.678
4060,2260,18348940,2.889
4060,2410,19566790,3.15
4060,2560,20784640,3.45
4060,2710,22002490,3.658
4060,2860,23220340,3.961
4060,3010,24438190,4.284
4060,3160,25656040,4.558
4060,3310,26873890,4.586
4060,3460,28091740,5.168
4060,3610,29309590,5.336
4060,3760,30527440,5.243
4060,3910,31745290,5.58
4060,4060,32963140,6.026
4060,4210,34180990,5.222
4060,4360,35398840,5.433
4060,4510,36616690,5.762
4060,4660,37834540,5.915
4060,4810,39052390,6.083
4060,4960,40270240,6.415
4060,5110,41488090,6.591
4060,5260,42705940,6.664
4060,5410,43923790,6.882
4060,5560,45141640,7.393
4060,5710,46359490,7.468
4060,5860,47577340,7.549
4060,6010,48795190,8.932
4060,6160,50013040,8.181
4060,6310,51230890,8.483
4060,6460,52448740,8.859
4060,6610,53666590,9.407
4060,6760,54884440,9.486
4060,6910,56102290,9.445
4060,7060,57320140,9.638
4060,7210,58537990,9.793
4060,7360,59755840,10.231
4060,7510,60973690,10.409
4060,7660,62191540,10.639
4060,7810,63409390,10.899
4060,7960,64627240,11.275
4060,8110,65845090,11.461
4210,10,84190,0.022
4210,160,1347040,0.368
4210,310,2609890,0.369
4210,460,3872740,0.429
4210,610,5135590,0.592
4210,760,6398440,0.684
4210,910,7661290,1.025
4210,1060,8924140,1.359
4210,1210,10186990,1.663
4210,1360,11449840,1.869
4210,1510,12712690,2.324
4210,1660,13975540,2.509
4210,1810,15238390,2.647
4210,1960,16501240,2.905
4210,2110,17764090,3.159
4210,2260,19026940,3.436
4210,2410,20289790,3.598
4210,2560,21552640,3.911
4210,2710,22815490,4.152
4210,2860,24078340,4.48
4210,3010,25341190,4.771
4210,3160,26604040,4.91
4210,3310,27866890,5.106
4210,3460,29129740,5.525
4210,3610,30392590,5.862
4210,3760,31655440,5.937
4210,3910,32918290,6.234
4210,4060,34181140,6.603
4210,4210,35443990,6.04
4210,4360,36706840,6.31
4210,4510,37969690,7.482
4210,4660,39232540,6.695
4210,4810,40495390,6.923
4210,4960,41758240,7.53
4210,5110,43021090,7.684
4210,5260,44283940,7.927
4210,5410,45546790,8.187
4210,5560,46809640,8.379
4210,5710,48072490,8.539
4210,5860,49335340,8.716
4210,6010,50598190,8.929
4210,6160,51861040,9.344
4210,6310,53123890,9.426
4210,6460,54386740,9.853
4210,6610,55649590,10.062
4210,6760,56912440,10.353
4210,6910,58175290,10.426
4210,7060,59438140,10.915
4210,7210,60700990,11.037
4210,7360,61963840,11.402
4210,7510,63226690,13.562
4210,7660,64489540,13.146
4210,7810,65752390,11.763
4210,7960,67015240,12.185
4210,8110,68278090,12.555
4360,10,87190,0.023
4360,160,1395040,0.221
4360,310,2702890,0.33
4360,460,4010740,0.437
4360,610,5318590,0.613
4360,760,6626440,0.788
4360,910,7934290,1.078
4360,1060,9242140,1.132
4360,1210,10549990,1.459
4360,1360,11857840,1.55
4360,1510,13165690,1.895
4360,1660,14473540,1.915
4360,1810,15781390,2.123
4360,1960,17089240,3.453
4360,2110,18397090,2.422
4360,2260,19704940,2.552
4360,2410,21012790,2.83
4360,2560,22320640,3.075
4360,2710,23628490,3.292
4360,2860,24936340,3.445
4360,3010,26244190,3.582
4360,3160,27552040,3.789
4360,3310,28859890,4.021
4360,3460,30167740,4.256
4360,3610,31475590,4.623
4360,3760,32783440,4.842
4360,3910,34091290,5.081
4360,4060,35399140,5.257
4360,4210,36706990,4.653
4360,4360,38014840,4.852
4360,4510,39322690,4.977
4360,4660,40630540,5.181
4360,4810,41938390,5.331
4360,4960,43246240,5.604
4360,5110,44554090,5.805
4360,5260,45861940,8.16
4360,5410,47169790,7.082
4360,5560,48477640,6.542
4360,5710,49785490,6.514
4360,5860,51093340,6.879
4360,6010,52401190,6.993
4360,6160,53709040,7.306
4360,6310,55016890,9.494
4360,6460,56324740,9.315
4360,6610,57632590,10.229
4360,6760,58940440,8.316
4360,6910,60248290,10.312
4360,7060,61556140,12.493
4360,7210,62863990,10.317
4360,7360,64171840,9.256
4360,7510,65479690,9.261
4360,7660,66787540,9.429
4360,7810,68095390,11.009
4360,7960,69403240,12.287
4360,8110,70711090,11.926
4510,10,90190,0.023
4510,160,1443040,0.222
4510,310,2795890,0.543
4510,460,4148740,0.777
4510,610,5501590,1.087
4510,760,6854440,1.465
4510,910,8207290,2.264
4510,1060,9560140,3.408
4510,1210,10912990,3.752
4510,1360,12265840,4.071
4510,1510,13618690,4.052
4510,1660,14971540,4.245
4510,1810,16324390,5.667
4510,1960,17677240,5.039
4510,2110,19030090,5.65
4510,2260,20382940,6.492
4510,2410,21735790,14.255
4510,2560,23088640,9.432
4510,2710,24441490,9.203
4510,2860,25794340,18.878
4510,3010,27147190,10.902
4510,3160,28500040,10.616
4510,3310,29852890,13.576
4510,3460,31205740,11.942
4510,3610,32558590,10.603
4510,3760,33911440,12.654
4510,3910,35264290,13.68
4510,4060,36617140,12.009
4510,4210,37969990,10.175
4510,4360,39322840,11.115
4510,4510,40675690,10.685
4510,4660,42028540,11.503
4510,4810,43381390,12.018
4510,4960,44734240,12.464
4510,5110,46087090,14.741
4510,5260,47439940,13.553
4510,5410,48792790,12.493
4510,5560,50145640,13.285
4510,5710,51498490,13.59
4510,5860,52851340,14.14
4510,6010,54204190,14.173
4510,6160,55557040,14.818
4510,6310,56909890,14.064
4510,6460,58262740,13.263
4510,6610,59615590,12.395
4510,6760,60968440,14.414
4510,6910,62321290,14.105
4510,7060,63674140,14.767
4510,7210,65026990,14.2
4510,7360,66379840,14.6
4510,7510,67732690,14.759
4510,7660,69085540,15.95
4510,7810,70438390,16.175
4510,7960,71791240,16.084
4510,8110,73144090,16.575
4660,10,93190,0.024
4660,160,1491040,0.294
4660,310,2888890,0.388
4660,460,4286740,0.539
4660,610,5684590,0.779
4660,760,7082440,1.208
4660,910,8480290,1.293
4660,1060,9878140,1.775
4660,1210,11275990,1.998
4660,1360,12673840,2.29
4660,1510,14071690,2.871
4660,1660,15469540,2.822
4660,1810,16867390,3.165
4660,1960,18265240,3.5
4660,2110,19663090,3.802
4660,2260,21060940,3.893
4660,2410,22458790,4.365
4660,2560,23856640,4.755
4660,2710,25254490,5.417
4660,2860,26652340,5.176
4660,3010,28050190,5.049
4660,3160,29448040,5.272
4660,3310,30845890,5.68
4660,3460,32243740,6.047
4660,3610,33641590,6.579
4660,3760,35039440,6.544
4660,3910,36437290,6.839
4660,4060,37835140,7.083
4660,4210,39232990,6.458
4660,4360,40630840,6.987
4660,4510,42028690,6.935
4660,4660,43426540,7.675
4660,4810,44824390,8.098
4660,4960,46222240,8.311
4660,5110,47620090,8.567
4660,5260,49017940,8.805
4660,5410,50415790,9.145
4660,5560,51813640,9.592
4660,5710,53211490,10.151
4660,5860,54609340,9.671
4660,6010,56007190,9.829
4660,6160,57405040,10.23
4660,6310,58802890,10.423
4660,6460,60200740,10.954
4660,6610,61598590,11.123
4660,6760,62996440,11.106
4660,6910,64394290,11.239
4660,7060,65792140,12.351
4660,7210,67189990,14.741
4660,7360,68587840,12.086
4660,7510,69985690,12.563
4660,7660,71383540,13.019
4660,7810,72781390,12.829
4660,7960,74179240,12.941
4660,8110,75577090,13.851
4810,10,96190,0.025
4810,160,1539040,0.259
4810,310,2981890,0.401
4810,460,4424740,0.502
4810,610,5867590,0.758
4810,760,7310440,1.073
4810,910,8753290,1.436
4810,1060,10196140,1.963
4810,1210,11638990,2.255
4810,1360,13081840,2.54
4810,1510,14524690,3.165
4810,1660,15967540,3.228
4810,1810,17410390,3.488
4810,1960,18853240,3.846
4810,2110,20296090,4.039
4810,2260,21738940,4.366
4810,2410,23181790,4.838
4810,2560,24624640,5.13
4810,2710,26067490,5.288
4810,2860,27510340,5.576
4810,3010,28953190,5.924
4810,3160,30396040,6.913
4810,3310,31838890,6.756
4810,3460,33281740,7.07
4810,3610,34724590,7.245
4810,3760,36167440,7.677
4810,3910,37610290,8.523
4810,4060,39053140,9.019
4810,4210,40495990,7.833
4810,4360,41938840,8.423
4810,4510,43381690,8.975
4810,4660,44824540,8.665
4810,4810,46267390,8.947
4810,4960,47710240,9.153
4810,5110,49153090,9.857
4810,5260,50595940,10.005
4810,5410,52038790,10.272
4810,5560,53481640,10.548
4810,5710,54924490,10.789
4810,5860,56367340,11.628
4810,6010,57810190,12.163
4810,6160,59253040,12.211
4810,6310,60695890,12.259
4810,6460,62138740,12.942
4810,6610,63581590,12.714
4810,6760,65024440,12.735
4810,6910,66467290,13.313
4810,7060,67910140,14.28
4810,7210,69352990,14.098
4810,7360,70795840,14.535
4810,7510,72238690,14.874
4810,7660,73681540,16.081
4810,7810,75124390,15.468
4810,7960,76567240,15.44
4810,8110,78010090,17.219
4960,10,99190,0.025
4960,160,1587040,0.256
4960,310,3074890,0.351
4960,460,4562740,0.417
4960,610,6050590,0.576
4960,760,7538440,0.888
4960,910,9026290,0.861
4960,1060,10514140,1.07
4960,1210,12001990,1.28
4960,1360,13489840,1.432
4960,1510,14977690,1.777
4960,1660,16465540,1.7
4960,1810,17953390,1.861
4960,1960,19441240,2.303
4960,2110,20929090,2.194
4960,2260,22416940,2.397
4960,2410,23904790,2.646
4960,2560,25392640,2.816
4960,2710,26880490,2.864
4960,2860,28368340,3.076
4960,3010,29856190,3.337
4960,3160,31344040,3.976
4960,3310,32831890,3.799
4960,3460,34319740,4.043
4960,3610,35807590,4.197
4960,3760,37295440,4.384
4960,3910,38783290,4.609
4960,4060,40271140,4.914
4960,4210,41758990,4.489
4960,4360,43246840,4.507
4960,4510,44734690,4.615
4960,4660,46222540,4.63
4960,4810,47710390,4.777
4960,4960,49198240,5.159
4960,5110,50686090,5.189
4960,5260,52173940,5.356
4960,5410,53661790,5.734
4960,5560,55149640,5.837
4960,5710,56637490,5.993
4960,5860,58125340,6.525
4960,6010,59613190,6.485
4960,6160,61101040,6.541
4960,6310,62588890,6.842
4960,6460,64076740,6.998
4960,6610,65564590,7.226
4960,6760,67052440,7.429
4960,6910,68540290,7.702
4960,7060,70028140,7.962
4960,7210,71515990,8.158
4960,7360,73003840,8.373
4960,7510,74491690,8.546
4960,7660,75979540,8.825
4960,7810,77467390,9.853
4960,7960,78955240,10.423
4960,8110,80443090,9.533
5110,10,102190,0.026
5110,160,1635040,0.378
5110,310,3167890,0.538
5110,460,4700740,0.545
5110,610,6233590,0.784
5110,760,7766440,1.071
5110,910,9299290,1.353
5110,1060,10832140,1.712
5110,1210,12364990,2.146
5110,1360,13897840,2.19
5110,1510,15430690,2.485
5110,1660,16963540,2.937
5110,1810,18496390,3.193
5110,1960,20029240,3.429
5110,2110,21562090,3.726
5110,2260,23094940,3.913
5110,2410,24627790,4.406
5110,2560,26160640,4.824
5110,2710,27693490,4.731
5110,2860,29226340,4.907
5110,3010,30759190,5.513
5110,3160,32292040,5.69
5110,3310,33824890,6.025
5110,3460,35357740,6.872
5110,3610,36890590,7.148
5110,3760,38423440,7.382
5110,3910,39956290,7.589
5110,4060,41489140,8.201
5110,4210,43021990,7.862
5110,4360,44554840,7.956
5110,4510,46087690,8.021
5110,4660,47620540,8.03
5110,4810,49153390,8.331
5110,4960,50686240,8.357
5110,5110,52219090,8.593
5110,5260,53751940,9.261
5110,5410,55284790,9.383
5110,5560,56817640,9.684
5110,5710,58350490,9.697
5110,5860,59883340,10.499
5110,6010,61416190,10.687
5110,6160,62949040,11.612
5110,6310,64481890,12.258
5110,6460,66014740,12.485
5110,6610,67547590,12.204
5110,6760,69080440,13.194
5110,6910,70613290,12.633
5110,7060,72146140,12.76
5110,7210,73678990,12.68
5110,7360,75211840,14.311
5110,7510,76744690,13.117
5110,7660,78277540,13.684
5110,7810,79810390,14.208
5110,7960,81343240,14.71
5110,8110,82876090,15.248
5260,10,105190,0.027
5260,160,1683040,0.268
5260,310,3260890,0.499
5260,460,4838740,0.601
5260,610,6416590,1.05
5260,760,7994440,1.231
5260,910,9572290,1.626
5260,1060,11150140,2.032
5260,1210,12727990,2.249
5260,1360,14305840,2.524
5260,1510,15883690,3.219
5260,1660,17461540,3.133
5260,1810,19039390,3.636
5260,1960,20617240,3.937
5260,2110,22195090,4.057
5260,2260,23772940,4.18
5260,2410,25350790,4.782
5260,2560,26928640,5.111
5260,2710,28506490,5.242
5260,2860,30084340,5.69
5260,3010,31662190,6.24
5260,3160,33240040,6.787
5260,3310,34817890,6.943
5260,3460,36395740,7.597
5260,3610,37973590,7.711
5260,3760,39551440,8.362
5260,3910,41129290,8.39
5260,4060,42707140,8.495
5260,4210,44284990,8.3
5260,4360,45862840,8.291
5260,4510,47440690,8.375
5260,4660,49018540,8.409
5260,4810,50596390,8.756
5260,4960,52174240,8.96
5260,5110,53752090,9.813
5260,5260,55329940,10.144
5260,5410,56907790,10.032
5260,5560,58485640,10.317
5260,5710,60063490,10.952
5260,5860,61641340,11.704
5260,6010,63219190,11.846
5260,6160,64797040,11.819
5260,6310,66374890,11.786
5260,6460,67952740,12.456
5260,6610,69530590,14.191
5260,6760,71108440,13.08
5260,6910,72686290,13.64
5260,7060,74264140,13.768
5260,7210,75841990,14.4
5260,7360,77419840,13.953
5260,7510,78997690,13.968
5260,7660,80575540,14.353
5260,7810,82153390,15.482
5260,7960,83731240,15.458
5260,8110,85309090,15.734
5410,10,108190,0.027
5410,160,1731040,0.249
5410,310,3353890,0.708
5410,460,4976740,1.016
5410,610,6599590,0.833
5410,760,8222440,1.397
5410,910,9845290,2.077
5410,1060,11468140,2.415
5410,1210,13090990,2.789
5410,1360,14713840,3.195
5410,1510,16336690,3.478
5410,1660,17959540,4.078
5410,1810,19582390,4.29
5410,1960,21205240,4.609
5410,2110,22828090,4.789
5410,2260,24450940,6.135
5410,2410,26073790,5.623
5410,2560,27696640,6.241
5410,2710,29319490,6.518
5410,2860,30942340,6.872
5410,3010,32565190,7.461
5410,3160,34188040,7.786
5410,3310,35810890,8.179
5410,3460,37433740,8.709
5410,3610,39056590,9.12
5410,3760,40679440,9.548
5410,3910,42302290,9.937
5410,4060,43925140,10.392
5410,4210,45547990,10.188
5410,4360,47170840,10.439
5410,4510,48793690,10.467
5410,4660,50416540,10.739
5410,4810,52039390,11.05
5410,4960,53662240,11.281
5410,5110,55285090,12.233
5410,5260,56907940,12.321
5410,5410,58530790,12.777
5410,5560,60153640,13.143
5410,5710,61776490,14.873
5410,5860,63399340,14.498
5410,6010,65022190,14.163
5410,6160,66645040,15.133
5410,6310,68267890,15.133
5410,6460,69890740,14.239
5410,6610,71513590,14.707
5410,6760,73136440,17.609
5410,6910,74759290,16.042
5410,7060,76382140,17.043
5410,7210,78004990,17.165
5410,7360,79627840,16.9
5410,7510,81250690,17.317
5410,7660,82873540,18.119
5410,7810,84496390,18.027
5410,7960,86119240,18.528
5410,8110,87742090,19.579
5560,10,111190,0.028
5560,160,1779040,0.271
5560,310,3446890,0.446
5560,460,5114740,0.495
5560,610,6782590,0.917
5560,760,8450440,1.06
5560,910,10118290,1.295
5560,1060,11786140,1.549
5560,1210,13453990,1.771
5560,1360,15121840,1.973
5560,1510,16789690,2.29
5560,1660,18457540,2.439
5560,1810,20125390,2.677
