HW,Cin,latency
8,308,0.102
8,313,0.101
8,318,0.1
8,323,0.098
8,328,0.098
8,333,0.101
8,338,0.101
8,343,0.105
8,348,0.1
8,353,0.116
8,358,0.105
8,363,0.126
8,368,0.101
8,373,0.105
8,378,0.102
8,383,0.1
8,388,0.104
8,393,0.124
8,398,0.102
8,403,0.102
8,408,0.111
8,413,0.104
8,418,0.108
8,423,0.108
8,428,0.102
8,433,0.111
8,438,0.11
8,443,0.112
8,448,0.112
8,453,0.114
8,458,0.112
8,463,0.11
8,468,0.107
8,473,0.107
8,478,0.111
8,483,0.122
8,488,0.114
8,493,0.127
8,498,0.127
8,503,0.109
8,508,0.11
8,513,0.11
8,518,0.116
8,523,0.125
8,528,0.117
8,533,0.119
8,538,0.113
8,543,0.138
8,548,0.136
8,553,0.124
8,558,0.123
8,563,0.118
8,568,0.114
8,573,0.123
8,578,0.119
8,583,0.114
8,588,0.12
8,593,0.12
8,598,0.137
8,603,0.122
8,608,0.121
8,613,0.126
8,618,0.133
8,623,0.119
8,628,0.122
8,633,0.125
8,638,0.122
8,643,0.136
8,648,0.125
8,653,0.127
8,658,0.13
8,663,0.127
8,668,0.131
8,673,0.127
8,678,0.125
8,683,0.134
8,688,0.13
8,693,0.141
8,698,0.147
8,703,0.125
8,708,0.131
8,713,0.126
8,718,0.128
8,723,0.128
8,728,0.128
8,733,0.141
8,738,0.133
8,743,0.13
8,748,0.138
8,753,0.134
8,758,0.14
8,763,0.13
8,768,0.136
8,773,0.134
8,778,0.136
8,783,0.136
8,788,0.133
8,793,0.159
8,798,0.139
8,803,0.138
8,808,0.135
8,813,0.139
8,818,0.14
8,823,0.15
8,828,0.144
8,833,0.14
8,838,0.153
8,843,0.145
8,848,0.139
8,853,0.154
8,858,0.145
8,863,0.139
8,868,0.145
8,873,0.151
8,878,0.141
8,883,0.143
8,888,0.144
8,893,0.143
8,898,0.163
8,903,0.147
8,908,0.154
8,913,0.156
8,918,0.149
8,923,0.163
8,928,0.143
8,933,0.147
8,938,0.155
8,943,0.155
8,948,0.149
8,953,0.144
8,958,0.144
8,963,0.147
8,968,0.151
8,973,0.154
8,978,0.152
8,983,0.153
8,988,0.169
8,993,0.161
8,998,0.152
8,1003,0.151
8,1008,0.149
8,1013,0.155
8,1018,0.155
8,1023,0.147
7,3,0.095
7,8,0.082
7,13,0.081
7,18,0.088
7,23,0.077
7,28,0.083
7,33,0.081
7,38,0.088
7,43,0.089
7,48,0.082
7,53,0.092
7,58,0.082
7,63,0.083
7,68,0.091
7,73,0.091
7,78,0.088
7,83,0.093
7,88,0.094
7,93,0.089
7,98,0.131
7,103,0.087
7,108,0.079
7,113,0.088
7,118,0.14
7,123,0.091
7,128,0.081
7,133,0.087
7,138,0.082
7,143,0.088
7,148,0.09
7,153,0.094
7,158,0.131
7,163,0.09
7,168,0.082
7,173,0.094
7,178,0.09
7,183,0.093
7,188,0.101
7,193,0.09
7,198,0.104
7,203,0.088
7,208,0.085
7,213,0.124
7,218,0.09
7,223,0.083
7,228,0.083
7,233,0.114
7,238,0.094
7,243,0.106
7,248,0.097
7,253,0.086
7,258,0.093
7,263,0.086
7,268,0.094
7,273,0.089
7,278,0.097
7,283,0.099
7,288,0.099
7,293,0.092
7,298,0.092
7,303,0.111
7,308,0.091
7,313,0.1
7,318,0.098
7,323,0.104
7,328,0.098
7,333,0.095
7,338,0.098
7,343,0.118
7,348,0.099
7,353,0.101
7,358,0.108
7,363,0.103
7,368,0.098
7,373,0.127
7,378,0.1
7,383,0.098
7,388,0.107
7,393,0.107
7,398,0.122
7,403,0.102
7,408,0.102
7,413,0.101
7,418,0.131
7,423,0.111
7,428,0.112
7,433,0.118
7,438,0.107
7,443,0.107
7,448,0.104
7,453,0.107
7,458,0.109
7,463,0.106
7,468,0.109
7,473,0.131
7,478,0.104
7,483,0.108
7,488,0.108
7,493,0.113
7,498,0.109
7,503,0.111
7,508,0.139
7,513,0.119
7,518,0.107
7,523,0.11
7,528,0.112
7,533,0.115
7,538,0.115
7,543,0.118
7,548,0.125
7,553,0.141
7,558,0.111
7,563,0.112
7,568,0.119
7,573,0.112
7,578,0.115
7,583,0.119
7,588,0.119
7,593,0.119
7,598,0.113
7,603,0.13
7,608,0.113
7,613,0.117
7,618,0.142
7,623,0.116
7,628,0.125
7,633,0.123
7,638,0.127
7,643,0.131
7,648,0.13
7,653,0.125
7,658,0.132
7,663,0.122
7,668,0.132
7,673,0.132
7,678,0.127
7,683,0.148
7,688,0.132
7,693,0.137
7,698,0.124
7,703,0.137
7,708,0.128
7,713,0.124
7,718,0.129
7,723,0.127
7,728,0.13
7,733,0.144
7,738,0.131
7,743,0.139
7,748,0.128
7,753,0.131
7,758,0.141
7,763,0.131
7,768,0.13
7,773,0.128
7,778,0.137
7,783,0.129
7,788,0.13
7,793,0.132
7,798,0.13
7,803,0.136
7,808,0.134
7,813,0.141
7,818,0.138
7,823,0.148
7,828,0.135
7,833,0.135
7,838,0.149
7,843,0.15
7,848,0.155
7,853,0.144
7,858,0.145
7,863,0.143
7,868,0.138
7,873,0.138
7,878,0.14
7,883,0.139
7,888,0.139
7,893,0.211
7,898,0.14
7,903,0.144
7,908,0.152
7,913,0.142
7,918,0.144
7,923,0.154
7,928,0.146
7,933,0.144
7,938,0.147
7,943,0.147
7,948,0.148
7,953,0.147
7,958,0.149
7,963,0.154
7,968,0.148
7,973,0.156
7,978,0.146
7,983,0.16
7,988,0.149
7,993,0.153
7,998,0.151
7,1003,0.151
7,1008,0.175
7,1013,0.148
7,1018,0.147
7,1023,0.154
