HW,kernel,stride,Cin,Cout,FLOPs,latency
56,9,1,64,3,97542144,0.505
56,9,1,64,32,1040449536,0.529
56,9,1,64,64,2080899072,0.856
56,9,1,64,128,4161798144,1.662
56,9,1,64,256,8323596288,3.32
56,9,1,64,512,16647192576,7.059
56,9,1,64,1024,33294385152,14.686
56,9,1,128,3,195084288,0.931
56,9,1,128,32,2080899072,0.979
56,9,1,128,64,4161798144,1.613
56,9,1,128,128,8323596288,3.309
56,9,1,128,256,16647192576,6.831
56,9,1,128,512,33294385152,14.542
56,9,1,128,1024,66588770304,30.072
56,9,1,256,3,390168576,1.769
56,9,1,256,32,4161798144,1.83
56,9,1,256,64,8323596288,3.17
56,9,1,256,128,16647192576,6.778
56,9,1,256,256,33294385152,14.316
56,9,1,256,512,66588770304,30.453
56,9,1,256,1024,1.33E+11,64.466
56,9,1,512,3,780337152,3.441
56,9,1,512,32,8323596288,3.575
56,9,1,512,64,16647192576,7.24
56,9,1,512,128,33294385152,14.06
56,9,1,512,256,66588770304,30.659
56,9,1,512,512,1.33E+11,69.723
56,9,1,512,1024,2.66E+11,153.778
56,9,1,1024,3,1560674304,7.256
56,9,1,1024,32,16647192576,10.634
56,9,1,1024,64,33294385152,14.327
56,9,1,1024,128,66588770304,29.527
56,9,1,1024,256,1.33E+11,67.256
56,9,1,1024,512,2.66E+11,154.303
56,9,1,1024,1024,5.33E+11,340.234
56,9,2,3,3,1143072,0.124
56,9,2,3,32,12192768,0.115
56,9,2,3,64,24385536,0.113
56,9,2,3,128,48771072,0.158
56,9,2,3,256,97542144,0.118
56,9,2,3,512,195084288,0.223
56,9,2,3,1024,390168576,0.227
56,9,2,32,3,12192768,0.21
56,9,2,32,32,130056192,0.224
56,9,2,32,64,260112384,0.321
56,9,2,32,128,520224768,0.76
56,9,2,32,256,1040449536,1.198
56,9,2,32,512,2080899072,1.451
56,9,2,32,1024,4161798144,2.544
56,9,2,64,3,24385536,0.733
56,9,2,64,32,260112384,0.734
56,9,2,64,64,520224768,1.118
56,9,2,64,128,1040449536,1.282
56,9,2,64,256,2080899072,2.066
56,9,2,64,512,4161798144,2.603
56,9,2,64,1024,8323596288,4.768
56,9,2,128,3,48771072,0.798
56,9,2,128,32,520224768,0.832
56,9,2,128,64,1040449536,1.21
56,9,2,128,128,2080899072,1.389
56,9,2,128,256,4161798144,2.257
56,9,2,128,512,8323596288,2.371
56,9,2,128,1024,16647192576,4.134
56,9,2,256,3,97542144,1.222
56,9,2,256,32,1040449536,1.348
56,9,2,256,64,2080899072,1.725
56,9,2,256,128,4161798144,2.995
56,9,2,256,256,8323596288,4.693
56,9,2,256,512,16647192576,4.361
56,9,2,256,1024,33294385152,8.271
56,9,2,512,3,195084288,2.425
56,9,2,512,32,2080899072,2.643
56,9,2,512,64,4161798144,5.326
56,9,2,512,128,8323596288,6.729
56,9,2,512,256,16647192576,8.3
56,9,2,512,512,33294385152,8.139
56,9,2,512,1024,66588770304,17.041
56,9,2,1024,3,390168576,4.766
56,9,2,1024,32,4161798144,7.907
56,9,2,1024,64,8323596288,12.852
56,9,2,1024,128,16647192576,12.792
56,9,2,1024,256,33294385152,15.695
56,9,2,1024,512,66588770304,16.566
56,9,2,1024,1024,1.33E+11,37.235
56,9,4,3,3,285768,0.114
56,9,4,3,32,3048192,0.112
56,9,4,3,64,6096384,0.114
56,9,4,3,128,12192768,0.114
56,9,4,3,256,24385536,0.119
56,9,4,3,512,48771072,0.174
56,9,4,3,1024,97542144,0.178
56,9,4,32,3,3048192,0.21
56,9,4,32,32,32514048,0.23
56,9,4,32,64,65028096,0.248
56,9,4,32,128,130056192,0.48
56,9,4,32,256,260112384,0.681
56,9,4,32,512,520224768,1.387
56,9,4,32,1024,1040449536,1.385
56,9,4,64,3,6096384,0.787
56,9,4,64,32,65028096,0.802
56,9,4,64,64,130056192,0.849
56,9,4,64,128,260112384,0.847
56,9,4,64,256,520224768,1.233
56,9,4,64,512,1040449536,2.587
56,9,4,64,1024,2080899072,1.782
56,9,4,128,3,12192768,0.951
56,9,4,128,32,130056192,0.995
56,9,4,128,64,260112384,1.095
56,9,4,128,128,520224768,1.111
56,9,4,128,256,1040449536,1.498
56,9,4,128,512,2080899072,3.328
56,9,4,128,1024,4161798144,2.603
56,9,4,256,3,24385536,1.529
56,9,4,256,32,260112384,1.68
56,9,4,256,64,520224768,1.734
56,9,4,256,128,1040449536,2.255
56,9,4,256,256,2080899072,3.724
56,9,4,256,512,4161798144,6.217
56,9,4,256,1024,8323596288,4.022
56,9,4,512,3,48771072,2.495
56,9,4,512,32,520224768,2.728
56,9,4,512,64,1040449536,3.96
56,9,4,512,128,2080899072,4.509
56,9,4,512,256,4161798144,6.775
56,9,4,512,512,8323596288,9.052
56,9,4,512,1024,16647192576,7.293
56,9,4,1024,3,97542144,4.917
56,9,4,1024,32,1040449536,8.103
56,9,4,1024,64,2080899072,9.55
56,9,4,1024,128,4161798144,11.219
56,9,4,1024,256,8323596288,13.262
56,9,4,1024,512,16647192576,15.939
56,9,4,1024,1024,33294385152,14.752
32,1,1,3,3,18432,0.111
32,1,1,3,32,196608,0.119
32,1,1,3,64,393216,0.123
32,1,1,3,128,786432,0.157
32,1,1,3,256,1572864,0.143
32,1,1,3,512,3145728,0.12
32,1,1,3,1024,6291456,0.127
32,1,1,32,3,196608,0.156
32,1,1,32,32,2097152,0.119
32,1,1,32,64,4194304,0.119
32,1,1,32,128,8388608,0.125
32,1,1,32,256,16777216,0.129
32,1,1,32,512,33554432,0.147
32,1,1,32,1024,67108864,0.208
32,1,1,64,3,393216,0.158
32,1,1,64,32,4194304,0.127
32,1,1,64,64,8388608,0.129
32,1,1,64,128,16777216,0.126
32,1,1,64,256,33554432,0.144
32,1,1,64,512,67108864,0.175
32,1,1,64,1024,134217728,0.262
32,1,1,128,3,786432,0.16
32,1,1,128,32,8388608,0.135
32,1,1,128,64,16777216,0.141
32,1,1,128,128,33554432,0.142
32,1,1,128,256,67108864,0.18
32,1,1,128,512,134217728,0.221
32,1,1,128,1024,268435456,0.312
32,1,1,256,3,1572864,0.134
32,1,1,256,32,16777216,0.159
32,1,1,256,64,33554432,0.16
32,1,1,256,128,67108864,0.175
32,1,1,256,256,134217728,0.218
32,1,1,256,512,268435456,0.309
32,1,1,256,1024,536870912,0.451
32,1,1,512,3,3145728,0.163
32,1,1,512,32,33554432,0.22
32,1,1,512,64,67108864,0.209
32,1,1,512,128,134217728,0.223
32,1,1,512,256,268435456,0.268
32,1,1,512,512,536870912,0.391
32,1,1,512,1024,1073741824,0.652
32,1,1,1024,3,6291456,0.236
32,1,1,1024,32,67108864,0.306
32,1,1,1024,64,134217728,0.31
32,1,1,1024,128,268435456,0.315
32,1,1,1024,256,536870912,0.411
32,1,1,1024,512,1073741824,0.639
32,1,1,1024,1024,2147483648,1.118
32,1,2,3,3,4608,0.103
32,1,2,3,32,49152,0.112
32,1,2,3,64,98304,0.121
32,1,2,3,128,196608,0.121
32,1,2,3,256,393216,0.122
32,1,2,3,512,786432,0.156
32,1,2,3,1024,1572864,0.12
32,1,2,32,3,49152,0.154
32,1,2,32,32,524288,0.121
32,1,2,32,64,1048576,0.117
32,1,2,32,128,2097152,0.119
32,1,2,32,256,4194304,0.115
32,1,2,32,512,8388608,0.123
32,1,2,32,1024,16777216,0.116
32,1,2,64,3,98304,0.155
32,1,2,64,32,1048576,0.14
32,1,2,64,64,2097152,0.125
32,1,2,64,128,4194304,0.134
32,1,2,64,256,8388608,0.131
32,1,2,64,512,16777216,0.148
32,1,2,64,1024,33554432,0.137
32,1,2,128,3,196608,0.158
32,1,2,128,32,2097152,0.145
32,1,2,128,64,4194304,0.135
32,1,2,128,128,8388608,0.131
32,1,2,128,256,16777216,0.186
32,1,2,128,512,33554432,0.165
32,1,2,128,1024,67108864,0.185
32,1,2,256,3,393216,0.139
32,1,2,256,32,4194304,0.136
32,1,2,256,64,8388608,0.136
32,1,2,256,128,16777216,0.141
32,1,2,256,256,33554432,0.197
32,1,2,256,512,67108864,0.199
32,1,2,256,1024,134217728,0.227
32,1,2,512,3,786432,0.164
32,1,2,512,32,8388608,0.222
32,1,2,512,64,16777216,0.167
32,1,2,512,128,33554432,0.22
32,1,2,512,256,67108864,0.265
32,1,2,512,512,134217728,0.266
32,1,2,512,1024,268435456,0.273
32,1,2,1024,3,1572864,0.238
32,1,2,1024,32,16777216,0.306
32,1,2,1024,64,33554432,0.237
32,1,2,1024,128,67108864,0.309
32,1,2,1024,256,134217728,0.403
32,1,2,1024,512,268435456,0.4
32,1,2,1024,1024,536870912,0.409
32,1,4,3,3,1152,0.102
32,1,4,3,32,12288,0.117
32,1,4,3,64,24576,0.118
32,1,4,3,128,49152,0.117
32,1,4,3,256,98304,0.116
32,1,4,3,512,196608,0.118
32,1,4,3,1024,393216,0.139
32,1,4,32,3,12288,0.151
32,1,4,32,32,131072,0.15
32,1,4,32,64,262144,0.116
32,1,4,32,128,524288,0.118
32,1,4,32,256,1048576,0.115
32,1,4,32,512,2097152,0.117
32,1,4,32,1024,4194304,0.12
32,1,4,64,3,24576,0.152
32,1,4,64,32,262144,0.145
32,1,4,64,64,524288,0.125
32,1,4,64,128,1048576,0.125
32,1,4,64,256,2097152,0.148
32,1,4,64,512,4194304,0.123
32,1,4,64,1024,8388608,0.122
32,1,4,128,3,49152,0.164
32,1,4,128,32,524288,0.13
32,1,4,128,64,1048576,0.128
32,1,4,128,128,2097152,0.131
32,1,4,128,256,4194304,0.158
32,1,4,128,512,8388608,0.158
32,1,4,128,1024,16777216,0.185
32,1,4,256,3,98304,0.147
32,1,4,256,32,1048576,0.143
32,1,4,256,64,2097152,0.134
32,1,4,256,128,4194304,0.141
32,1,4,256,256,8388608,0.188
32,1,4,256,512,16777216,0.196
32,1,4,256,1024,33554432,0.196
32,1,4,512,3,196608,0.162
32,1,4,512,32,2097152,0.224
32,1,4,512,64,4194304,0.168
32,1,4,512,128,8388608,0.221
32,1,4,512,256,16777216,0.269
32,1,4,512,512,33554432,0.272
32,1,4,512,1024,67108864,0.278
32,1,4,1024,3,393216,0.235
32,1,4,1024,32,4194304,0.312
32,1,4,1024,64,8388608,0.241
32,1,4,1024,128,16777216,0.305
32,1,4,1024,256,33554432,0.406
32,1,4,1024,512,67108864,0.397
32,1,4,1024,1024,134217728,0.401
32,3,1,3,3,165888,0.15
32,3,1,3,32,1769472,0.121
32,3,1,3,64,3538944,0.117
32,3,1,3,128,7077888,0.122
32,3,1,3,256,14155776,0.121
32,3,1,3,512,28311552,0.141
32,3,1,3,1024,56623104,0.191
32,3,1,32,3,1769472,0.151
32,3,1,32,32,18874368,0.147
32,3,1,32,64,37748736,0.165
32,3,1,32,128,75497472,0.149
32,3,1,32,256,150994944,0.174
32,3,1,32,512,301989888,0.239
32,3,1,32,1024,603979776,0.371
32,3,1,64,3,3538944,0.152
32,3,1,64,32,37748736,0.152
32,3,1,64,64,75497472,0.157
32,3,1,64,128,150994944,0.165
32,3,1,64,256,301989888,0.219
32,3,1,64,512,603979776,0.332
32,3,1,64,1024,1207959552,0.531
32,3,1,128,3,7077888,0.191
32,3,1,128,32,75497472,0.207
32,3,1,128,64,150994944,0.199
32,3,1,128,128,301989888,0.209
32,3,1,128,256,603979776,0.314
32,3,1,128,512,1207959552,0.52
32,3,1,128,1024,2415919104,0.842
32,3,1,256,3,14155776,0.27
32,3,1,256,32,150994944,0.264
32,3,1,256,64,301989888,0.268
32,3,1,256,128,603979776,0.305
32,3,1,256,256,1207959552,0.487
32,3,1,256,512,2415919104,0.874
32,3,1,256,1024,4831838208,1.466
32,3,1,512,3,28311552,0.409
32,3,1,512,32,301989888,0.404
32,3,1,512,64,603979776,0.418
32,3,1,512,128,1207959552,0.467
32,3,1,512,256,2415919104,0.835
32,3,1,512,512,4831838208,1.57
32,3,1,512,1024,9663676416,2.658
32,3,1,1024,3,56623104,0.645
32,3,1,1024,32,603979776,0.643
32,3,1,1024,64,1207959552,0.653
32,3,1,1024,128,2415919104,0.819
32,3,1,1024,256,4831838208,1.542
32,3,1,1024,512,9663676416,2.971
32,3,1,1024,1024,19327352832,4.856
32,3,2,3,3,41472,0.146
32,3,2,3,32,442368,0.12
32,3,2,3,64,884736,0.113
32,3,2,3,128,1769472,0.117
32,3,2,3,256,3538944,0.112
32,3,2,3,512,7077888,0.115
32,3,2,3,1024,14155776,0.114
32,3,2,32,3,442368,0.118
32,3,2,32,32,4718592,0.124
32,3,2,32,64,9437184,0.184
32,3,2,32,128,18874368,0.228
32,3,2,32,256,37748736,0.19
32,3,2,32,512,75497472,0.193
32,3,2,32,1024,150994944,0.268
32,3,2,64,3,884736,0.165
32,3,2,64,32,9437184,0.173
32,3,2,64,64,18874368,0.211
32,3,2,64,128,37748736,0.22
32,3,2,64,256,75497472,0.221
32,3,2,64,512,150994944,0.233
32,3,2,64,1024,301989888,0.348
32,3,2,128,3,1769472,0.247
32,3,2,128,32,18874368,0.254
32,3,2,128,64,37748736,0.288
32,3,2,128,128,75497472,0.333
32,3,2,128,256,150994944,0.307
32,3,2,128,512,301989888,0.336
32,3,2,128,1024,603979776,0.549
32,3,2,256,3,3538944,0.411
32,3,2,256,32,37748736,0.41
32,3,2,256,64,75497472,0.445
32,3,2,256,128,150994944,0.459
32,3,2,256,256,301989888,0.471
32,3,2,256,512,603979776,0.524
32,3,2,256,1024,1207959552,0.898
32,3,2,512,3,7077888,0.718
32,3,2,512,32,75497472,0.732
32,3,2,512,64,150994944,0.743
32,3,2,512,128,301989888,0.773
32,3,2,512,256,603979776,0.802
32,3,2,512,512,1207959552,0.887
32,3,2,512,1024,2415919104,1.623
32,3,2,1024,3,14155776,1.357
32,3,2,1024,32,150994944,1.377
32,3,2,1024,64,301989888,1.347
32,3,2,1024,128,603979776,1.384
32,3,2,1024,256,1207959552,1.454
32,3,2,1024,512,2415919104,1.634
32,3,2,1024,1024,4831838208,3.081
32,3,4,3,3,10368,0.146
32,3,4,3,32,110592,0.112
32,3,4,3,64,221184,0.113
32,3,4,3,128,442368,0.112
32,3,4,3,256,884736,0.131
32,3,4,3,512,1769472,0.112
32,3,4,3,1024,3538944,0.112
32,3,4,32,3,110592,0.123
32,3,4,32,32,1179648,0.127
32,3,4,32,64,2359296,0.181
32,3,4,32,128,4718592,0.179
32,3,4,32,256,9437184,0.177
32,3,4,32,512,18874368,0.186
32,3,4,32,1024,37748736,0.197
32,3,4,64,3,221184,0.162
32,3,4,64,32,2359296,0.162
32,3,4,64,64,4718592,0.21
32,3,4,64,128,9437184,0.22
32,3,4,64,256,18874368,0.237
32,3,4,64,512,37748736,0.231
32,3,4,64,1024,75497472,0.256
32,3,4,128,3,442368,0.244
32,3,4,128,32,4718592,0.251
32,3,4,128,64,9437184,0.297
32,3,4,128,128,18874368,0.296
32,3,4,128,256,37748736,0.31
32,3,4,128,512,75497472,0.329
32,3,4,128,1024,150994944,0.374
32,3,4,256,3,884736,0.398
32,3,4,256,32,9437184,0.407
32,3,4,256,64,18874368,0.44
32,3,4,256,128,37748736,0.458
32,3,4,256,256,75497472,0.472
32,3,4,256,512,150994944,0.514
32,3,4,256,1024,301989888,0.593
32,3,4,512,3,1769472,0.713
32,3,4,512,32,18874368,0.721
32,3,4,512,64,37748736,0.747
32,3,4,512,128,75497472,0.766
32,3,4,512,256,150994944,0.798
32,3,4,512,512,301989888,0.869
32,3,4,512,1024,603979776,1.028
32,3,4,1024,3,3538944,1.341
32,3,4,1024,32,37748736,1.377
32,3,4,1024,64,75497472,1.343
32,3,4,1024,128,150994944,1.382
32,3,4,1024,256,301989888,1.447
32,3,4,1024,512,603979776,1.594
32,3,4,1024,1024,1207959552,1.919
32,5,1,3,3,460800,0.183
32,5,1,3,32,4915200,0.118
32,5,1,3,64,9830400,0.107
32,5,1,3,128,19660800,0.112
32,5,1,3,256,39321600,0.129
32,5,1,3,512,78643200,0.174
32,5,1,3,1024,157286400,0.274
32,5,1,32,3,4915200,0.191
32,5,1,32,32,52428800,0.192
32,5,1,32,64,104857600,0.26
32,5,1,32,128,209715200,0.267
32,5,1,32,256,419430400,0.375
32,5,1,32,512,838860800,0.618
32,5,1,32,1024,1677721600,1.028
32,5,1,64,3,9830400,0.306
32,5,1,64,32,104857600,0.304
32,5,1,64,64,209715200,0.352
32,5,1,64,128,419430400,0.36
32,5,1,64,256,838860800,0.591
32,5,1,64,512,1677721600,1.05
32,5,1,64,1024,3355443200,1.763
32,5,1,128,3,19660800,0.525
32,5,1,128,32,209715200,0.527
32,5,1,128,64,419430400,0.551
32,5,1,128,128,838860800,0.584
32,5,1,128,256,1677721600,1.025
32,5,1,128,512,3355443200,1.898
32,5,1,128,1024,6710886400,3.229
32,5,1,256,3,39321600,0.867
32,5,1,256,32,419430400,0.87
32,5,1,256,64,838860800,0.867
32,5,1,256,128,1677721600,0.912
32,5,1,256,256,3355443200,1.67
32,5,1,256,512,6710886400,3.428
32,5,1,256,1024,13421772800,4.095
32,5,1,512,3,78643200,0.849
32,5,1,512,32,838860800,0.953
32,5,1,512,64,1677721600,0.86
32,5,1,512,128,3355443200,0.923
32,5,1,512,256,6710886400,2.731
32,5,1,512,512,13421772800,4.8
32,5,1,512,1024,26843545600,5.836
32,5,1,1024,3,157286400,1.518
32,5,1,1024,32,1677721600,1.675
32,5,1,1024,64,3355443200,1.386
32,5,1,1024,128,6710886400,2.619
32,5,1,1024,256,13421772800,5.171
32,5,1,1024,512,26843545600,7.275
32,5,1,1024,1024,53687091200,11.737
32,5,2,3,3,115200,0.155
32,5,2,3,32,1228800,0.115
32,5,2,3,64,2457600,0.108
32,5,2,3,128,4915200,0.109
32,5,2,3,256,9830400,0.113
32,5,2,3,512,19660800,0.113
32,5,2,3,1024,39321600,0.117
32,5,2,32,3,1228800,0.132
32,5,2,32,32,13107200,0.123
32,5,2,32,64,26214400,0.247
32,5,2,32,128,52428800,0.253
32,5,2,32,256,104857600,0.248
32,5,2,32,512,209715200,0.278
32,5,2,32,1024,419430400,0.399
32,5,2,64,3,2457600,0.302
32,5,2,64,32,26214400,0.302
32,5,2,64,64,52428800,0.343
32,5,2,64,128,104857600,0.448
32,5,2,64,256,209715200,0.351
32,5,2,64,512,419430400,0.377
32,5,2,64,1024,838860800,0.622
32,5,2,128,3,4915200,0.524
32,5,2,128,32,52428800,0.531
32,5,2,128,64,104857600,0.544
32,5,2,128,128,209715200,0.555
32,5,2,128,256,419430400,0.574
32,5,2,128,512,838860800,0.628
32,5,2,128,1024,1677721600,1.08
32,5,2,256,3,9830400,0.953
32,5,2,256,32,104857600,0.963
32,5,2,256,64,209715200,0.949
32,5,2,256,128,419430400,0.97
32,5,2,256,256,838860800,0.99
32,5,2,256,512,1677721600,1.066
32,5,2,256,1024,3355443200,1.992
32,5,2,512,3,19660800,1.558
32,5,2,512,32,209715200,1.618
32,5,2,512,64,419430400,1.509
32,5,2,512,128,838860800,1.54
32,5,2,512,256,1677721600,1.839
32,5,2,512,512,3355443200,1.985
32,5,2,512,1024,6710886400,3.72
32,5,2,1024,3,39321600,2.784
32,5,2,1024,32,419430400,2.95
32,5,2,1024,64,838860800,3.073
32,5,2,1024,128,1677721600,3.412
32,5,2,1024,256,3355443200,3.522
32,5,2,1024,512,6710886400,3.816
32,5,2,1024,1024,13421772800,6.06
32,5,4,3,3,28800,0.19
32,5,4,3,32,307200,0.113
32,5,4,3,64,614400,0.114
32,5,4,3,128,1228800,0.117
32,5,4,3,256,2457600,0.11
32,5,4,3,512,4915200,0.108
32,5,4,3,1024,9830400,0.111
32,5,4,32,3,307200,0.141
32,5,4,32,32,3276800,0.153
32,5,4,32,64,6553600,0.238
32,5,4,32,128,13107200,0.26
32,5,4,32,256,26214400,0.243
32,5,4,32,512,52428800,0.266
32,5,4,32,1024,104857600,0.283
32,5,4,64,3,614400,0.308
32,5,4,64,32,6553600,0.299
32,5,4,64,64,13107200,0.338
32,5,4,64,128,26214400,0.343
32,5,4,64,256,52428800,0.349
32,5,4,64,512,104857600,0.369
32,5,4,64,1024,209715200,0.411
32,5,4,128,3,1228800,0.517
32,5,4,128,32,13107200,0.535
32,5,4,128,64,26214400,0.546
32,5,4,128,128,52428800,0.558
32,5,4,128,256,104857600,0.57
32,5,4,128,512,209715200,0.59
32,5,4,128,1024,419430400,0.66
32,5,4,256,3,2457600,0.95
32,5,4,256,32,26214400,0.961
32,5,4,256,64,52428800,0.951
32,5,4,256,128,104857600,0.964
32,5,4,256,256,209715200,0.987
32,5,4,256,512,419430400,1.051
32,5,4,256,1024,838860800,1.173
32,5,4,512,3,4915200,1.812
32,5,4,512,32,52428800,1.857
32,5,4,512,64,104857600,1.755
32,5,4,512,128,209715200,1.778
32,5,4,512,256,419430400,1.832
32,5,4,512,512,838860800,1.94
32,5,4,512,1024,1677721600,2.188
32,5,4,1024,3,9830400,3.529
32,5,4,1024,32,104857600,3.648
32,5,4,1024,64,209715200,3.358
32,5,4,1024,128,419430400,3.411
32,5,4,1024,256,838860800,3.524
32,5,4,1024,512,1677721600,3.733
32,5,4,1024,1024,3355443200,4.195
32,7,1,3,3,903168,0.168
32,7,1,3,32,9633792,0.113
32,7,1,3,64,19267584,0.121
32,7,1,3,128,38535168,0.172
32,7,1,3,256,77070336,0.16
32,7,1,3,512,154140672,0.233
32,7,1,3,1024,308281344,0.393
32,7,1,32,3,9633792,0.297
32,7,1,32,32,102760448,0.311
32,7,1,32,64,205520896,0.364
32,7,1,32,128,411041792,0.372
32,7,1,32,256,822083584,0.622
32,7,1,32,512,1644167168,1.038
32,7,1,32,1024,3288334336,1.748
32,7,1,64,3,19267584,0.487
32,7,1,64,32,205520896,0.499
32,7,1,64,64,411041792,0.535
32,7,1,64,128,822083584,0.555
32,7,1,64,256,1644167168,0.983
32,7,1,64,512,3288334336,1.786
32,7,1,64,1024,6576668672,2.869
32,7,1,128,3,38535168,0.854
32,7,1,128,32,411041792,0.856
32,7,1,128,64,822083584,0.866
32,7,1,128,128,1644167168,0.905
32,7,1,128,256,3288334336,1.651
32,7,1,128,512,6576668672,3.313
32,7,1,128,1024,13153337344,3.255
32,7,1,256,3,77070336,0.927
32,7,1,256,32,822083584,0.942
32,7,1,256,64,1644167168,0.933
32,7,1,256,128,3288334336,1.038
32,7,1,256,256,6576668672,2.238
32,7,1,256,512,13153337344,5.044
32,7,1,256,1024,26306674688,6.007
32,7,1,512,3,154140672,1.371
32,7,1,512,32,1644167168,1.606
32,7,1,512,64,3288334336,1.348
32,7,1,512,128,6576668672,1.895
32,7,1,512,256,13153337344,3.935
32,7,1,512,512,26306674688,6.204
32,7,1,512,1024,52613349376,12.065
32,7,1,1024,3,308281344,2.886
32,7,1,1024,32,3288334336,3.153
32,7,1,1024,64,6576668672,2.838
32,7,1,1024,128,13153337344,3.918
32,7,1,1024,256,26306674688,6.764
32,7,1,1024,512,52613349376,12.761
32,7,1,1024,1024,1.05E+11,24.548
32,7,2,3,3,225792,0.154
32,7,2,3,32,2408448,0.117
32,7,2,3,64,4816896,0.113
32,7,2,3,128,9633792,0.114
32,7,2,3,256,19267584,0.111
32,7,2,3,512,38535168,0.12
32,7,2,3,1024,77070336,0.107
32,7,2,32,3,2408448,0.153
32,7,2,32,32,25690112,0.156
32,7,2,32,64,51380224,0.397
32,7,2,32,128,102760448,0.363
32,7,2,32,256,205520896,0.376
32,7,2,32,512,411041792,0.403
32,7,2,32,1024,822083584,0.667
32,7,2,64,3,4816896,0.512
32,7,2,64,32,51380224,0.512
32,7,2,64,64,102760448,0.558
32,7,2,64,128,205520896,0.561
32,7,2,64,256,411041792,0.59
32,7,2,64,512,822083584,0.623
32,7,2,64,1024,1644167168,1.091
32,7,2,128,3,9633792,0.94
32,7,2,128,32,102760448,0.954
32,7,2,128,64,205520896,0.974
32,7,2,128,128,411041792,0.978
32,7,2,128,256,822083584,1.013
32,7,2,128,512,1644167168,1.065
32,7,2,128,1024,3288334336,1.982
32,7,2,256,3,19267584,1.778
32,7,2,256,32,205520896,1.719
32,7,2,256,64,411041792,1.682
32,7,2,256,128,822083584,1.65
32,7,2,256,256,1644167168,1.697
32,7,2,256,512,3288334336,1.818
32,7,2,256,1024,6576668672,3.081
32,7,2,512,3,38535168,2.639
32,7,2,512,32,411041792,2.71
32,7,2,512,64,822083584,2.431
32,7,2,512,128,1644167168,2.416
32,7,2,512,256,3288334336,2.521
32,7,2,512,512,6576668672,2.693
32,7,2,512,1024,13153337344,4.437
32,7,2,1024,3,77070336,3.019
32,7,2,1024,32,822083584,3.314
32,7,2,1024,64,1644167168,3.22
32,7,2,1024,128,3288334336,3.79
32,7,2,1024,256,6576668672,4.551
32,7,2,1024,512,13153337344,4.825
32,7,2,1024,1024,26306674688,7.633
32,7,4,3,3,56448,0.132
32,7,4,3,32,602112,0.114
32,7,4,3,64,1204224,0.119
32,7,4,3,128,2408448,0.129
32,7,4,3,256,4816896,0.115
32,7,4,3,512,9633792,0.115
32,7,4,3,1024,19267584,0.11
32,7,4,32,3,602112,0.192
32,7,4,32,32,6422528,0.301
32,7,4,32,64,12845056,0.355
32,7,4,32,128,25690112,0.36
32,7,4,32,256,51380224,0.37
32,7,4,32,512,102760448,0.391
32,7,4,32,1024,205520896,0.418
32,7,4,64,3,1204224,0.504
32,7,4,64,32,12845056,0.509
32,7,4,64,64,25690112,0.556
32,7,4,64,128,51380224,0.558
32,7,4,64,256,102760448,0.576
32,7,4,64,512,205520896,0.614
32,7,4,64,1024,411041792,0.669
32,7,4,128,3,2408448,0.931
32,7,4,128,32,25690112,0.947
32,7,4,128,64,51380224,0.973
32,7,4,128,128,102760448,0.967
32,7,4,128,256,205520896,1.002
32,7,4,128,512,411041792,1.041
32,7,4,128,1024,822083584,1.167
32,7,4,256,3,4816896,1.772
32,7,4,256,32,51380224,1.676
32,7,4,256,64,102760448,1.621
32,7,4,256,128,205520896,1.654
32,7,4,256,256,411041792,1.705
32,7,4,256,512,822083584,1.911
32,7,4,256,1024,1644167168,2.108
32,7,4,512,3,9633792,3.206
32,7,4,512,32,102760448,2.976
32,7,4,512,64,205520896,2.626
32,7,4,512,128,411041792,2.646
32,7,4,512,256,822083584,2.604
32,7,4,512,512,1644167168,2.723
32,7,4,512,1024,3288334336,2.939
32,7,4,1024,3,19267584,4.164
32,7,4,1024,32,205520896,4.494
32,7,4,1024,64,411041792,3.585
32,7,4,1024,128,822083584,3.695
32,7,4,1024,256,1644167168,4.433
32,7,4,1024,512,3288334336,4.667
32,7,4,1024,1024,6576668672,5.091
32,9,1,3,3,1492992,0.118
32,9,1,3,32,15925248,0.12
32,9,1,3,64,31850496,0.12
32,9,1,3,128,63700992,0.125
32,9,1,3,256,127401984,0.139
32,9,1,3,512,254803968,0.183
32,9,1,3,1024,509607936,0.304
32,9,1,32,3,15925248,0.237
32,9,1,32,32,169869312,0.437
32,9,1,32,64,339738624,0.668
32,9,1,32,128,679477248,0.817
32,9,1,32,256,1358954496,1.449
32,9,1,32,512,2717908992,2.591
32,9,1,32,1024,5435817984,3.777
32,9,1,64,3,31850496,0.483
32,9,1,64,32,339738624,0.49
32,9,1,64,64,679477248,0.732
32,9,1,64,128,1358954496,0.905
32,9,1,64,256,2717908992,1.642
32,9,1,64,512,5435817984,2.905
32,9,1,64,1024,10871635968,5.157
32,9,1,128,3,63700992,0.657
32,9,1,128,32,679477248,0.609
32,9,1,128,64,1358954496,0.926
32,9,1,128,128,2717908992,1.205
32,9,1,128,256,5435817984,2.396
32,9,1,128,512,10871635968,4.939
32,9,1,128,1024,21743271936,10.018
32,9,1,256,3,127401984,1.14
32,9,1,256,32,1358954496,1.281
32,9,1,256,64,2717908992,1.726
32,9,1,256,128,5435817984,2.368
32,9,1,256,256,10871635968,4.926
32,9,1,256,512,21743271936,10.298
