in_features,out_features,FLOPs,latency
2710,7810,42322390,0.385
2710,7960,43135240,0.398
2710,8110,43948090,0.4
2860,10,57190,0.055
2860,160,915040,0.053
2860,310,1772890,0.049
2860,460,2630740,0.076
2860,610,3488590,0.067
2860,760,4346440,0.074
2860,910,5204290,0.086
2860,1060,6062140,0.095
2860,1210,6919990,0.101
2860,1360,7777840,0.11
2860,1510,8635690,0.122
2860,1660,9493540,0.127
2860,1810,10351390,0.13
2860,1960,11209240,0.141
2860,2110,12067090,0.141
2860,2260,12924940,0.149
2860,2410,13782790,0.157
2860,2560,14640640,0.165
2860,2710,15498490,0.171
2860,2860,16356340,0.177
2860,3010,17214190,0.185
2860,3160,18072040,0.189
2860,3310,18929890,0.205
2860,3460,19787740,0.204
2860,3610,20645590,0.21
2860,3760,21503440,0.221
2860,3910,22361290,0.229
2860,4060,23219140,0.231
2860,4210,24076990,0.241
2860,4360,24934840,0.247
2860,4510,25792690,0.254
2860,4660,26650540,0.26
2860,4810,27508390,0.27
2860,4960,28366240,0.275
2860,5110,29224090,0.281
2860,5260,30081940,0.287
2860,5410,30939790,0.297
2860,5560,31797640,0.302
2860,5710,32655490,0.31
2860,5860,33513340,0.315
2860,6010,34371190,0.322
2860,6160,35229040,0.334
2860,6310,36086890,0.346
2860,6460,36944740,0.342
2860,6610,37802590,0.35
2860,6760,38660440,0.367
2860,6910,39518290,0.379
2860,7060,40376140,0.38
2860,7210,41233990,0.376
2860,7360,42091840,0.386
2860,7510,42949690,0.401
2860,7660,43807540,0.404
2860,7810,44665390,0.403
2860,7960,45523240,0.413
2860,8110,46381090,0.427
3010,10,60190,0.056
3010,160,963040,0.052
3010,310,1865890,0.049
3010,460,2768740,0.063
3010,610,3671590,0.068
3010,760,4574440,0.091
3010,910,5477290,0.089
3010,1060,6380140,0.112
3010,1210,7282990,0.1
3010,1360,8185840,0.116
3010,1510,9088690,0.115
3010,1660,9991540,0.126
3010,1810,10894390,0.131
3010,1960,11797240,0.137
3010,2110,12700090,0.144
3010,2260,13602940,0.151
3010,2410,14505790,0.173
3010,2560,15408640,0.168
3010,2710,16311490,0.174
3010,2860,17214340,0.181
3010,3010,18117190,0.196
3010,3160,19020040,0.2
3010,3310,19922890,0.205
3010,3460,20825740,0.21
3010,3610,21728590,0.217
3010,3760,22631440,0.231
3010,3910,23534290,0.233
3010,4060,24437140,0.244
3010,4210,25339990,0.246
3010,4360,26242840,0.253
3010,4510,27145690,0.261
3010,4660,28048540,0.267
3010,4810,28951390,0.279
3010,4960,29854240,0.284
3010,5110,30757090,0.291
3010,5260,31659940,0.297
3010,5410,32562790,0.31
3010,5560,33465640,0.311
3010,5710,34368490,0.327
3010,5860,35271340,0.325
3010,6010,36174190,0.335
3010,6160,37077040,0.341
3010,6310,37979890,0.354
3010,6460,38882740,0.356
3010,6610,39785590,0.361
3010,6760,40688440,0.375
3010,6910,41591290,0.375
3010,7060,42494140,0.383
3010,7210,43396990,0.394
3010,7360,44299840,0.399
3010,7510,45202690,0.405
3010,7660,46105540,0.411
3010,7810,47008390,0.418
3010,7960,47911240,0.424
3010,8110,48814090,0.432
3160,10,63190,0.054
3160,160,1011040,0.054
3160,310,1958890,0.067
3160,460,2906740,0.063
3160,610,3854590,0.07
3160,760,4802440,0.079
3160,910,5750290,0.088
3160,1060,6698140,0.094
3160,1210,7645990,0.101
3160,1360,8593840,0.112
3160,1510,9541690,0.116
3160,1660,10489540,0.126
3160,1810,11437390,0.132
3160,1960,12385240,0.141
3160,2110,13333090,0.152
3160,2260,14280940,0.153
3160,2410,15228790,0.159
3160,2560,16176640,0.168
3160,2710,17124490,0.177
3160,2860,18072340,0.197
3160,3010,19020190,0.188
3160,3160,19968040,0.197
3160,3310,20915890,0.206
3160,3460,21863740,0.215
3160,3610,22811590,0.22
3160,3760,23759440,0.237
3160,3910,24707290,0.233
3160,4060,25655140,0.24
3160,4210,26602990,0.247
3160,4360,27550840,0.254
3160,4510,28498690,0.264
3160,4660,29446540,0.272
3160,4810,30394390,0.282
3160,4960,31342240,0.284
3160,5110,32290090,0.292
3160,5260,33237940,0.299
3160,5410,34185790,0.306
3160,5560,35133640,0.313
3160,5710,36081490,0.32
3160,5860,37029340,0.329
3160,6010,37977190,0.335
3160,6160,38925040,0.341
3160,6310,39872890,0.353
3160,6460,40820740,0.362
3160,6610,41768590,0.364
3160,6760,42716440,0.374
3160,6910,43664290,0.379
3160,7060,44612140,0.392
3160,7210,45559990,0.395
3160,7360,46507840,0.401
3160,7510,47455690,0.412
3160,7660,48403540,0.418
3160,7810,49351390,0.432
3160,7960,50299240,0.429
3160,8110,51247090,0.437
3310,10,66190,0.066
3310,160,1059040,0.048
3310,310,2051890,0.05
3310,460,3044740,0.063
3310,610,4037590,0.072
3310,760,5030440,0.084
3310,910,6023290,0.097
3310,1060,7016140,0.101
3310,1210,8008990,0.107
3310,1360,9001840,0.116
3310,1510,9994690,0.124
3310,1660,10987540,0.156
3310,1810,11980390,0.139
3310,1960,12973240,0.146
3310,2110,13966090,0.155
3310,2260,14958940,0.163
3310,2410,15951790,0.17
3310,2560,16944640,0.18
3310,2710,17937490,0.184
3310,2860,18930340,0.197
3310,3010,19923190,0.2
3310,3160,20916040,0.207
3310,3310,21908890,0.216
3310,3460,22901740,0.224
3310,3610,23894590,0.23
3310,3760,24887440,0.24
3310,3910,25880290,0.247
3310,4060,26873140,0.258
3310,4210,27865990,0.262
3310,4360,28858840,0.271
3310,4510,29851690,0.278
3310,4660,30844540,0.286
3310,4810,31837390,0.292
3310,4960,32830240,0.301
3310,5110,33823090,0.309
3310,5260,34815940,0.321
3310,5410,35808790,0.323
3310,5560,36801640,0.33
3310,5710,37794490,0.338
3310,5860,38787340,0.352
3310,6010,39780190,0.355
3310,6160,40773040,0.366
3310,6310,41765890,0.367
3310,6460,42758740,0.381
3310,6610,43751590,0.383
3310,6760,44744440,0.395
3310,6910,45737290,0.398
3310,7060,46730140,0.411
3310,7210,47722990,0.415
3310,7360,48715840,0.421
3310,7510,49708690,0.44
3310,7660,50701540,0.437
3310,7810,51694390,0.445
3310,7960,52687240,0.453
3310,8110,53680090,0.47
3460,10,69190,0.056
3460,160,1107040,0.05
3460,310,2144890,0.052
3460,460,3182740,0.065
3460,610,4220590,0.073
3460,760,5258440,0.082
3460,910,6296290,0.093
3460,1060,7334140,0.104
3460,1210,8371990,0.11
3460,1360,9409840,0.133
3460,1510,10447690,0.126
3460,1660,11485540,0.135
3460,1810,12523390,0.144
3460,1960,13561240,0.176
3460,2110,14599090,0.157
3460,2260,15636940,0.169
3460,2410,16674790,0.176
3460,2560,17712640,0.181
3460,2710,18750490,0.198
3460,2860,19788340,0.2
3460,3010,20826190,0.21
3460,3160,21864040,0.218
3460,3310,22901890,0.223
3460,3460,23939740,0.228
3460,3610,24977590,0.238
3460,3760,26015440,0.248
3460,3910,27053290,0.257
3460,4060,28091140,0.267
3460,4210,29128990,0.268
3460,4360,30166840,0.279
3460,4510,31204690,0.287
3460,4660,32242540,0.295
3460,4810,33280390,0.323
3460,4960,34318240,0.31
3460,5110,35356090,0.317
3460,5260,36393940,0.326
3460,5410,37431790,0.339
3460,5560,38469640,0.341
3460,5710,39507490,0.35
3460,5860,40545340,0.357
3460,6010,41583190,0.382
3460,6160,42621040,0.374
3460,6310,43658890,0.382
3460,6460,44696740,0.393
3460,6610,45734590,0.399
3460,6760,46772440,0.412
3460,6910,47810290,0.416
3460,7060,48848140,0.423
3460,7210,49885990,0.428
3460,7360,50923840,0.438
3460,7510,51961690,0.447
3460,7660,52999540,0.455
3460,7810,54037390,0.47
3460,7960,55075240,0.472
3460,8110,56113090,0.486
3610,10,72190,0.064
3610,160,1155040,0.048
3610,310,2237890,0.053
3610,460,3320740,0.065
3610,610,4403590,0.074
3610,760,5486440,0.084
3610,910,6569290,0.092
3610,1060,7652140,0.101
3610,1210,8734990,0.11
3610,1360,9817840,0.118
3610,1510,10900690,0.127
3610,1660,11983540,0.138
3610,1810,13066390,0.143
3610,1960,14149240,0.151
3610,2110,15232090,0.159
3610,2260,16314940,0.177
3610,2410,17397790,0.197
3610,2560,18480640,0.192
3610,2710,19563490,0.192
3610,2860,20646340,0.202
3610,3010,21729190,0.21
3610,3160,22812040,0.219
3610,3310,23894890,0.237
3610,3460,24977740,0.234
3610,3610,26060590,0.243
3610,3760,27143440,0.251
3610,3910,28226290,0.262
3610,4060,29309140,0.276
3610,4210,30391990,0.279
3610,4360,31474840,0.286
3610,4510,32557690,0.294
3610,4660,33640540,0.308
3610,4810,34723390,0.311
3610,4960,35806240,0.318
3610,5110,36889090,0.326
3610,5260,37971940,0.341
3610,5410,39054790,0.343
3610,5560,40137640,0.356
3610,5710,41220490,0.368
3610,5860,42303340,0.369
3610,6010,43386190,0.38
3610,6160,44469040,0.392
3610,6310,45551890,0.395
3610,6460,46634740,0.401
3610,6610,47717590,0.409
3610,6760,48800440,0.418
3610,6910,49883290,0.437
3610,7060,50966140,0.434
3610,7210,52048990,0.441
3610,7360,53131840,0.45
3610,7510,54214690,0.473
3610,7660,55297540,0.473
3610,7810,56380390,0.475
3610,7960,57463240,0.492
3610,8110,58546090,0.496
3760,10,75190,0.055
3760,160,1203040,0.049
3760,310,2330890,0.056
3760,460,3458740,0.068
3760,610,4586590,0.077
3760,760,5714440,0.086
3760,910,6842290,0.097
3760,1060,7970140,0.103
3760,1210,9097990,0.113
3760,1360,10225840,0.123
3760,1510,11353690,0.13
3760,1660,12481540,0.151
3760,1810,13609390,0.158
3760,1960,14737240,0.156
3760,2110,15865090,0.169
3760,2260,16992940,0.176
3760,2410,18120790,0.184
3760,2560,19248640,0.193
3760,2710,20376490,0.218
3760,2860,21504340,0.209
3760,3010,22632190,0.218
3760,3160,23760040,0.227
3760,3310,24887890,0.242
3760,3460,26015740,0.245
3760,3610,27143590,0.254
3760,3760,28271440,0.266
3760,3910,29399290,0.27
3760,4060,30527140,0.285
3760,4210,31654990,0.288
3760,4360,32782840,0.295
3760,4510,33910690,0.307
3760,4660,35038540,0.314
3760,4810,36166390,0.323
3760,4960,37294240,0.332
3760,5110,38422090,0.345
3760,5260,39549940,0.354
3760,5410,40677790,0.362
3760,5560,41805640,0.366
3760,5710,42933490,0.378
3760,5860,44061340,0.384
3760,6010,45189190,0.392
3760,6160,46317040,0.404
3760,6310,47444890,0.409
3760,6460,48572740,0.417
3760,6610,49700590,0.432
3760,6760,50828440,0.433
3760,6910,51956290,0.443
3760,7060,53084140,0.453
3760,7210,54211990,0.468
3760,7360,55339840,0.468
3760,7510,56467690,0.478
3760,7660,57595540,0.49
3760,7810,58723390,0.499
3760,7960,59851240,0.506
3760,8110,60979090,0.515
3910,10,78190,0.056
3910,160,1251040,0.051
3910,310,2423890,0.059
3910,460,3596740,0.067
3910,610,4769590,0.079
3910,760,5942440,0.105
3910,910,7115290,0.1
3910,1060,8288140,0.106
3910,1210,9460990,0.117
3910,1360,10633840,0.127
3910,1510,11806690,0.136
3910,1660,12979540,0.148
3910,1810,14152390,0.153
3910,1960,15325240,0.165
3910,2110,16498090,0.171
3910,2260,17670940,0.182
3910,2410,18843790,0.194
3910,2560,20016640,0.201
3910,2710,21189490,0.207
3910,2860,22362340,0.216
3910,3010,23535190,0.239
3910,3160,24708040,0.236
3910,3310,25880890,0.244
3910,3460,27053740,0.256
3910,3610,28226590,0.264
3910,3760,29399440,0.276
3910,3910,30572290,0.289
3910,4060,31745140,0.289
3910,4210,32917990,0.299
3910,4360,34090840,0.306
3910,4510,35263690,0.317
3910,4660,36436540,0.323
3910,4810,37609390,0.334
3910,4960,38782240,0.342
3910,5110,39955090,0.352
3910,5260,41127940,0.362
3910,5410,42300790,0.369
3910,5560,43473640,0.38
3910,5710,44646490,0.398
3910,5860,45819340,0.396
3910,6010,46992190,0.407
3910,6160,48165040,0.422
3910,6310,49337890,0.428
3910,6460,50510740,0.434
3910,6610,51683590,0.443
3910,6760,52856440,0.45
3910,6910,54029290,0.46
3910,7060,55202140,0.474
3910,7210,56374990,0.49
3910,7360,57547840,0.49
3910,7510,58720690,0.514
3910,7660,59893540,0.519
3910,7810,61066390,0.537
3910,7960,62239240,0.538
3910,8110,63412090,0.554
4060,10,81190,0.071
4060,160,1299040,0.051
4060,310,2516890,0.061
4060,460,3734740,0.078
4060,610,4952590,0.08
4060,760,6170440,0.093
4060,910,7388290,0.104
4060,1060,8606140,0.11
4060,1210,9823990,0.12
4060,1360,11041840,0.132
4060,1510,12259690,0.14
4060,1660,13477540,0.153
4060,1810,14695390,0.158
4060,1960,15913240,0.168
4060,2110,17131090,0.196
4060,2260,18348940,0.189
4060,2410,19566790,0.198
4060,2560,20784640,0.219
4060,2710,22002490,0.215
4060,2860,23220340,0.225
4060,3010,24438190,0.242
4060,3160,25656040,0.245
4060,3310,26873890,0.265
4060,3460,28091740,0.264
4060,3610,29309590,0.273
4060,3760,30527440,0.284
4060,3910,31745290,0.29
4060,4060,32963140,0.307
4060,4210,34180990,0.31
4060,4360,35398840,0.333
4060,4510,36616690,0.33
4060,4660,37834540,0.345
4060,4810,39052390,0.348
4060,4960,40270240,0.367
4060,5110,41488090,0.367
4060,5260,42705940,0.382
4060,5410,43923790,0.392
4060,5560,45141640,0.395
4060,5710,46359490,0.403
4060,5860,47577340,0.416
4060,6010,48795190,0.435
4060,6160,50013040,0.433
4060,6310,51230890,0.448
4060,6460,52448740,0.466
4060,6610,53666590,0.465
4060,6760,54884440,0.475
4060,6910,56102290,0.486
4060,7060,57320140,0.489
4060,7210,58537990,0.498
4060,7360,59755840,0.509
4060,7510,60973690,0.52
4060,7660,62191540,0.528
4060,7810,63409390,0.541
4060,7960,64627240,0.546
4060,8110,65845090,0.555
4210,10,84190,0.054
4210,160,1347040,0.061
4210,310,2609890,0.062
4210,460,3872740,0.076
4210,610,5135590,0.098
4210,760,6398440,0.094
4210,910,7661290,0.11
4210,1060,8924140,0.12
4210,1210,10186990,0.132
4210,1360,11449840,0.133
4210,1510,12712690,0.159
4210,1660,13975540,0.156
4210,1810,15238390,0.162
4210,1960,16501240,0.172
4210,2110,17764090,0.183
4210,2260,19026940,0.201
4210,2410,20289790,0.201
4210,2560,21552640,0.212
4210,2710,22815490,0.226
4210,2860,24078340,0.234
4210,3010,25341190,0.245
4210,3160,26604040,0.253
4210,3310,27866890,0.26
4210,3460,29129740,0.271
4210,3610,30392590,0.282
4210,3760,31655440,0.29
4210,3910,32918290,0.298
4210,4060,34181140,0.31
4210,4210,35443990,0.318
4210,4360,36706840,0.328
4210,4510,37969690,0.34
4210,4660,39232540,0.348
4210,4810,40495390,0.358
4210,4960,41758240,0.374
4210,5110,43021090,0.376
4210,5260,44283940,0.396
4210,5410,45546790,0.401
4210,5560,46809640,0.407
4210,5710,48072490,0.421
4210,5860,49335340,0.425
4210,6010,50598190,0.435
4210,6160,51861040,0.444
4210,6310,53123890,0.462
4210,6460,54386740,0.466
4210,6610,55649590,0.476
4210,6760,56912440,0.495
4210,6910,58175290,0.495
4210,7060,59438140,0.505
4210,7210,60700990,0.525
4210,7360,61963840,0.524
4210,7510,63226690,0.534
4210,7660,64489540,0.549
4210,7810,65752390,0.559
4210,7960,67015240,0.561
4210,8110,68278090,0.571
4360,10,87190,0.059
4360,160,1395040,0.05
4360,310,2702890,0.078
4360,460,4010740,0.076
4360,610,5318590,0.083
4360,760,6626440,0.096
4360,910,7934290,0.111
4360,1060,9242140,0.12
4360,1210,10549990,0.138
4360,1360,11857840,0.145
4360,1510,13165690,0.16
4360,1660,14473540,0.161
4360,1810,15781390,0.191
4360,1960,17089240,0.191
4360,2110,18397090,0.201
4360,2260,19704940,0.2
4360,2410,21012790,0.219
4360,2560,22320640,0.224
4360,2710,23628490,0.236
4360,2860,24936340,0.249
4360,3010,26244190,0.261
4360,3160,27552040,0.265
4360,3310,28859890,0.291
4360,3460,30167740,0.308
4360,3610,31475590,0.293
4360,3760,32783440,0.327
4360,3910,34091290,0.328
4360,4060,35399140,0.329
4360,4210,36706990,0.356
4360,4360,38014840,0.369
4360,4510,39322690,0.377
4360,4660,40630540,0.365
4360,4810,41938390,0.387
4360,4960,43246240,0.381
4360,5110,44554090,0.395
4360,5260,45861940,0.419
4360,5410,47169790,0.436
4360,5560,48477640,0.427
4360,5710,49785490,0.459
4360,5860,51093340,0.471
4360,6010,52401190,0.46
4360,6160,53709040,0.494
4360,6310,55016890,0.492
4360,6460,56324740,0.491
4360,6610,57632590,0.495
4360,6760,58940440,0.545
4360,6910,60248290,0.515
4360,7060,61556140,0.528
4360,7210,62863990,0.555
4360,7360,64171840,0.541
4360,7510,65479690,0.558
4360,7660,66787540,0.601
4360,7810,68095390,0.607
4360,7960,69403240,0.611
4360,8110,70711090,0.594
4510,10,90190,0.057
4510,160,1443040,0.05
4510,310,2795890,0.062
4510,460,4148740,0.072
4510,610,5501590,0.084
4510,760,6854440,0.095
4510,910,8207290,0.108
4510,1060,9560140,0.118
4510,1210,10912990,0.127
4510,1360,12265840,0.143
4510,1510,13618690,0.155
4510,1660,14971540,0.16
4510,1810,16324390,0.169
4510,1960,17677240,0.194
4510,2110,19030090,0.193
4510,2260,20382940,0.204
4510,2410,21735790,0.213
4510,2560,23088640,0.224
4510,2710,24441490,0.243
4510,2860,25794340,0.242
4510,3010,27147190,0.261
4510,3160,28500040,0.265
4510,3310,29852890,0.276
4510,3460,31205740,0.284
4510,3610,32558590,0.295
4510,3760,33911440,0.306
4510,3910,35264290,0.326
4510,4060,36617140,0.326
4510,4210,37969990,0.339
4510,4360,39322840,0.348
4510,4510,40675690,0.362
4510,4660,42028540,0.369
4510,4810,43381390,0.378
4510,4960,44734240,0.39
4510,5110,46087090,0.406
4510,5260,47439940,0.411
4510,5410,48792790,0.42
4510,5560,50145640,0.431
4510,5710,51498490,0.442
4510,5860,52851340,0.458
4510,6010,54204190,0.469
4510,6160,55557040,0.475
4510,6310,56909890,0.486
4510,6460,58262740,0.493
4510,6610,59615590,0.513
4510,6760,60968440,0.515
4510,6910,62321290,0.534
4510,7060,63674140,0.538
4510,7210,65026990,0.547
4510,7360,66379840,0.555
4510,7510,67732690,0.568
4510,7660,69085540,0.578
4510,7810,70438390,0.589
4510,7960,71791240,0.598
4510,8110,73144090,0.614
4660,10,93190,0.059
4660,160,1491040,0.051
4660,310,2888890,0.064
4660,460,4286740,0.075
4660,610,5684590,0.085
4660,760,7082440,0.097
4660,910,8480290,0.118
4660,1060,9878140,0.12
4660,1210,11275990,0.135
4660,1360,12673840,0.145
4660,1510,14071690,0.154
4660,1660,15469540,0.164
4660,1810,16867390,0.174
4660,1960,18265240,0.186
4660,2110,19663090,0.198
4660,2260,21060940,0.209
4660,2410,22458790,0.218
4660,2560,23856640,0.235
4660,2710,25254490,0.237
4660,2860,26652340,0.25
4660,3010,28050190,0.268
4660,3160,29448040,0.271
4660,3310,30845890,0.283
4660,3460,32243740,0.292
4660,3610,33641590,0.305
4660,3760,35039440,0.314
4660,3910,36437290,0.323
4660,4060,37835140,0.337
4660,4210,39232990,0.349
4660,4360,40630840,0.359
4660,4510,42028690,0.376
4660,4660,43426540,0.377
4660,4810,44824390,0.392
4660,4960,46222240,0.41
4660,5110,47620090,0.418
4660,5260,49017940,0.43
4660,5410,50415790,0.439
4660,5560,51813640,0.448
4660,5710,53211490,0.456
4660,5860,54609340,0.472
4660,6010,56007190,0.481
4660,6160,57405040,0.487
4660,6310,58802890,0.497
4660,6460,60200740,0.506
4660,6610,61598590,0.518
4660,6760,62996440,0.529
4660,6910,64394290,0.548
4660,7060,65792140,0.551
4660,7210,67189990,0.564
4660,7360,68587840,0.575
4660,7510,69985690,0.583
4660,7660,71383540,0.595
4660,7810,72781390,0.608
4660,7960,74179240,0.615
4660,8110,75577090,0.626
4810,10,96190,0.056
4810,160,1539040,0.055
4810,310,2981890,0.074
4810,460,4424740,0.074
4810,610,5867590,0.086
4810,760,7310440,0.098
4810,910,8753290,0.112
4810,1060,10196140,0.121
4810,1210,11638990,0.141
4810,1360,13081840,0.145
4810,1510,14524690,0.156
4810,1660,15967540,0.169
4810,1810,17410390,0.184
4810,1960,18853240,0.202
4810,2110,20296090,0.202
4810,2260,21738940,0.212
4810,2410,23181790,0.224
4810,2560,24624640,0.234
4810,2710,26067490,0.245
4810,2860,27510340,0.257
4810,3010,28953190,0.268
4810,3160,30396040,0.281
4810,3310,31838890,0.305
4810,3460,33281740,0.3
4810,3610,34724590,0.312
4810,3760,36167440,0.324
4810,3910,37610290,0.335
4810,4060,39053140,0.346
4810,4210,40495990,0.36
4810,4360,41938840,0.375
4810,4510,43381690,0.384
4810,4660,44824540,0.397
4810,4810,46267390,0.4
4810,4960,47710240,0.415
4810,5110,49153090,0.422
4810,5260,50595940,0.435
4810,5410,52038790,0.449
4810,5560,53481640,0.462
4810,5710,54924490,0.473
4810,5860,56367340,0.482
4810,6010,57810190,0.49
4810,6160,59253040,0.502
4810,6310,60695890,0.527
4810,6460,62138740,0.529
4810,6610,63581590,0.54
4810,6760,65024440,0.547
4810,6910,66467290,0.561
4810,7060,67910140,0.568
4810,7210,69352990,0.58
4810,7360,70795840,0.593
4810,7510,72238690,0.606
4810,7660,73681540,0.613
4810,7810,75124390,0.633
4810,7960,76567240,0.638
4810,8110,78010090,0.647
4960,10,99190,0.06
4960,160,1587040,0.077
4960,310,3074890,0.064
4960,460,4562740,0.09
4960,610,6050590,0.088
4960,760,7538440,0.101
4960,910,9026290,0.119
4960,1060,10514140,0.123
4960,1210,12001990,0.136
4960,1360,13489840,0.156
4960,1510,14977690,0.159
4960,1660,16465540,0.171
4960,1810,17953390,0.178
4960,1960,19441240,0.194
4960,2110,20929090,0.202
4960,2260,22416940,0.214
4960,2410,23904790,0.224
4960,2560,25392640,0.236
4960,2710,26880490,0.248
4960,2860,28368340,0.267
4960,3010,29856190,0.278
4960,3160,31344040,0.281
4960,3310,32831890,0.302
4960,3460,34319740,0.314
4960,3610,35807590,0.316
4960,3760,37295440,0.327
4960,3910,38783290,0.34
4960,4060,40271140,0.361
4960,4210,41758990,0.359
4960,4360,43246840,0.371
4960,4510,44734690,0.383
4960,4660,46222540,0.4
4960,4810,47710390,0.407
4960,4960,49198240,0.419
4960,5110,50686090,0.431
4960,5260,52173940,0.443
4960,5410,53661790,0.449
4960,5560,55149640,0.465
4960,5710,56637490,0.472
4960,5860,58125340,0.482
4960,6010,59613190,0.494
4960,6160,61101040,0.504
4960,6310,62588890,0.516
4960,6460,64076740,0.531
4960,6610,65564590,0.537
4960,6760,67052440,0.572
4960,6910,68540290,0.561
4960,7060,70028140,0.572
4960,7210,71515990,0.583
4960,7360,73003840,0.6
4960,7510,74491690,0.613
4960,7660,75979540,0.618
4960,7810,77467390,0.627
4960,7960,78955240,0.64
4960,8110,80443090,0.649
5110,10,102190,0.055
5110,160,1635040,0.085
5110,310,3167890,0.067
5110,460,4700740,0.08
5110,610,6233590,0.092
5110,760,7766440,0.105
5110,910,9299290,0.124
5110,1060,10832140,0.134
5110,1210,12364990,0.146
5110,1360,13897840,0.157
5110,1510,15430690,0.173
5110,1660,16963540,0.182
5110,1810,18496390,0.192
5110,1960,20029240,0.205
5110,2110,21562090,0.226
5110,2260,23094940,0.232
5110,2410,24627790,0.242
5110,2560,26160640,0.253
5110,2710,27693490,0.267
5110,2860,29226340,0.278
5110,3010,30759190,0.291
5110,3160,32292040,0.318
5110,3310,33824890,0.314
5110,3460,35357740,0.327
5110,3610,36890590,0.341
5110,3760,38423440,0.352
5110,3910,39956290,0.364
5110,4060,41489140,0.376
5110,4210,43021990,0.387
5110,4360,44554840,0.4
5110,4510,46087690,0.421
5110,4660,47620540,0.429
5110,4810,49153390,0.443
5110,4960,50686240,0.458
5110,5110,52219090,0.467
5110,5260,53751940,0.472
5110,5410,55284790,0.489
5110,5560,56817640,0.497
5110,5710,58350490,0.509
5110,5860,59883340,0.526
5110,6010,61416190,0.534
5110,6160,62949040,0.546
5110,6310,64481890,0.56
5110,6460,66014740,0.575
5110,6610,67547590,0.582
5110,6760,69080440,0.594
5110,6910,70613290,0.606
5110,7060,72146140,0.624
5110,7210,73678990,0.636
5110,7360,75211840,0.644
5110,7510,76744690,0.658
5110,7660,78277540,0.668
5110,7810,79810390,0.68
5110,7960,81343240,0.693
5110,8110,82876090,0.704
5260,10,105190,0.057
5260,160,1683040,0.053
5260,310,3260890,0.065
5260,460,4838740,0.096
5260,610,6416590,0.091
5260,760,7994440,0.106
5260,910,9572290,0.119
5260,1060,11150140,0.129
5260,1210,12727990,0.142
5260,1360,14305840,0.155
5260,1510,15883690,0.177
5260,1660,17461540,0.184
5260,1810,19039390,0.19
5260,1960,20617240,0.203
5260,2110,22195090,0.225
5260,2260,23772940,0.228
5260,2410,25350790,0.242
5260,2560,26928640,0.252
5260,2710,28506490,0.269
5260,2860,30084340,0.276
5260,3010,31662190,0.289
5260,3160,33240040,0.3
5260,3310,34817890,0.314
5260,3460,36395740,0.324
5260,3610,37973590,0.339
5260,3760,39551440,0.354
5260,3910,41129290,0.367
5260,4060,42707140,0.377
5260,4210,44284990,0.392
5260,4360,45862840,0.397
5260,4510,47440690,0.409
5260,4660,49018540,0.431
5260,4810,50596390,0.434
5260,4960,52174240,0.452
5260,5110,53752090,0.468
5260,5260,55329940,0.474
5260,5410,56907790,0.481
5260,5560,58485640,0.501
5260,5710,60063490,0.508
5260,5860,61641340,0.52
5260,6010,63219190,0.532
5260,6160,64797040,0.542
5260,6310,66374890,0.555
5260,6460,67952740,0.568
5260,6610,69530590,0.579
5260,6760,71108440,0.594
5260,6910,72686290,0.607
5260,7060,74264140,0.621
5260,7210,75841990,0.628
5260,7360,77419840,0.647
5260,7510,78997690,0.651
5260,7660,80575540,0.664
5260,7810,82153390,0.684
5260,7960,83731240,0.688
5260,8110,85309090,0.709
5410,10,108190,0.056
5410,160,1731040,0.053
5410,310,3353890,0.07
5410,460,4976740,0.08
5410,610,6599590,0.094
5410,760,8222440,0.106
5410,910,9845290,0.124
5410,1060,11468140,0.133
5410,1210,13090990,0.147
5410,1360,14713840,0.17
5410,1510,16336690,0.172
5410,1660,17959540,0.187
5410,1810,19582390,0.216
5410,1960,21205240,0.214
5410,2110,22828090,0.22
5410,2260,24450940,0.234
5410,2410,26073790,0.245
5410,2560,27696640,0.275
5410,2710,29319490,0.28
5410,2860,30942340,0.285
5410,3010,32565190,0.296
5410,3160,34188040,0.314
5410,3310,35810890,0.327
5410,3460,37433740,0.334
5410,3610,39056590,0.347
5410,3760,40679440,0.36
5410,3910,42302290,0.37
5410,4060,43925140,0.386
5410,4210,45547990,0.406
5410,4360,47170840,0.409
5410,4510,48793690,0.425
5410,4660,50416540,0.437
5410,4810,52039390,0.446
5410,4960,53662240,0.459
5410,5110,55285090,0.472
5410,5260,56907940,0.485
5410,5410,58530790,0.499
5410,5560,60153640,0.514
5410,5710,61776490,0.521
5410,5860,63399340,0.536
5410,6010,65022190,0.545
5410,6160,66645040,0.56
5410,6310,68267890,0.573
5410,6460,69890740,0.588
5410,6610,71513590,0.602
5410,6760,73136440,0.609
5410,6910,74759290,0.624
5410,7060,76382140,0.636
5410,7210,78004990,0.647
5410,7360,79627840,0.658
5410,7510,81250690,0.671
5410,7660,82873540,0.683
5410,7810,84496390,0.696
5410,7960,86119240,0.71
5410,8110,87742090,0.72
5560,10,111190,0.054
5560,160,1779040,0.053
5560,310,3446890,0.068
5560,460,5114740,0.08
5560,610,6782590,0.095
5560,760,8450440,0.122
5560,910,10118290,0.123
5560,1060,11786140,0.136
5560,1210,13453990,0.155
5560,1360,15121840,0.165
5560,1510,16789690,0.182
5560,1660,18457540,0.198
5560,1810,20125390,0.2
5560,1960,21793240,0.215
5560,2110,23461090,0.227
5560,2260,25128940,0.241
