HW,kernel,stride,Cin,latency
32,7,1,953,0.514
32,7,1,1003,0.533
32,7,2,3,0.042
32,7,2,53,0.055
32,7,2,103,0.057
32,7,2,153,0.06
32,7,2,203,0.073
32,7,2,253,0.079
32,7,2,303,0.081
32,7,2,353,0.09
32,7,2,403,0.098
32,7,2,453,0.105
32,7,2,503,0.112
32,7,2,553,0.113
32,7,2,603,0.124
32,7,2,653,0.132
32,7,2,703,0.137
32,7,2,753,0.141
32,7,2,803,0.153
32,7,2,853,0.156
32,7,2,903,0.165
32,7,2,953,0.169
32,7,2,1003,0.177
32,7,4,3,0.047
32,7,4,53,0.046
32,7,4,103,0.055
32,7,4,153,0.057
32,7,4,203,0.057
32,7,4,253,0.056
32,7,4,303,0.064
32,7,4,353,0.062
32,7,4,403,0.06
32,7,4,453,0.062
32,7,4,503,0.066
32,7,4,553,0.068
32,7,4,603,0.067
32,7,4,653,0.077
32,7,4,703,0.078
32,7,4,753,0.08
32,7,4,803,0.081
32,7,4,853,0.083
32,7,4,903,0.083
32,7,4,953,0.083
32,7,4,1003,0.09
32,9,1,3,0.051
32,9,1,53,0.082
32,9,1,103,0.118
32,9,1,153,0.156
32,9,1,203,0.194
32,9,1,253,0.231
32,9,1,303,0.264
32,9,1,353,0.303
32,9,1,403,0.338
32,9,1,453,0.373
32,9,1,503,0.408
32,9,1,553,0.446
32,9,1,603,0.48
32,9,1,653,0.514
32,9,1,703,0.55
32,9,1,753,0.585
32,9,1,803,0.62
32,9,1,853,0.657
32,9,1,903,0.692
32,9,1,953,0.727
32,9,1,1003,0.769
32,9,2,3,0.046
32,9,2,53,0.053
32,9,2,103,0.06
32,9,2,153,0.071
32,9,2,203,0.089
32,9,2,253,0.095
32,9,2,303,0.102
32,9,2,353,0.115
32,9,2,403,0.124
32,9,2,453,0.133
32,9,2,503,0.141
32,9,2,553,0.148
32,9,2,603,0.159
32,9,2,653,0.169
32,9,2,703,0.178
32,9,2,753,0.182
32,9,2,803,0.198
32,9,2,853,0.208
32,9,2,903,0.213
32,9,2,953,0.223
32,9,2,1003,0.235
32,9,4,3,0.049
32,9,4,53,0.053
32,9,4,103,0.056
32,9,4,153,0.076
32,9,4,203,0.073
32,9,4,253,0.075
32,9,4,303,0.077
32,9,4,353,0.088
32,9,4,403,0.08
32,9,4,453,0.08
32,9,4,503,0.087
32,9,4,553,0.089
32,9,4,603,0.088
32,9,4,653,0.094
32,9,4,703,0.093
32,9,4,753,0.095
32,9,4,803,0.099
32,9,4,853,0.102
32,9,4,903,0.103
32,9,4,953,0.104
32,9,4,1003,0.106
28,1,1,3,0.04
28,1,1,53,0.042
28,1,1,103,0.047
28,1,1,153,0.056
28,1,1,203,0.055
28,1,1,253,0.061
28,1,1,303,0.069
28,1,1,353,0.069
28,1,1,403,0.075
28,1,1,453,0.08
28,1,1,503,0.084
28,1,1,553,0.088
28,1,1,603,0.092
28,1,1,653,0.097
28,1,1,703,0.101
28,1,1,753,0.105
28,1,1,803,0.111
28,1,1,853,0.116
28,1,1,903,0.12
28,1,1,953,0.121
28,1,1,1003,0.127
28,1,2,3,0.046
28,1,2,53,0.042
28,1,2,103,0.045
28,1,2,153,0.05
28,1,2,203,0.049
28,1,2,253,0.052
28,1,2,303,0.067
28,1,2,353,0.053
28,1,2,403,0.056
28,1,2,453,0.056
28,1,2,503,0.055
28,1,2,553,0.064
28,1,2,603,0.056
28,1,2,653,0.057
28,1,2,703,0.055
28,1,2,753,0.059
28,1,2,803,0.059
28,1,2,853,0.062
28,1,2,903,0.064
28,1,2,953,0.065
28,1,2,1003,0.066
28,1,4,3,0.041
28,1,4,53,0.042
28,1,4,103,0.047
28,1,4,153,0.052
28,1,4,203,0.052
28,1,4,253,0.055
28,1,4,303,0.052
28,1,4,353,0.051
28,1,4,403,0.053
28,1,4,453,0.06
28,1,4,503,0.054
28,1,4,553,0.058
28,1,4,603,0.056
28,1,4,653,0.055
28,1,4,703,0.055
28,1,4,753,0.063
28,1,4,803,0.057
28,1,4,853,0.057
28,1,4,903,0.058
28,1,4,953,0.057
28,1,4,1003,0.055
28,3,1,3,0.041
28,3,1,53,0.039
28,3,1,103,0.051
28,3,1,153,0.058
28,3,1,203,0.067
28,3,1,253,0.077
28,3,1,303,0.084
28,3,1,353,0.097
28,3,1,403,0.1
28,3,1,453,0.107
28,3,1,503,0.115
28,3,1,553,0.124
28,3,1,603,0.128
28,3,1,653,0.136
28,3,1,703,0.144
28,3,1,753,0.152
28,3,1,803,0.159
28,3,1,853,0.169
28,3,1,903,0.174
28,3,1,953,0.18
28,3,1,1003,0.189
28,3,2,3,0.046
28,3,2,53,0.05
28,3,2,103,0.048
28,3,2,153,0.046
28,3,2,203,0.052
28,3,2,253,0.052
28,3,2,303,0.055
28,3,2,353,0.058
28,3,2,403,0.056
28,3,2,453,0.06
28,3,2,503,0.06
28,3,2,553,0.064
28,3,2,603,0.066
28,3,2,653,0.068
28,3,2,703,0.068
28,3,2,753,0.071
28,3,2,803,0.072
28,3,2,853,0.073
28,3,2,903,0.078
28,3,2,953,0.081
28,3,2,1003,0.081
28,3,4,3,0.039
28,3,4,53,0.043
28,3,4,103,0.046
28,3,4,153,0.05
28,3,4,203,0.053
28,3,4,253,0.052
28,3,4,303,0.055
28,3,4,353,0.053
28,3,4,403,0.056
28,3,4,453,0.054
28,3,4,503,0.055
28,3,4,553,0.056
28,3,4,603,0.055
28,3,4,653,0.057
28,3,4,703,0.062
28,3,4,753,0.056
28,3,4,803,0.056
28,3,4,853,0.058
28,3,4,903,0.057
28,3,4,953,0.058
28,3,4,1003,0.059
28,5,1,3,0.042
28,5,1,53,0.057
28,5,1,103,0.06
28,5,1,153,0.078
28,5,1,203,0.101
28,5,1,253,0.104
28,5,1,303,0.121
28,5,1,353,0.13
28,5,1,403,0.139
28,5,1,453,0.152
28,5,1,503,0.169
28,5,1,553,0.179
28,5,1,603,0.189
28,5,1,653,0.204
28,5,1,703,0.214
28,5,1,753,0.227
28,5,1,803,0.238
28,5,1,853,0.252
28,5,1,903,0.263
28,5,1,953,0.275
28,5,1,1003,0.29
28,5,2,3,0.037
28,5,2,53,0.038
28,5,2,103,0.054
28,5,2,153,0.048
28,5,2,203,0.052
28,5,2,253,0.061
28,5,2,303,0.064
28,5,2,353,0.065
28,5,2,403,0.074
28,5,2,453,0.075
28,5,2,503,0.081
28,5,2,553,0.082
28,5,2,603,0.085
28,5,2,653,0.09
28,5,2,703,0.092
28,5,2,753,0.096
28,5,2,803,0.099
28,5,2,853,0.102
28,5,2,903,0.106
28,5,2,953,0.11
28,5,2,1003,0.112
28,5,4,3,0.04
28,5,4,53,0.043
28,5,4,103,0.046
28,5,4,153,0.049
28,5,4,203,0.061
28,5,4,253,0.054
28,5,4,303,0.053
28,5,4,353,0.055
28,5,4,403,0.055
28,5,4,453,0.057
28,5,4,503,0.057
28,5,4,553,0.06
28,5,4,603,0.062
28,5,4,653,0.064
28,5,4,703,0.087
28,5,4,753,0.066
28,5,4,803,0.067
28,5,4,853,0.072
28,5,4,903,0.07
28,5,4,953,0.069
28,5,4,1003,0.071
28,7,1,3,0.043
28,7,1,53,0.064
28,7,1,103,0.085
28,7,1,153,0.104
28,7,1,203,0.124
28,7,1,253,0.146
28,7,1,303,0.171
28,7,1,353,0.181
28,7,1,403,0.198
28,7,1,453,0.218
28,7,1,503,0.239
28,7,1,553,0.256
28,7,1,603,0.277
28,7,1,653,0.296
28,7,1,703,0.317
28,7,1,753,0.335
28,7,1,803,0.355
28,7,1,853,0.374
28,7,1,903,0.392
28,7,1,953,0.41
28,7,1,1003,0.431
28,7,2,3,0.044
28,7,2,53,0.047
28,7,2,103,0.054
28,7,2,153,0.056
28,7,2,203,0.062
28,7,2,253,0.079
28,7,2,303,0.082
28,7,2,353,0.082
28,7,2,403,0.087
28,7,2,453,0.104
28,7,2,503,0.099
28,7,2,553,0.105
28,7,2,603,0.109
28,7,2,653,0.116
28,7,2,703,0.123
28,7,2,753,0.126
28,7,2,803,0.131
28,7,2,853,0.138
28,7,2,903,0.144
28,7,2,953,0.147
28,7,2,1003,0.153
28,7,4,3,0.049
28,7,4,53,0.06
28,7,4,103,0.051
28,7,4,153,0.054
28,7,4,203,0.055
28,7,4,253,0.056
28,7,4,303,0.058
28,7,4,353,0.063
28,7,4,403,0.059
28,7,4,453,0.065
28,7,4,503,0.066
28,7,4,553,0.07
28,7,4,603,0.075
28,7,4,653,0.081
28,7,4,703,0.08
28,7,4,753,0.086
28,7,4,803,0.084
28,7,4,853,0.092
28,7,4,903,0.089
28,7,4,953,0.091
28,7,4,1003,0.091
28,9,1,3,0.051
28,9,1,53,0.076
28,9,1,103,0.103
28,9,1,153,0.13
28,9,1,203,0.165
28,9,1,253,0.193
28,9,1,303,0.223
28,9,1,353,0.249
28,9,1,403,0.278
28,9,1,453,0.302
28,9,1,503,0.332
28,9,1,553,0.362
28,9,1,603,0.392
28,9,1,653,0.416
28,9,1,703,0.443
28,9,1,753,0.471
28,9,1,803,0.501
28,9,1,853,0.527
28,9,1,903,0.557
28,9,1,953,0.585
28,9,1,1003,0.611
28,9,2,3,0.051
28,9,2,53,0.054
28,9,2,103,0.064
28,9,2,153,0.065
28,9,2,203,0.071
28,9,2,253,0.091
28,9,2,303,0.095
28,9,2,353,0.098
28,9,2,403,0.11
28,9,2,453,0.121
28,9,2,503,0.126
28,9,2,553,0.134
28,9,2,603,0.143
28,9,2,653,0.152
28,9,2,703,0.156
28,9,2,753,0.167
28,9,2,803,0.175
28,9,2,853,0.182
28,9,2,903,0.19
28,9,2,953,0.197
28,9,2,1003,0.201
28,9,4,3,0.048
28,9,4,53,0.053
28,9,4,103,0.062
28,9,4,153,0.064
28,9,4,203,0.061
28,9,4,253,0.065
28,9,4,303,0.076
28,9,4,353,0.071
28,9,4,403,0.073
28,9,4,453,0.084
28,9,4,503,0.082
28,9,4,553,0.086
28,9,4,603,0.087
28,9,4,653,0.1
28,9,4,703,0.098
28,9,4,753,0.1
28,9,4,803,0.102
28,9,4,853,0.108
28,9,4,903,0.114
28,9,4,953,0.116
28,9,4,1003,0.113
27,1,1,3,0.043
27,1,1,53,0.054
27,1,1,103,0.051
27,1,1,153,0.05
27,1,1,203,0.063
27,1,1,253,0.059
27,1,1,303,0.074
27,1,1,353,0.072
27,1,1,403,0.072
27,1,1,453,0.078
27,1,1,503,0.084
27,1,1,553,0.086
27,1,1,603,0.091
27,1,1,653,0.094
27,1,1,703,0.098
27,1,1,753,0.107
27,1,1,803,0.109
27,1,1,853,0.113
27,1,1,903,0.116
27,1,1,953,0.119
27,1,1,1003,0.126
27,1,2,3,0.042
27,1,2,53,0.044
27,1,2,103,0.044
27,1,2,153,0.047
27,1,2,203,0.053
27,1,2,253,0.054
27,1,2,303,0.053
27,1,2,353,0.058
27,1,2,403,0.053
27,1,2,453,0.061
27,1,2,503,0.058
27,1,2,553,0.056
27,1,2,603,0.057
27,1,2,653,0.056
27,1,2,703,0.059
27,1,2,753,0.061
27,1,2,803,0.062
27,1,2,853,0.067
27,1,2,903,0.065
27,1,2,953,0.067
27,1,2,1003,0.068
27,1,4,3,0.04
27,1,4,53,0.043
27,1,4,103,0.044
27,1,4,153,0.047
27,1,4,203,0.055
27,1,4,253,0.051
27,1,4,303,0.052
27,1,4,353,0.053
27,1,4,403,0.053
27,1,4,453,0.055
27,1,4,503,0.056
27,1,4,553,0.06
27,1,4,603,0.059
27,1,4,653,0.053
27,1,4,703,0.055
27,1,4,753,0.063
27,1,4,803,0.06
27,1,4,853,0.059
27,1,4,903,0.061
27,1,4,953,0.064
27,1,4,1003,0.058
27,3,1,3,0.041
27,3,1,53,0.044
27,3,1,103,0.052
27,3,1,153,0.058
27,3,1,203,0.068
27,3,1,253,0.072
27,3,1,303,0.082
27,3,1,353,0.092
27,3,1,403,0.094
27,3,1,453,0.107
27,3,1,503,0.111
27,3,1,553,0.118
27,3,1,603,0.125
27,3,1,653,0.141
27,3,1,703,0.14
27,3,1,753,0.15
27,3,1,803,0.154
27,3,1,853,0.162
27,3,1,903,0.168
27,3,1,953,0.176
27,3,1,1003,0.182
27,3,2,3,0.039
27,3,2,53,0.042
27,3,2,103,0.048
27,3,2,153,0.051
27,3,2,203,0.057
27,3,2,253,0.058
27,3,2,303,0.057
27,3,2,353,0.063
27,3,2,403,0.058
27,3,2,453,0.059
27,3,2,503,0.061
27,3,2,553,0.065
27,3,2,603,0.077
27,3,2,653,0.072
27,3,2,703,0.072
27,3,2,753,0.075
27,3,2,803,0.079
27,3,2,853,0.08
27,3,2,903,0.082
27,3,2,953,0.083
27,3,2,1003,0.087
27,3,4,3,0.054
27,3,4,53,0.042
27,3,4,103,0.048
27,3,4,153,0.052
27,3,4,203,0.049
27,3,4,253,0.051
27,3,4,303,0.052
27,3,4,353,0.058
27,3,4,403,0.054
27,3,4,453,0.054
27,3,4,503,0.063
27,3,4,553,0.064
27,3,4,603,0.056
27,3,4,653,0.06
27,3,4,703,0.065
27,3,4,753,0.06
27,3,4,803,0.06
27,3,4,853,0.063
27,3,4,903,0.061
27,3,4,953,0.061
27,3,4,1003,0.061
27,5,1,3,0.041
27,5,1,53,0.048
27,5,1,103,0.06
27,5,1,153,0.073
27,5,1,203,0.088
27,5,1,253,0.098
27,5,1,303,0.113
27,5,1,353,0.126
27,5,1,403,0.134
27,5,1,453,0.147
27,5,1,503,0.153
27,5,1,553,0.168
27,5,1,603,0.179
27,5,1,653,0.192
27,5,1,703,0.201
27,5,1,753,0.213
27,5,1,803,0.225
27,5,1,853,0.235
27,5,1,903,0.25
27,5,1,953,0.262
27,5,1,1003,0.269
27,5,2,3,0.04
27,5,2,53,0.052
27,5,2,103,0.046
27,5,2,153,0.052
27,5,2,203,0.069
27,5,2,253,0.059
27,5,2,303,0.075
27,5,2,353,0.067
27,5,2,403,0.069
27,5,2,453,0.074
27,5,2,503,0.075
27,5,2,553,0.081
27,5,2,603,0.082
27,5,2,653,0.09
27,5,2,703,0.091
27,5,2,753,0.097
27,5,2,803,0.099
27,5,2,853,0.101
27,5,2,903,0.103
27,5,2,953,0.106
27,5,2,1003,0.11
27,5,4,3,0.041
27,5,4,53,0.047
27,5,4,103,0.055
27,5,4,153,0.048
27,5,4,203,0.054
27,5,4,253,0.057
27,5,4,303,0.053
27,5,4,353,0.055
27,5,4,403,0.059
27,5,4,453,0.055
27,5,4,503,0.061
27,5,4,553,0.06
27,5,4,603,0.06
27,5,4,653,0.062
27,5,4,703,0.064
27,5,4,753,0.063
27,5,4,803,0.066
27,5,4,853,0.071
27,5,4,903,0.069
27,5,4,953,0.07
27,5,4,1003,0.071
27,7,1,3,0.043
27,7,1,53,0.054
27,7,1,103,0.076
27,7,1,153,0.096
27,7,1,203,0.119
27,7,1,253,0.135
27,7,1,303,0.157
27,7,1,353,0.174
27,7,1,403,0.191
27,7,1,453,0.213
27,7,1,503,0.229
27,7,1,553,0.247
27,7,1,603,0.262
27,7,1,653,0.287
27,7,1,703,0.299
27,7,1,753,0.317
27,7,1,803,0.336
27,7,1,853,0.357
27,7,1,903,0.373
27,7,1,953,0.392
27,7,1,1003,0.41
27,7,2,3,0.044
27,7,2,53,0.048
27,7,2,103,0.054
27,7,2,153,0.056
27,7,2,203,0.062
27,7,2,253,0.074
27,7,2,303,0.078
27,7,2,353,0.082
27,7,2,403,0.086
27,7,2,453,0.093
27,7,2,503,0.101
27,7,2,553,0.104
27,7,2,603,0.11
27,7,2,653,0.115
27,7,2,703,0.12
27,7,2,753,0.123
27,7,2,803,0.131
27,7,2,853,0.136
27,7,2,903,0.141
27,7,2,953,0.145
27,7,2,1003,0.152
27,7,4,3,0.044
27,7,4,53,0.048
27,7,4,103,0.051
27,7,4,153,0.056
27,7,4,203,0.055
27,7,4,253,0.062
27,7,4,303,0.06
27,7,4,353,0.06
27,7,4,403,0.062
27,7,4,453,0.066
27,7,4,503,0.072
27,7,4,553,0.069
27,7,4,603,0.069
27,7,4,653,0.079
27,7,4,703,0.078
27,7,4,753,0.078
27,7,4,803,0.077
27,7,4,853,0.087
27,7,4,903,0.09
27,7,4,953,0.088
27,7,4,1003,0.09
27,9,1,3,0.047
27,9,1,53,0.064
27,9,1,103,0.097
27,9,1,153,0.125
27,9,1,203,0.155
27,9,1,253,0.181
27,9,1,303,0.208
27,9,1,353,0.235
27,9,1,403,0.262
27,9,1,453,0.287
27,9,1,503,0.315
27,9,1,553,0.339
27,9,1,603,0.364
27,9,1,653,0.394
27,9,1,703,0.422
27,9,1,753,0.446
27,9,1,803,0.474
27,9,1,853,0.497
27,9,1,903,0.525
27,9,1,953,0.549
27,9,1,1003,0.578
27,9,2,3,0.051
27,9,2,53,0.054
27,9,2,103,0.061
27,9,2,153,0.067
27,9,2,203,0.071
27,9,2,253,0.094
27,9,2,303,0.094
27,9,2,353,0.1
27,9,2,403,0.109
27,9,2,453,0.122
27,9,2,503,0.126
27,9,2,553,0.132
27,9,2,603,0.14
27,9,2,653,0.15
27,9,2,703,0.161
27,9,2,753,0.162
27,9,2,803,0.172
27,9,2,853,0.182
27,9,2,903,0.189
27,9,2,953,0.196
27,9,2,1003,0.201
27,9,4,3,0.05
27,9,4,53,0.054
27,9,4,103,0.059
27,9,4,153,0.06
27,9,4,203,0.062
27,9,4,253,0.066
27,9,4,303,0.067
27,9,4,353,0.07
27,9,4,403,0.07
27,9,4,453,0.079
27,9,4,503,0.076
27,9,4,553,0.08
27,9,4,603,0.083
27,9,4,653,0.095
27,9,4,703,0.098
27,9,4,753,0.097
27,9,4,803,0.098
27,9,4,853,0.108
27,9,4,903,0.109
27,9,4,953,0.111
27,9,4,1003,0.112
14,1,1,3,0.033
14,1,1,53,0.034
14,1,1,103,0.04
14,1,1,153,0.04
14,1,1,203,0.063
14,1,1,253,0.043
14,1,1,303,0.045
14,1,1,353,0.044
14,1,1,403,0.052
14,1,1,453,0.049
14,1,1,503,0.05
14,1,1,553,0.049
14,1,1,603,0.054
14,1,1,653,0.05
14,1,1,703,0.053
14,1,1,753,0.056
14,1,1,803,0.059
14,1,1,853,0.059
14,1,1,903,0.064
14,1,1,953,0.063
14,1,1,1003,0.062
14,1,2,3,0.074
14,1,2,53,0.042
14,1,2,103,0.041
14,1,2,153,0.047
14,1,2,203,0.043
14,1,2,253,0.042
14,1,2,303,0.044
14,1,2,353,0.044
14,1,2,403,0.046
14,1,2,453,0.049
14,1,2,503,0.048
14,1,2,553,0.048
14,1,2,603,0.052
14,1,2,653,0.051
14,1,2,703,0.049
14,1,2,753,0.054
14,1,2,803,0.053
14,1,2,853,0.056
14,1,2,903,0.051
14,1,2,953,0.052
14,1,2,1003,0.051
14,1,4,3,0.04
14,1,4,53,0.041
14,1,4,103,0.041
14,1,4,153,0.044
14,1,4,203,0.044
14,1,4,253,0.043
14,1,4,303,0.047
14,1,4,353,0.059
14,1,4,403,0.055
14,1,4,453,0.052
14,1,4,503,0.06
14,1,4,553,0.049
14,1,4,603,0.051
14,1,4,653,0.05
14,1,4,703,0.051
14,1,4,753,0.056
14,1,4,803,0.052
14,1,4,853,0.055
14,1,4,903,0.061
14,1,4,953,0.054
14,1,4,1003,0.058
14,3,1,3,0.041
14,3,1,53,0.04
14,3,1,103,0.043
14,3,1,153,0.046
14,3,1,203,0.043
14,3,1,253,0.046
14,3,1,303,0.05
14,3,1,353,0.047
14,3,1,403,0.05
14,3,1,453,0.063
14,3,1,503,0.061
14,3,1,553,0.057
14,3,1,603,0.061
14,3,1,653,0.061
14,3,1,703,0.064
14,3,1,753,0.065
14,3,1,803,0.077
14,3,1,853,0.074
14,3,1,903,0.073
14,3,1,953,0.075
14,3,1,1003,0.078
14,3,2,3,0.04
14,3,2,53,0.049
14,3,2,103,0.042
14,3,2,153,0.047
14,3,2,203,0.044
14,3,2,253,0.045
14,3,2,303,0.054
14,3,2,353,0.045
14,3,2,403,0.046
14,3,2,453,0.05
14,3,2,503,0.05
14,3,2,553,0.049
14,3,2,603,0.056
14,3,2,653,0.051
14,3,2,703,0.074
14,3,2,753,0.055
14,3,2,803,0.054
14,3,2,853,0.051
14,3,2,903,0.05
14,3,2,953,0.051
14,3,2,1003,0.059
14,3,4,3,0.041
14,3,4,53,0.038
14,3,4,103,0.047
14,3,4,153,0.043
14,3,4,203,0.042
14,3,4,253,0.044
14,3,4,303,0.043
14,3,4,353,0.046
14,3,4,403,0.068
14,3,4,453,0.05
14,3,4,503,0.054
14,3,4,553,0.046
14,3,4,603,0.053
14,3,4,653,0.067
14,3,4,703,0.054
14,3,4,753,0.051
14,3,4,803,0.052
14,3,4,853,0.053
14,3,4,903,0.057
14,3,4,953,0.057
14,3,4,1003,0.054
14,5,1,3,0.041
14,5,1,53,0.038
14,5,1,103,0.041
14,5,1,153,0.047
14,5,1,203,0.046
14,5,1,253,0.059
14,5,1,303,0.055
14,5,1,353,0.057
14,5,1,403,0.062
14,5,1,453,0.071
14,5,1,503,0.069
14,5,1,553,0.073
14,5,1,603,0.08
14,5,1,653,0.089
14,5,1,703,0.086
14,5,1,753,0.088
14,5,1,803,0.094
14,5,1,853,0.094
14,5,1,903,0.099
14,5,1,953,0.099
14,5,1,1003,0.103
14,5,2,3,0.04
14,5,2,53,0.041
14,5,2,103,0.045
14,5,2,153,0.057
14,5,2,203,0.044
14,5,2,253,0.045
14,5,2,303,0.049
14,5,2,353,0.045
14,5,2,403,0.053
14,5,2,453,0.055
14,5,2,503,0.059
14,5,2,553,0.053
14,5,2,603,0.053
14,5,2,653,0.053
14,5,2,703,0.054
14,5,2,753,0.055
14,5,2,803,0.063
14,5,2,853,0.059
14,5,2,903,0.061
14,5,2,953,0.061
14,5,2,1003,0.069
14,5,4,3,0.044
14,5,4,53,0.041
14,5,4,103,0.049
14,5,4,153,0.055
14,5,4,203,0.041
14,5,4,253,0.061
14,5,4,303,0.042
14,5,4,353,0.044
14,5,4,403,0.066
14,5,4,453,0.049
14,5,4,503,0.047
14,5,4,553,0.048
14,5,4,603,0.053
14,5,4,653,0.05
14,5,4,703,0.057
14,5,4,753,0.05
14,5,4,803,0.058
14,5,4,853,0.051
14,5,4,903,0.055
14,5,4,953,0.058
14,5,4,1003,0.056
14,7,1,3,0.045
14,7,1,53,0.048
14,7,1,103,0.046
14,7,1,153,0.05
14,7,1,203,0.055
14,7,1,253,0.067
14,7,1,303,0.071
14,7,1,353,0.071
14,7,1,403,0.076
14,7,1,453,0.087
14,7,1,503,0.089
14,7,1,553,0.093
14,7,1,603,0.099
14,7,1,653,0.111
14,7,1,703,0.109
14,7,1,753,0.118
14,7,1,803,0.124
14,7,1,853,0.128
14,7,1,903,0.133
14,7,1,953,0.14
14,7,1,1003,0.14
14,7,2,3,0.045
14,7,2,53,0.044
14,7,2,103,0.046
14,7,2,153,0.049
14,7,2,203,0.054
14,7,2,253,0.06
14,7,2,303,0.049
14,7,2,353,0.053
14,7,2,403,0.052
14,7,2,453,0.056
14,7,2,503,0.058
14,7,2,553,0.059
14,7,2,603,0.057
14,7,2,653,0.06
14,7,2,703,0.06
14,7,2,753,0.063
14,7,2,803,0.063
14,7,2,853,0.076
14,7,2,903,0.077
14,7,2,953,0.076
14,7,2,1003,0.077
14,7,4,3,0.044
14,7,4,53,0.043
14,7,4,103,0.044
14,7,4,153,0.047
14,7,4,203,0.046
14,7,4,253,0.048
14,7,4,303,0.05
14,7,4,353,0.046
14,7,4,403,0.058
14,7,4,453,0.06
14,7,4,503,0.06
14,7,4,553,0.051
14,7,4,603,0.052
14,7,4,653,0.055
14,7,4,703,0.061
14,7,4,753,0.061
14,7,4,803,0.055
14,7,4,853,0.06
14,7,4,903,0.056
14,7,4,953,0.058
14,7,4,1003,0.06
14,9,1,3,0.048
14,9,1,53,0.056
14,9,1,103,0.062
14,9,1,153,0.064
14,9,1,203,0.066
14,9,1,253,0.081
14,9,1,303,0.086
14,9,1,353,0.091
14,9,1,403,0.097
14,9,1,453,0.107
14,9,1,503,0.113
14,9,1,553,0.123
14,9,1,603,0.129
14,9,1,653,0.142
14,9,1,703,0.147
14,9,1,753,0.151
14,9,1,803,0.167
14,9,1,853,0.171
14,9,1,903,0.172
14,9,1,953,0.178
14,9,1,1003,0.186
14,9,2,3,0.048
14,9,2,53,0.049
14,9,2,103,0.057
14,9,2,153,0.054
14,9,2,203,0.059
14,9,2,253,0.056
14,9,2,303,0.062
14,9,2,353,0.059
14,9,2,403,0.058
14,9,2,453,0.07
14,9,2,503,0.064
14,9,2,553,0.065
14,9,2,603,0.065
14,9,2,653,0.071
14,9,2,703,0.073
14,9,2,753,0.075
14,9,2,803,0.072
14,9,2,853,0.092
14,9,2,903,0.091
14,9,2,953,0.09
14,9,2,1003,0.095
14,9,4,3,0.053
14,9,4,53,0.046
14,9,4,103,0.054
14,9,4,153,0.051
14,9,4,203,0.052
14,9,4,253,0.052
14,9,4,303,0.053
14,9,4,353,0.055
14,9,4,403,0.056
14,9,4,453,0.058
14,9,4,503,0.056
14,9,4,553,0.059
14,9,4,603,0.062
14,9,4,653,0.066
14,9,4,703,0.068
14,9,4,753,0.061
14,9,4,803,0.065
14,9,4,853,0.062
14,9,4,903,0.064
14,9,4,953,0.062
14,9,4,1003,0.064
13,1,1,3,0.04
13,1,1,53,0.038
13,1,1,103,0.041
13,1,1,153,0.042
13,1,1,203,0.047
13,1,1,253,0.042
13,1,1,303,0.043
13,1,1,353,0.053
13,1,1,403,0.054
13,1,1,453,0.046
13,1,1,503,0.046
13,1,1,553,0.048
13,1,1,603,0.057
13,1,1,653,0.048
13,1,1,703,0.049
13,1,1,753,0.05
13,1,1,803,0.054
13,1,1,853,0.059
13,1,1,903,0.057
13,1,1,953,0.054
13,1,1,1003,0.056
13,1,2,3,0.044
13,1,2,53,0.033
13,1,2,103,0.07
13,1,2,153,0.041
13,1,2,203,0.042
13,1,2,253,0.042
13,1,2,303,0.041
13,1,2,353,0.043
13,1,2,403,0.046
13,1,2,453,0.045
13,1,2,503,0.046
13,1,2,553,0.049
13,1,2,603,0.048
13,1,2,653,0.053
13,1,2,703,0.05
13,1,2,753,0.049
13,1,2,803,0.05
13,1,2,853,0.05
13,1,2,903,0.05
13,1,2,953,0.049
13,1,2,1003,0.049
13,1,4,3,0.041
13,1,4,53,0.071
13,1,4,103,0.04
13,1,4,153,0.036
13,1,4,203,0.042
13,1,4,253,0.039
13,1,4,303,0.048
13,1,4,353,0.044
13,1,4,403,0.042
13,1,4,453,0.045
13,1,4,503,0.05
13,1,4,553,0.047
13,1,4,603,0.047
13,1,4,653,0.051
13,1,4,703,0.047
13,1,4,753,0.05
13,1,4,803,0.055
13,1,4,853,0.049
13,1,4,903,0.053
13,1,4,953,0.05
13,1,4,1003,0.051
13,3,1,3,0.039
13,3,1,53,0.044
13,3,1,103,0.038
13,3,1,153,0.043
13,3,1,203,0.039
13,3,1,253,0.045
13,3,1,303,0.047
13,3,1,353,0.082
13,3,1,403,0.05
13,3,1,453,0.047
13,3,1,503,0.052
13,3,1,553,0.061
13,3,1,603,0.053
13,3,1,653,0.06
13,3,1,703,0.062
13,3,1,753,0.058
13,3,1,803,0.066
13,3,1,853,0.065
13,3,1,903,0.067
13,3,1,953,0.07
13,3,1,1003,0.072
13,3,2,3,0.045
13,3,2,53,0.055
13,3,2,103,0.042
13,3,2,153,0.061
13,3,2,203,0.037
13,3,2,253,0.051
13,3,2,303,0.059
13,3,2,353,0.052
13,3,2,403,0.041
13,3,2,453,0.045
13,3,2,503,0.043
13,3,2,553,0.045
13,3,2,603,0.049
13,3,2,653,0.052
13,3,2,703,0.047
13,3,2,753,0.05
13,3,2,803,0.051
13,3,2,853,0.049
13,3,2,903,0.049
13,3,2,953,0.057
13,3,2,1003,0.052
13,3,4,3,0.041
13,3,4,53,0.04
13,3,4,103,0.043
