HW,output,Cin,latency
28,28,753,0.132
28,28,783,0.135
28,28,813,0.139
28,28,843,0.145
28,28,873,0.146
28,28,903,0.148
28,28,933,0.153
28,28,963,0.155
28,28,993,0.16
28,28,1023,0.163
28,27,3,0.044
28,27,33,0.047
28,27,63,0.056
28,27,93,0.055
28,27,123,0.066
28,27,153,0.065
28,27,183,0.08
28,27,213,0.08
28,27,243,0.085
28,27,273,0.089
28,27,303,0.094
28,27,333,0.098
28,27,363,0.101
28,27,393,0.101
28,27,423,0.108
28,27,453,0.111
28,27,483,0.117
28,27,513,0.119
28,27,543,0.123
28,27,573,0.13
28,27,603,0.131
28,27,633,0.143
28,27,663,0.139
28,27,693,0.143
28,27,723,0.147
28,27,753,0.147
28,27,783,0.157
28,27,813,0.159
28,27,843,0.166
28,27,873,0.165
28,27,903,0.169
28,27,933,0.176
28,27,963,0.182
28,27,993,0.182
28,27,1023,0.188
28,14,3,0.04
28,14,33,0.04
28,14,63,0.046
28,14,93,0.05
28,14,123,0.054
28,14,153,0.055
28,14,183,0.064
28,14,213,0.061
28,14,243,0.064
28,14,273,0.068
28,14,303,0.072
28,14,333,0.074
28,14,363,0.075
28,14,393,0.077
28,14,423,0.081
28,14,453,0.083
28,14,483,0.084
28,14,513,0.085
28,14,543,0.088
28,14,573,0.09
28,14,603,0.092
28,14,633,0.094
28,14,663,0.099
28,14,693,0.099
28,14,723,0.102
28,14,753,0.106
28,14,783,0.109
28,14,813,0.108
28,14,843,0.111
28,14,873,0.111
28,14,903,0.115
28,14,933,0.119
28,14,963,0.131
28,14,993,0.133
28,14,1023,0.133
28,13,3,0.038
28,13,33,0.043
28,13,63,0.055
28,13,93,0.054
28,13,123,0.058
28,13,153,0.065
28,13,183,0.074
28,13,213,0.073
28,13,243,0.077
28,13,273,0.075
28,13,303,0.087
28,13,333,0.09
28,13,363,0.09
28,13,393,0.094
28,13,423,0.097
28,13,453,0.098
28,13,483,0.105
28,13,513,0.108
28,13,543,0.11
28,13,573,0.114
28,13,603,0.116
28,13,633,0.117
28,13,663,0.122
28,13,693,0.124
28,13,723,0.128
28,13,753,0.129
28,13,783,0.134
28,13,813,0.135
28,13,843,0.14
28,13,873,0.142
28,13,903,0.147
28,13,933,0.148
28,13,963,0.151
28,13,993,0.152
28,13,1023,0.155
28,8,3,0.053
28,8,33,0.039
28,8,63,0.044
28,8,93,0.049
28,8,123,0.054
28,8,153,0.06
28,8,183,0.058
28,8,213,0.063
28,8,243,0.062
28,8,273,0.063
28,8,303,0.066
28,8,333,0.07
28,8,363,0.07
28,8,393,0.071
28,8,423,0.073
28,8,453,0.075
28,8,483,0.078
28,8,513,0.078
28,8,543,0.077
28,8,573,0.081
28,8,603,0.083
28,8,633,0.085
28,8,663,0.09
28,8,693,0.088
28,8,723,0.088
28,8,753,0.088
28,8,783,0.09
28,8,813,0.094
28,8,843,0.102
28,8,873,0.098
28,8,903,0.101
28,8,933,0.101
28,8,963,0.102
28,8,993,0.103
28,8,1023,0.104
28,7,3,0.039
28,7,33,0.042
28,7,63,0.045
28,7,93,0.048
28,7,123,0.056
28,7,153,0.053
28,7,183,0.058
28,7,213,0.059
28,7,243,0.062
28,7,273,0.061
28,7,303,0.063
28,7,333,0.063
28,7,363,0.067
28,7,393,0.066
28,7,423,0.07
28,7,453,0.073
28,7,483,0.072
28,7,513,0.074
28,7,543,0.078
28,7,573,0.08
28,7,603,0.082
28,7,633,0.082
28,7,663,0.09
28,7,693,0.086
28,7,723,0.087
28,7,753,0.089
28,7,783,0.09
28,7,813,0.089
28,7,843,0.091
28,7,873,0.093
28,7,903,0.096
28,7,933,0.099
28,7,963,0.1
28,7,993,0.1
28,7,1023,0.104
28,6,3,0.039
28,6,33,0.042
28,6,63,0.047
28,6,93,0.058
28,6,123,0.054
28,6,153,0.052
28,6,183,0.063
28,6,213,0.063
28,6,243,0.067
28,6,273,0.069
28,6,303,0.07
28,6,333,0.075
28,6,363,0.075
28,6,393,0.076
28,6,423,0.078
28,6,453,0.078
28,6,483,0.083
28,6,513,0.082
28,6,543,0.087
28,6,573,0.088
28,6,603,0.091
28,6,633,0.09
28,6,663,0.094
28,6,693,0.099
28,6,723,0.101
28,6,753,0.102
28,6,783,0.107
28,6,813,0.106
28,6,843,0.106
28,6,873,0.107
28,6,903,0.11
28,6,933,0.116
28,6,963,0.115
28,6,993,0.115
28,6,1023,0.117
28,1,3,0.045
28,1,33,0.048
28,1,63,0.053
28,1,93,0.053
28,1,123,0.055
28,1,153,0.063
28,1,183,0.06
28,1,213,0.061
28,1,243,0.064
28,1,273,0.064
28,1,303,0.064
28,1,333,0.065
28,1,363,0.065
28,1,393,0.066
28,1,423,0.063
28,1,453,0.063
28,1,483,0.064
28,1,513,0.064
28,1,543,0.066
28,1,573,0.067
28,1,603,0.065
28,1,633,0.064
28,1,663,0.064
28,1,693,0.066
28,1,723,0.068
28,1,753,0.069
28,1,783,0.07
28,1,813,0.067
28,1,843,0.069
28,1,873,0.074
28,1,903,0.068
28,1,933,0.066
28,1,963,0.07
28,1,993,0.068
28,1,1023,0.07
27,27,3,0.035
27,27,33,0.042
27,27,63,0.045
27,27,93,0.052
27,27,123,0.058
27,27,153,0.063
27,27,183,0.074
27,27,213,0.074
27,27,243,0.076
27,27,273,0.078
27,27,303,0.082
27,27,333,0.087
27,27,363,0.091
27,27,393,0.092
27,27,423,0.096
27,27,453,0.098
27,27,483,0.105
27,27,513,0.105
27,27,543,0.107
27,27,573,0.111
27,27,603,0.115
27,27,633,0.116
27,27,663,0.119
27,27,693,0.123
27,27,723,0.126
27,27,753,0.129
27,27,783,0.133
27,27,813,0.138
27,27,843,0.141
27,27,873,0.141
27,27,903,0.147
27,27,933,0.151
27,27,963,0.153
27,27,993,0.156
27,27,1023,0.158
27,14,3,0.046
27,14,33,0.042
27,14,63,0.047
27,14,93,0.047
27,14,123,0.054
27,14,153,0.058
27,14,183,0.063
27,14,213,0.067
27,14,243,0.07
27,14,273,0.07
27,14,303,0.073
27,14,333,0.079
27,14,363,0.08
27,14,393,0.08
27,14,423,0.084
27,14,453,0.087
27,14,483,0.089
27,14,513,0.095
27,14,543,0.092
27,14,573,0.095
27,14,603,0.102
27,14,633,0.101
27,14,663,0.105
27,14,693,0.105
27,14,723,0.107
27,14,753,0.111
27,14,783,0.112
27,14,813,0.115
27,14,843,0.12
27,14,873,0.121
27,14,903,0.124
27,14,933,0.122
27,14,963,0.127
27,14,993,0.128
27,14,1023,0.132
27,13,3,0.039
27,13,33,0.046
27,13,63,0.045
27,13,93,0.046
27,13,123,0.053
27,13,153,0.059
27,13,183,0.066
27,13,213,0.066
27,13,243,0.072
27,13,273,0.076
27,13,303,0.074
27,13,333,0.076
27,13,363,0.077
27,13,393,0.081
27,13,423,0.082
27,13,453,0.084
27,13,483,0.09
27,13,513,0.087
27,13,543,0.091
27,13,573,0.095
27,13,603,0.096
27,13,633,0.098
27,13,663,0.1
27,13,693,0.103
27,13,723,0.106
27,13,753,0.107
27,13,783,0.11
27,13,813,0.114
27,13,843,0.114
27,13,873,0.116
27,13,903,0.123
27,13,933,0.125
27,13,963,0.126
27,13,993,0.126
27,13,1023,0.127
27,8,3,0.04
27,8,33,0.051
27,8,63,0.043
27,8,93,0.047
27,8,123,0.055
27,8,153,0.052
27,8,183,0.059
27,8,213,0.064
27,8,243,0.063
27,8,273,0.067
27,8,303,0.067
27,8,333,0.071
27,8,363,0.071
27,8,393,0.071
27,8,423,0.075
27,8,453,0.078
27,8,483,0.085
27,8,513,0.082
27,8,543,0.083
27,8,573,0.085
27,8,603,0.088
27,8,633,0.087
27,8,663,0.091
27,8,693,0.094
27,8,723,0.097
27,8,753,0.099
27,8,783,0.1
27,8,813,0.104
27,8,843,0.105
27,8,873,0.106
27,8,903,0.107
27,8,933,0.109
27,8,963,0.116
27,8,993,0.113
27,8,1023,0.115
27,7,3,0.039
27,7,33,0.042
27,7,63,0.044
27,7,93,0.049
27,7,123,0.05
27,7,153,0.052
27,7,183,0.058
27,7,213,0.064
27,7,243,0.062
27,7,273,0.064
27,7,303,0.066
27,7,333,0.068
27,7,363,0.07
27,7,393,0.074
27,7,423,0.073
27,7,453,0.076
27,7,483,0.08
27,7,513,0.081
27,7,543,0.082
27,7,573,0.084
27,7,603,0.086
27,7,633,0.088
27,7,663,0.09
27,7,693,0.093
27,7,723,0.098
27,7,753,0.094
27,7,783,0.097
27,7,813,0.101
27,7,843,0.104
27,7,873,0.101
27,7,903,0.104
27,7,933,0.107
27,7,963,0.108
27,7,993,0.11
27,7,1023,0.112
27,6,3,0.043
27,6,33,0.049
27,6,63,0.048
27,6,93,0.049
27,6,123,0.049
27,6,153,0.053
27,6,183,0.059
27,6,213,0.062
27,6,243,0.062
27,6,273,0.061
27,6,303,0.063
27,6,333,0.07
27,6,363,0.072
27,6,393,0.072
27,6,423,0.075
27,6,453,0.078
27,6,483,0.075
27,6,513,0.079
27,6,543,0.081
27,6,573,0.082
27,6,603,0.086
27,6,633,0.087
27,6,663,0.091
27,6,693,0.088
27,6,723,0.091
27,6,753,0.093
27,6,783,0.093
27,6,813,0.097
27,6,843,0.097
27,6,873,0.099
27,6,903,0.101
27,6,933,0.102
27,6,963,0.104
27,6,993,0.104
27,6,1023,0.111
27,1,3,0.05
27,1,33,0.048
27,1,63,0.058
27,1,93,0.054
27,1,123,0.065
27,1,153,0.058
27,1,183,0.059
27,1,213,0.07
27,1,243,0.068
27,1,273,0.067
27,1,303,0.066
27,1,333,0.069
27,1,363,0.064
27,1,393,0.063
27,1,423,0.064
27,1,453,0.064
27,1,483,0.067
27,1,513,0.063
27,1,543,0.065
27,1,573,0.064
27,1,603,0.064
27,1,633,0.067
27,1,663,0.065
27,1,693,0.069
27,1,723,0.077
27,1,753,0.066
27,1,783,0.065
27,1,813,0.068
27,1,843,0.065
27,1,873,0.067
27,1,903,0.066
27,1,933,0.067
27,1,963,0.067
27,1,993,0.065
27,1,1023,0.068
14,14,3,0.045
14,14,33,0.039
14,14,63,0.045
14,14,93,0.044
14,14,123,0.049
14,14,153,0.043
14,14,183,0.047
14,14,213,0.053
14,14,243,0.059
14,14,273,0.053
14,14,303,0.054
14,14,333,0.06
14,14,363,0.059
14,14,393,0.062
14,14,423,0.065
14,14,453,0.069
14,14,483,0.069
14,14,513,0.071
14,14,543,0.074
14,14,573,0.075
14,14,603,0.082
14,14,633,0.078
14,14,663,0.082
14,14,693,0.084
14,14,723,0.084
14,14,753,0.086
14,14,783,0.087
14,14,813,0.093
14,14,843,0.091
14,14,873,0.093
14,14,903,0.095
14,14,933,0.098
14,14,963,0.099
14,14,993,0.102
14,14,1023,0.106
14,13,3,0.042
14,13,33,0.039
14,13,63,0.039
14,13,93,0.041
14,13,123,0.045
14,13,153,0.043
14,13,183,0.05
14,13,213,0.051
14,13,243,0.055
14,13,273,0.056
14,13,303,0.063
14,13,333,0.061
14,13,363,0.067
14,13,393,0.069
14,13,423,0.072
14,13,453,0.074
14,13,483,0.076
14,13,513,0.076
14,13,543,0.078
14,13,573,0.084
14,13,603,0.086
14,13,633,0.087
14,13,663,0.089
14,13,693,0.092
14,13,723,0.096
14,13,753,0.096
14,13,783,0.099
14,13,813,0.098
14,13,843,0.102
14,13,873,0.101
14,13,903,0.105
14,13,933,0.108
14,13,963,0.108
14,13,993,0.109
14,13,1023,0.115
14,8,3,0.041
14,8,33,0.04
14,8,63,0.04
14,8,93,0.042
14,8,123,0.065
14,8,153,0.041
14,8,183,0.046
14,8,213,0.051
14,8,243,0.049
14,8,273,0.05
14,8,303,0.051
14,8,333,0.055
14,8,363,0.058
14,8,393,0.057
14,8,423,0.059
14,8,453,0.06
14,8,483,0.062
14,8,513,0.064
14,8,543,0.069
14,8,573,0.068
14,8,603,0.07
14,8,633,0.07
14,8,663,0.071
14,8,693,0.074
14,8,723,0.075
14,8,753,0.077
14,8,783,0.081
14,8,813,0.084
14,8,843,0.082
14,8,873,0.086
14,8,903,0.086
14,8,933,0.089
14,8,963,0.089
14,8,993,0.089
14,8,1023,0.091
14,7,3,0.04
14,7,33,0.041
14,7,63,0.04
14,7,93,0.043
14,7,123,0.042
14,7,153,0.043
14,7,183,0.044
14,7,213,0.044
14,7,243,0.046
14,7,273,0.047
14,7,303,0.047
14,7,333,0.05
14,7,363,0.058
14,7,393,0.053
14,7,423,0.055
14,7,453,0.058
14,7,483,0.058
14,7,513,0.059
14,7,543,0.061
14,7,573,0.063
14,7,603,0.063
14,7,633,0.072
14,7,663,0.068
14,7,693,0.071
14,7,723,0.072
14,7,753,0.072
14,7,783,0.073
14,7,813,0.074
14,7,843,0.074
14,7,873,0.076
14,7,903,0.078
14,7,933,0.078
14,7,963,0.083
14,7,993,0.083
14,7,1023,0.086
14,6,3,0.042
14,6,33,0.039
14,6,63,0.043
14,6,93,0.039
14,6,123,0.049
14,6,153,0.041
14,6,183,0.044
14,6,213,0.058
14,6,243,0.047
14,6,273,0.05
14,6,303,0.047
14,6,333,0.053
14,6,363,0.051
14,6,393,0.059
14,6,423,0.059
14,6,453,0.06
14,6,483,0.063
14,6,513,0.061
14,6,543,0.065
14,6,573,0.064
14,6,603,0.068
14,6,633,0.069
14,6,663,0.07
14,6,693,0.071
14,6,723,0.07
14,6,753,0.072
14,6,783,0.073
14,6,813,0.075
14,6,843,0.076
14,6,873,0.081
14,6,903,0.082
14,6,933,0.08
14,6,963,0.081
14,6,993,0.084
14,6,1023,0.088
14,1,3,0.045
14,1,33,0.04
14,1,63,0.043
14,1,93,0.048
14,1,123,0.045
14,1,153,0.047
14,1,183,0.051
14,1,213,0.047
14,1,243,0.049
14,1,273,0.05
14,1,303,0.052
14,1,333,0.054
14,1,363,0.051
14,1,393,0.055
14,1,423,0.055
14,1,453,0.054
14,1,483,0.06
14,1,513,0.054
14,1,543,0.057
14,1,573,0.06
14,1,603,0.061
14,1,633,0.057
14,1,663,0.061
14,1,693,0.061
14,1,723,0.059
14,1,753,0.06
14,1,783,0.059
14,1,813,0.064
14,1,843,0.066
14,1,873,0.06
14,1,903,0.06
14,1,933,0.061
14,1,963,0.063
14,1,993,0.063
14,1,1023,0.06
13,13,3,0.039
13,13,33,0.04
13,13,63,0.043
13,13,93,0.052
13,13,123,0.043
13,13,153,0.052
13,13,183,0.053
13,13,213,0.047
13,13,243,0.049
13,13,273,0.057
13,13,303,0.053
13,13,333,0.06
13,13,363,0.059
13,13,393,0.059
13,13,423,0.063
13,13,453,0.065
13,13,483,0.071
13,13,513,0.07
13,13,543,0.073
13,13,573,0.078
13,13,603,0.079
13,13,633,0.09
13,13,663,0.082
13,13,693,0.085
13,13,723,0.084
13,13,753,0.084
13,13,783,0.088
13,13,813,0.087
13,13,843,0.089
13,13,873,0.091
13,13,903,0.095
13,13,933,0.094
13,13,963,0.099
13,13,993,0.128
13,13,1023,0.098
13,8,3,0.038
13,8,33,0.04
13,8,63,0.04
13,8,93,0.041
13,8,123,0.048
13,8,153,0.043
13,8,183,0.049
13,8,213,0.079
13,8,243,0.074
13,8,273,0.063
13,8,303,0.067
13,8,333,0.068
13,8,363,0.069
13,8,393,0.078
13,8,423,0.075
13,8,453,0.077
13,8,483,0.081
13,8,513,0.077
13,8,543,0.064
13,8,573,0.069
13,8,603,0.07
13,8,633,0.069
13,8,663,0.073
13,8,693,0.074
13,8,723,0.077
13,8,753,0.075
13,8,783,0.078
13,8,813,0.081
13,8,843,0.084
13,8,873,0.084
13,8,903,0.083
13,8,933,0.085
13,8,963,0.086
13,8,993,0.09
13,8,1023,0.087
13,7,3,0.042
13,7,33,0.039
13,7,63,0.079
13,7,93,0.039
13,7,123,0.041
13,7,153,0.063
13,7,183,0.048
13,7,213,0.046
13,7,243,0.048
13,7,273,0.048
13,7,303,0.051
13,7,333,0.05
13,7,363,0.062
13,7,393,0.053
13,7,423,0.054
13,7,453,0.058
13,7,483,0.06
13,7,513,0.06
13,7,543,0.067
13,7,573,0.063
13,7,603,0.067
13,7,633,0.067
13,7,663,0.068
13,7,693,0.074
13,7,723,0.072
13,7,753,0.073
13,7,783,0.076
13,7,813,0.075
13,7,843,0.089
13,7,873,0.082
13,7,903,0.081
13,7,933,0.081
13,7,963,0.095
13,7,993,0.084
13,7,1023,0.086
13,6,3,0.04
13,6,33,0.042
13,6,63,0.039
13,6,93,0.039
13,6,123,0.044
13,6,153,0.042
13,6,183,0.043
13,6,213,0.044
13,6,243,0.046
13,6,273,0.049
13,6,303,0.05
13,6,333,0.053
13,6,363,0.056
13,6,393,0.056
13,6,423,0.055
13,6,453,0.057
13,6,483,0.063
13,6,513,0.063
13,6,543,0.062
13,6,573,0.064
13,6,603,0.067
13,6,633,0.066
13,6,663,0.073
13,6,693,0.07
13,6,723,0.073
13,6,753,0.072
13,6,783,0.076
13,6,813,0.077
13,6,843,0.076
13,6,873,0.08
13,6,903,0.08
13,6,933,0.083
13,6,963,0.085
13,6,993,0.084
13,6,1023,0.085
13,1,3,0.043
13,1,33,0.056
13,1,63,0.045
13,1,93,0.043
13,1,123,0.046
13,1,153,0.047
13,1,183,0.05
13,1,213,0.049
13,1,243,0.05
13,1,273,0.059
13,1,303,0.062
13,1,333,0.05
13,1,363,0.054
13,1,393,0.052
13,1,423,0.053
13,1,453,0.053
13,1,483,0.055
13,1,513,0.056
13,1,543,0.053
13,1,573,0.055
13,1,603,0.064
13,1,633,0.055
13,1,663,0.061
13,1,693,0.058
13,1,723,0.058
13,1,753,0.065
13,1,783,0.067
13,1,813,0.062
13,1,843,0.064
13,1,873,0.068
13,1,903,0.06
13,1,933,0.063
13,1,963,0.06
13,1,993,0.062
13,1,1023,0.064
8,8,3,0.04
8,8,33,0.038
8,8,63,0.04
8,8,93,0.04
8,8,123,0.044
8,8,153,0.04
8,8,183,0.039
8,8,213,0.042
8,8,243,0.04
8,8,273,0.046
8,8,303,0.043
8,8,333,0.045
8,8,363,0.046
8,8,393,0.046
8,8,423,0.046
8,8,453,0.047
8,8,483,0.05
8,8,513,0.071
8,8,543,0.052
8,8,573,0.052
8,8,603,0.058
8,8,633,0.063
8,8,663,0.055
8,8,693,0.057
8,8,723,0.061
8,8,753,0.057
8,8,783,0.06
8,8,813,0.067
8,8,843,0.064
8,8,873,0.063
8,8,903,0.064
8,8,933,0.067
8,8,963,0.067
8,8,993,0.072
8,8,1023,0.069
8,7,3,0.04
8,7,33,0.039
8,7,63,0.039
8,7,93,0.04
8,7,123,0.041
8,7,153,0.038
8,7,183,0.04
8,7,213,0.053
8,7,243,0.042
8,7,273,0.042
8,7,303,0.046
8,7,333,0.049
8,7,363,0.048
8,7,393,0.049
8,7,423,0.051
8,7,453,0.051
8,7,483,0.053
8,7,513,0.055
8,7,543,0.054
8,7,573,0.055
8,7,603,0.057
8,7,633,0.059
8,7,663,0.06
8,7,693,0.061
8,7,723,0.063
8,7,753,0.064
8,7,783,0.067
8,7,813,0.07
8,7,843,0.066
8,7,873,0.067
8,7,903,0.069
8,7,933,0.07
8,7,963,0.075
8,7,993,0.074
8,7,1023,0.075
8,6,3,0.039
8,6,33,0.062
8,6,63,0.041
8,6,93,0.038
8,6,123,0.052
8,6,153,0.041
8,6,183,0.041
8,6,213,0.049
8,6,243,0.044
8,6,273,0.044
8,6,303,0.047
8,6,333,0.045
8,6,363,0.047
8,6,393,0.052
8,6,423,0.048
8,6,453,0.051
8,6,483,0.051
8,6,513,0.05
8,6,543,0.055
8,6,573,0.053
8,6,603,0.055
8,6,633,0.058
8,6,663,0.059
8,6,693,0.058
8,6,723,0.065
8,6,753,0.061
8,6,783,0.062
8,6,813,0.064
8,6,843,0.063
8,6,873,0.065
8,6,903,0.069
8,6,933,0.07
8,6,963,0.068
8,6,993,0.071
8,6,1023,0.075
8,1,3,0.047
8,1,33,0.043
8,1,63,0.055
8,1,93,0.041
8,1,123,0.042
8,1,153,0.043
8,1,183,0.046
8,1,213,0.045
8,1,243,0.044
8,1,273,0.059
8,1,303,0.048
8,1,333,0.048
8,1,363,0.048
8,1,393,0.047
8,1,423,0.047
8,1,453,0.047
8,1,483,0.055
8,1,513,0.047
8,1,543,0.05
8,1,573,0.05
8,1,603,0.058
8,1,633,0.05
8,1,663,0.05
8,1,693,0.054
8,1,723,0.05
8,1,753,0.053
8,1,783,0.052
8,1,813,0.051
8,1,843,0.05
8,1,873,0.051
8,1,903,0.049
8,1,933,0.058
8,1,963,0.052
8,1,993,0.054
8,1,1023,0.053
7,7,3,0.041
7,7,33,0.037
7,7,63,0.054
7,7,93,0.038
7,7,123,0.042
7,7,153,0.041
7,7,183,0.039
7,7,213,0.037
7,7,243,0.039
7,7,273,0.048
7,7,303,0.04
7,7,333,0.043
7,7,363,0.043
7,7,393,0.044
7,7,423,0.044
7,7,453,0.05
7,7,483,0.054
7,7,513,0.049
7,7,543,0.054
7,7,573,0.054
7,7,603,0.051
7,7,633,0.054
7,7,663,0.054
7,7,693,0.061
7,7,723,0.058
7,7,753,0.067
7,7,783,0.059
7,7,813,0.059
7,7,843,0.058
7,7,873,0.06
7,7,903,0.061
7,7,933,0.062
7,7,963,0.065
7,7,993,0.063
7,7,1023,0.066
7,6,3,0.039
7,6,33,0.04
7,6,63,0.038
7,6,93,0.043
7,6,123,0.039
7,6,153,0.041
7,6,183,0.04
7,6,213,0.043
7,6,243,0.041
7,6,273,0.04
7,6,303,0.042
7,6,333,0.044
7,6,363,0.047
7,6,393,0.053
7,6,423,0.047
7,6,453,0.049
7,6,483,0.062
7,6,513,0.051
7,6,543,0.057
7,6,573,0.055
7,6,603,0.058
7,6,633,0.054
7,6,663,0.056
7,6,693,0.058
7,6,723,0.058
7,6,753,0.062
7,6,783,0.061
7,6,813,0.061
7,6,843,0.061
7,6,873,0.067
7,6,903,0.065
7,6,933,0.067
7,6,963,0.067
7,6,993,0.068
7,6,1023,0.07
7,1,3,0.043
7,1,33,0.047
7,1,63,0.053
7,1,93,0.062
7,1,123,0.044
7,1,153,0.043
7,1,183,0.065
7,1,213,0.044
7,1,243,0.046
7,1,273,0.043
7,1,303,0.043
7,1,333,0.048
7,1,363,0.045
7,1,393,0.046
7,1,423,0.045
7,1,453,0.045
7,1,483,0.053
7,1,513,0.047
7,1,543,0.064
7,1,573,0.047
7,1,603,0.047
7,1,633,0.048
7,1,663,0.056
7,1,693,0.046
7,1,723,0.045
7,1,753,0.047
7,1,783,0.048
7,1,813,0.047
7,1,843,0.053
7,1,873,0.059
7,1,903,0.05
7,1,933,0.061
7,1,963,0.048
7,1,993,0.048
7,1,1023,0.05
1,1,3,0.072
1,1,33,0.042
1,1,63,0.051
1,1,93,0.06
1,1,123,0.043
1,1,153,0.044
1,1,183,0.045
1,1,213,0.048
1,1,243,0.048
1,1,273,0.046
1,1,303,0.058
1,1,333,0.045
1,1,363,0.046
1,1,393,0.043
1,1,423,0.046
1,1,453,0.044
1,1,483,0.045
1,1,513,0.044
1,1,543,0.045
1,1,573,0.043
1,1,603,0.046
1,1,633,0.043
1,1,663,0.044
1,1,693,0.042
1,1,723,0.044
1,1,753,0.042
1,1,783,0.039
1,1,813,0.045
1,1,843,0.048
1,1,873,0.047
1,1,903,0.043
1,1,933,0.063
1,1,963,0.043
1,1,993,0.042
1,1,1023,0.068
28,28,3,0.035
28,28,33,0.057
28,28,63,0.045
28,28,93,0.053
28,28,123,0.05
28,28,153,0.055
28,28,183,0.06
28,28,213,0.062
28,28,243,0.067
28,28,273,0.082
28,28,303,0.084
28,28,333,0.088
28,28,363,0.091
28,28,393,0.094
28,28,423,0.097
28,28,453,0.101
28,28,483,0.104
28,28,513,0.105
28,28,543,0.111
28,28,573,0.115
28,28,603,0.119
28,28,633,0.121
28,28,663,0.124
28,28,693,0.127
28,28,723,0.131
28,28,753,0.132
28,28,783,0.14
28,28,813,0.14
28,28,843,0.148
28,28,873,0.145
28,28,903,0.149
28,28,933,0.154
28,28,963,0.158
28,28,993,0.16
28,28,1023,0.164
28,27,3,0.049
28,27,33,0.051
28,27,63,0.05
28,27,93,0.069
28,27,123,0.065
28,27,153,0.068
28,27,183,0.08
28,27,213,0.079
28,27,243,0.084
28,27,273,0.088
28,27,303,0.093
28,27,333,0.1
28,27,363,0.102
28,27,393,0.102
28,27,423,0.109
28,27,453,0.112
28,27,483,0.119
28,27,513,0.119
28,27,543,0.123
28,27,573,0.13
28,27,603,0.133
28,27,633,0.134
28,27,663,0.138
28,27,693,0.148
28,27,723,0.148
28,27,753,0.151
28,27,783,0.156
28,27,813,0.161
28,27,843,0.166
28,27,873,0.17
28,27,903,0.174
28,27,933,0.178
28,27,963,0.181
28,27,993,0.181
28,27,1023,0.187
28,14,3,0.04
28,14,33,0.044
28,14,63,0.046
28,14,93,0.048
28,14,123,0.054
28,14,153,0.054
28,14,183,0.06
28,14,213,0.063
28,14,243,0.072
28,14,273,0.07
28,14,303,0.073
28,14,333,0.078
28,14,363,0.078
28,14,393,0.078
28,14,423,0.081
28,14,453,0.084
28,14,483,0.088
28,14,513,0.086
28,14,543,0.088
28,14,573,0.09
28,14,603,0.094
28,14,633,0.093
28,14,663,0.099
28,14,693,0.1
28,14,723,0.101
28,14,753,0.107
28,14,783,0.105
28,14,813,0.108
28,14,843,0.113
28,14,873,0.113
28,14,903,0.114
28,14,933,0.116
28,14,963,0.12
28,14,993,0.121
28,14,1023,0.124
28,13,3,0.039
28,13,33,0.044
28,13,63,0.052
28,13,93,0.06
28,13,123,0.065
28,13,153,0.063
28,13,183,0.076
28,13,213,0.074
28,13,243,0.077
28,13,273,0.08
28,13,303,0.08
28,13,333,0.087
28,13,363,0.093
28,13,393,0.093
28,13,423,0.097
28,13,453,0.1
28,13,483,0.104
28,13,513,0.107
28,13,543,0.109
28,13,573,0.119
28,13,603,0.119
28,13,633,0.121
28,13,663,0.122
28,13,693,0.129
28,13,723,0.128
28,13,753,0.129
28,13,783,0.135
28,13,813,0.138
28,13,843,0.142
28,13,873,0.143
28,13,903,0.15
28,13,933,0.15
28,13,963,0.156
28,13,993,0.165
28,13,1023,0.174
28,8,3,0.051
28,8,33,0.07
28,8,63,0.063
28,8,93,0.07
28,8,123,0.078
28,8,153,0.074
28,8,183,0.059
28,8,213,0.061
28,8,243,0.06
28,8,273,0.061
28,8,303,0.066
28,8,333,0.068
28,8,363,0.068
28,8,393,0.07
28,8,423,0.076
28,8,453,0.076
28,8,483,0.075
28,8,513,0.075
28,8,543,0.081
28,8,573,0.08
28,8,603,0.085
28,8,633,0.086
28,8,663,0.086
28,8,693,0.09
28,8,723,0.089
28,8,753,0.09
28,8,783,0.093
28,8,813,0.096
28,8,843,0.1
28,8,873,0.099
28,8,903,0.1
28,8,933,0.104
28,8,963,0.103
28,8,993,0.104
28,8,1023,0.108
28,7,3,0.04
28,7,33,0.043
28,7,63,0.044
28,7,93,0.054
28,7,123,0.059
28,7,153,0.055
28,7,183,0.054
28,7,213,0.062
28,7,243,0.063
28,7,273,0.063
28,7,303,0.066
28,7,333,0.071
28,7,363,0.069
28,7,393,0.067
28,7,423,0.071
28,7,453,0.073
28,7,483,0.075
28,7,513,0.076
28,7,543,0.076
28,7,573,0.08
28,7,603,0.08
28,7,633,0.081
28,7,663,0.082
28,7,693,0.086
28,7,723,0.087
28,7,753,0.088
28,7,783,0.089
28,7,813,0.096
28,7,843,0.095
28,7,873,0.096
28,7,903,0.098
28,7,933,0.098
28,7,963,0.099
28,7,993,0.101
28,7,1023,0.103
28,6,3,0.042
28,6,33,0.048
28,6,63,0.045
28,6,93,0.055
28,6,123,0.052
28,6,153,0.062
28,6,183,0.066
28,6,213,0.066
28,6,243,0.067
28,6,273,0.07
28,6,303,0.072
28,6,333,0.074
28,6,363,0.077
28,6,393,0.077
28,6,423,0.08
28,6,453,0.081
28,6,483,0.085
28,6,513,0.086
28,6,543,0.089
